query_id	layer0	pre	mid	post	increment_attention	increment_mlp	branch_attention	branch_mlp	scale_attention	scale_mlp	remainder_attention	remainder_mlp
J05	0	0.0	-0.057090312242507935	0.03432852029800415	-0.057090312242507935	0.09141883254051208	-0.05400989695941005	0.049971734465988016	-0.003080054553812772	0.041447046545226573	-3.607292851093291e-07	5.152929749563384e-08
J05	1	0.03432852029800415	0.10105633735656738	0.036684274673461914	0.06672781705856323	-0.06437206268310547	0.06734798759902438	-0.04813677339295669	-0.0006198356381253711	-0.016236084248876632	-3.349023357801517e-07	7.949587278533246e-07
J05	2	0.036684274673461914	0.25042247772216797	0.1498250961303711	0.21373820304870605	-0.10059738159179688	0.21565196011479648	-0.06963786470525668	-0.0019138878776655023	-0.03095896147106847	1.3081157507546792e-07	-5.554154717257731e-07
J05	3	0.1498250961303711	0.12061786651611328	0.19872283935546875	-0.029207229614257812	0.07810497283935547	-0.018689840348611764	0.08772430932241626	-0.01051720794774412	-0.009617801660101122	-1.813179019288791e-07	-1.5348229596701124e-06
J05	4	0.19872283935546875	0.42983579635620117	0.21831941604614258	0.23111295700073242	-0.2115163803100586	0.2598444357908065	-0.11136789609758446	-0.0287355365952206	-0.10014510998927406	4.057805146506777e-06	-3.37422320006997e-06
J05	5	0.21831941604614258	0.19364356994628906	0.12081480026245117	-0.024675846099853516	-0.07282876968383789	-0.012083555959607362	-0.03726166233796491	-0.012593200545587574	-0.0355684084989315	9.104053414199509e-07	1.3011530585194109e-06
J05	6	0.12081480026245117	0.08716535568237305	0.1746349334716797	-0.033649444580078125	0.08746957778930664	-0.026426550595192055	0.09568318469854706	-0.007220165901209441	-0.008215261464152829	-2.7280836766285788e-06	1.654554912411399e-06
J05	7	0.1746349334716797	0.12740230560302734	0.15383386611938477	-0.047232627868652344	0.026431560516357422	-0.03876261808622927	0.025045407722632973	-0.0084727055333437	0.001387895216006723	2.695750920628237e-06	-1.742422282274142e-06
J05	8	0.15383386611938477	0.14595985412597656	0.17432498931884766	-0.007874011993408203	0.028365135192871094	-0.015453931769655377	0.04507449522504725	0.007581318210726808	-0.01670838508240674	-1.3984344796343475e-06	-9.749497694166998e-07
J05	9	0.17432498931884766	0.15732264518737793	0.1518259048461914	-0.017002344131469727	-0.0054967403411865234	-0.028174439806160523	0.023955480555536646	0.011170748432413828	-0.029452152294444867	1.3472422769680859e-06	-6.860227830252086e-08
J05	10	0.1518259048461914	0.3756418228149414	0.19605588912963867	0.22381591796875	-0.17958593368530273	0.23061808237526749	-0.18917497912195191	-0.006802937230086631	0.009590068857371348	7.728235691456184e-07	-1.0234207221682112e-06
J05	11	0.19605588912963867	0.235632061958313	0.0670592188835144	0.039576172828674316	-0.16857284307479858	0.040777745101410856	-0.15123105184045293	-0.0012014578256315457	-0.017342961960929548	-1.1444710499393038e-07	1.17072658389894e-06
J05	12	0.0670592188835144	0.08824199438095093	0.21876931190490723	0.021182775497436523	0.1305273175239563	0.02178498827599773	0.12139104773637577	-0.0006033590003022577	0.009138378306554118	1.1462217410513481e-06	-2.108518973586559e-06
J05	13	0.21876931190490723	0.2955256700515747	0.07733654975891113	0.07675635814666748	-0.21818912029266357	0.0835977796022025	-0.20815116863106775	-0.006842918635533636	-0.010036131479612014	1.4971799986232548e-06	-1.8201819838086983e-06
J05	14	0.07733654975891113	0.2919156551361084	-0.029311180114746094	0.21457910537719727	-0.3212268352508545	0.21069446213172172	-0.3146466261708569	0.0038815935445803418	-0.006578729968141532	3.049700895207952e-06	-1.4791118560352617e-06
J05	15	-0.029311180114746094	-0.010692834854125977	0.04981863498687744	0.018618345260620117	0.06051146984100342	0.018568738394472317	0.05953636495620018	4.808774205262726e-05	0.0009765436482517039	1.519124095172706e-06	-1.4387634484688133e-06
J05	16	0.04981863498687744	0.2683601379394531	0.1829635500907898	0.21854150295257568	-0.08539658784866333	0.2210325265602645	-0.08091004423258641	-0.0024906959705985913	-0.004486939696928715	-3.2763709023348603e-07	3.9608085179330607e-07
J05	17	0.1829635500907898	0.3343445062637329	0.6612778007984161	0.15138095617294312	0.3269332945346832	0.17777036546697245	0.3165515863811943	-0.0263913880663645	0.0103831470097238	1.9787723351677444e-06	-1.4388562348671696e-06
J05	18	0.6612778007984161	0.4738321304321289	0.3774169683456421	-0.18744567036628723	-0.09641516208648682	-0.1213071948462261	-0.06599273863183708	-0.06613845629506289	-0.030421794143183578	-1.9224998242667324e-08	-6.293114661604093e-07
J05	19	0.3774169683456421	0.5168018341064453	0.6130616664886475	0.13938486576080322	0.09625983238220215	0.17253566691998	0.0938564670474227	-0.03315012653154176	0.002402496172095425	-6.746276350333424e-07	8.69162683991842e-07
J05	20	0.6130616664886475	0.5996556282043457	0.27604246139526367	-0.013406038284301758	-0.32361316680908203	0.012128348967397114	-0.28282283741764946	-0.025530513686910283	-0.04079149469997567	-3.873564788592354e-06	1.1653085431329036e-06
J05	21	0.27604246139526367	1.2554774284362793	0.423927903175354	0.9794349670410156	-0.8315495252609253	0.9853455214788542	-0.7747895114826775	-0.005913556002470455	-0.056757813302700244	3.001564631843756e-06	-2.2004755475535376e-06
J05	22	0.423927903175354	0.7747119665145874	1.237511157989502	0.3507840633392334	0.46279919147491455	0.3769905407959312	0.5251601406678557	-0.026208915192728888	-0.06236013861932839	2.437736031091209e-06	-8.105736127167473e-07
J05	23	1.237511157989502	1.8334422931075096	4.224207043647766	0.5959311351180077	2.3907647505402565	0.8379380988900544	2.727213308497081	-0.2420066825487397	-0.3364490124107543	-2.8122330708590937e-07	4.544539297379746e-07
J05	24	4.224207043647766	4.697421550750732	3.763366222381592	0.4732145071029663	-0.9340553283691406	0.8634118683692804	-0.6545471139089384	-0.39019809208711176	-0.27950693917127	7.308207976564063e-07	-1.2752889323452976e-06
J05	25	3.763366222381592	3.5289846658706665	2.2031909227371216	-0.2343815565109253	-1.325793743133545	-0.09251630749118989	-1.059556770283182	-0.1418652870822384	-0.2662385322918671	3.806250298277192e-08	1.5594415042619048e-06
J05	26	2.2031909227371216	2.8713093250989914	3.8029630184173584	0.6681184023618698	0.931653693318367	0.7935567213480939	1.3002993772448295	-0.12543755471369256	-0.36864570758509796	-7.642725314838117e-07	2.365863549513847e-08
J05	27	3.8029630184173584	3.8591532707214355	3.2901816368103027	0.05619025230407715	-0.5689716339111328	0.03976848009711975	-0.21025468143830933	0.016419569912489607	-0.3587112255239304	2.202294467790189e-06	-5.726948893114425e-06
