request_id	role	span_id	layer	mean_head_mass	mean_head_density	mean_visible_tokens
hsc-Q01-D01	pre_answer	lex-0031:term	0	0.00019805932181660157	0.00019805932181660157	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	1	0.00011844105811694046	0.00011844105811694046	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	2	0.00034521080759475353	0.00034521080759475353	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	3	0.000490762365740971	0.000490762365740971	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	4	0.0003519003287655309	0.0003519003287655309	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	5	0.0002646084402604387	0.0002646084402604387	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	6	0.00038312458991640597	0.00038312458991640597	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	7	9.445187928541765e-05	9.445187928541765e-05	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	8	0.00010805522961543357	0.00010805522961543357	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	9	1.8031682368940816e-05	1.8031682368940816e-05	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	10	0.00010741529825253338	0.00010741529825253338	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	11	0.0005797593495771025	0.0005797593495771025	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	12	0.0001315998976707533	0.0001315998976707533	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	13	4.3220258938567267e-05	4.3220258938567267e-05	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	14	3.201732696284619e-05	3.201732696284619e-05	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	15	2.9476352044088827e-05	2.9476352044088827e-05	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	16	0.00018112945757309262	0.00018112945757309262	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	17	0.00021817599536611	0.00021817599536611	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	18	8.34994897219235e-05	8.34994897219235e-05	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	19	0.00023613193430715995	0.00023613193430715995	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	20	0.00045374388679908506	0.00045374388679908506	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	21	0.00013405790950571372	0.00013405790950571372	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	22	0.0022336926058468265	0.0022336926058468265	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	23	0.0002662414880163222	0.0002662414880163222	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	24	0.000516268182554569	0.000516268182554569	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	25	0.0003599329995331857	0.0003599329995331857	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	26	0.0002931111688511123	0.0002931111688511123	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	27	0.00044779827599583655	0.00044779827599583655	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	28	0.0003622467939123908	0.0003622467939123908	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	29	0.0014937433815376266	0.0014937433815376266	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	30	0.001037624703030815	0.001037624703030815	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	31	0.002111599818107379	0.002111599818107379	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	32	0.0007935196420660873	0.0007935196420660873	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	33	0.0014515180848775344	0.0014515180848775344	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	34	0.0019266024374973156	0.0019266024374973156	1.0
hsc-Q01-D01	pre_answer	lex-0031:term	35	0.0004787483251220692	0.0004787483251220692	1.0
hsc-Q01-D01	pre_answer	lex-0031:definition	0	0.007053502656887891	0.00037123698194146796	19.0
hsc-Q01-D01	pre_answer	lex-0031:definition	1	0.004110267400668844	0.00021632986319309705	19.0
hsc-Q01-D01	pre_answer	lex-0031:definition	2	0.0037026684696961354	0.00019487728787874397	19.0
hsc-Q01-D01	pre_answer	lex-0031:definition	3	0.004240001986017386	0.00022315799926407294	19.0
hsc-Q01-D01	pre_answer	lex-0031:definition	4	0.002446035533236579	0.0001287387122756094	19.0
hsc-Q01-D01	pre_answer	lex-0031:definition	5	0.0025344354298100407	0.00013339133841105475	19.0
hsc-Q01-D01	pre_answer	lex-0031:definition	6	0.006149435695590455	0.0003236545102942345	19.0
hsc-Q01-D01	pre_answer	lex-0031:definition	7	0.0010943329523970848	5.7596471178793934e-05	19.0
hsc-Q01-D01	pre_answer	lex-0031:definition	8	0.0005145634494093908	2.7082286811020567e-05	19.0
hsc-Q01-D01	pre_answer	lex-0031:definition	9	0.00014055076909573905	7.39740889977574e-06	19.0
hsc-Q01-D01	pre_answer	lex-0031:definition	10	0.0006725910564228735	3.53995292854144e-05	19.0
hsc-Q01-D01	pre_answer	lex-0031:definition	11	0.0009607335943324427	5.056492601749699e-05	19.0
hsc-Q01-D01	pre_answer	lex-0031:definition	12	0.0002888197811064118	1.5201041110863778e-05	19.0
hsc-Q01-D01	pre_answer	lex-0031:definition	13	0.0005108085487503578	2.6884660460545147e-05	19.0
