comparison_id	query_id	kind	priority	analysis_role	qwen3-8b_value	qwen3-8b_bound	qwen3-8b_resolution	qwen3-8b_reference_aligned_change	qwen3-8b_classification_transition	qwen3-14b_value	qwen3-14b_bound	qwen3-14b_resolution	qwen3-14b_reference_aligned_change	qwen3-14b_classification_transition	glm4-9b-chat_value	glm4-9b-chat_bound	glm4-9b-chat_resolution	glm4-9b-chat_reference_aligned_change	glm4-9b-chat_classification_transition	descriptive_direction_agreement
CMAD-HP-Q1-D-L0-D00	CMAD-HP-Q1	D-L0-D00	secondary	naturalistic_primary_development	-1.4166297912597656	0.0009002685546875	negative	-1.4166297912597656	stable_correct	0.9401283264160156	0.0005950927734375	positive	0.9401283264160156	stable_correct	1.913203239440918	0.00014495849609375	positive	1.913203239440918	stable_correct	resolved_direction_conflict
CMAD-HP-Q1-D-L0-D01	CMAD-HP-Q1	D-L0-D01	secondary	naturalistic_primary_development	-2.3722686767578125	0.0009002685546875	negative	-2.3722686767578125	stable_correct	0.24541282653808594	0.0005950927734375	positive	0.24541282653808594	stable_correct	1.864095687866211	0.00014495849609375	positive	1.864095687866211	stable_correct	resolved_direction_conflict
CMAD-HP-Q1-D-L0-D10	CMAD-HP-Q1	D-L0-D10	secondary	naturalistic_primary_development	-3.6875858306884766	0.0009002685546875	negative	-3.6875858306884766	stable_correct	-0.3810310363769531	0.0005950927734375	negative	-0.3810310363769531	stable_correct	0.9446125030517578	0.00014495849609375	positive	0.9446125030517578	stable_correct	resolved_direction_conflict
CMAD-HP-Q1-D-L0-D11	CMAD-HP-Q1	D-L0-D11	secondary	naturalistic_primary_development	-3.239561080932617	0.0009002685546875	negative	-3.239561080932617	stable_correct	1.1717243194580078	0.0005950927734375	positive	1.1717243194580078	stable_correct	1.0613889694213867	0.00014495849609375	positive	1.0613889694213867	stable_correct	resolved_direction_conflict
CMAD-HP-Q1-D-L1-D00	CMAD-HP-Q1	D-L1-D00	secondary	naturalistic_primary_development	-0.44368934631347656	0.0009002685546875	negative	-0.44368934631347656	stable_correct	-0.6469879150390625	0.0005950927734375	negative	-0.6469879150390625	stable_correct	1.2177486419677734	0.00014495849609375	positive	1.2177486419677734	stable_correct	resolved_direction_conflict
CMAD-HP-Q1-D-L1-D01	CMAD-HP-Q1	D-L1-D01	secondary	naturalistic_primary_development	0.24161911010742188	0.0009002685546875	positive	0.24161911010742188	stable_correct	0.11683273315429688	0.0005950927734375	positive	0.11683273315429688	stable_correct	1.1851940155029297	0.00014495849609375	positive	1.1851940155029297	stable_correct	same_resolved_direction
CMAD-HP-Q1-D-L1-D10	CMAD-HP-Q1	D-L1-D10	secondary	naturalistic_primary_development	-4.424860000610352	0.0009002685546875	negative	-4.424860000610352	stable_correct	-0.6145553588867188	0.0005950927734375	negative	-0.6145553588867188	stable_correct	-0.25164031982421875	0.00014495849609375	negative	-0.25164031982421875	stable_correct	same_resolved_direction
CMAD-HP-Q1-D-L1-D11	CMAD-HP-Q1	D-L1-D11	secondary	naturalistic_primary_development	-5.363153457641602	0.0009002685546875	negative	-5.363153457641602	stable_correct	-0.9720821380615234	0.0005950927734375	negative	-0.9720821380615234	stable_correct	0.15037822723388672	0.00014495849609375	positive	0.15037822723388672	stable_correct	resolved_direction_conflict
CMAD-HP-Q1-D-L2-D00	CMAD-HP-Q1	D-L2-D00	secondary	naturalistic_primary_development	-3.158527374267578	0.0009002685546875	negative	-3.158527374267578	stable_correct	0.8738803863525391	0.0005950927734375	positive	0.8738803863525391	stable_correct	2.07601261138916	0.00014495849609375	positive	2.07601261138916	stable_correct	resolved_direction_conflict
CMAD-HP-Q1-D-L2-D01	CMAD-HP-Q1	D-L2-D01	secondary	naturalistic_primary_development	-1.1051368713378906	0.0009002685546875	negative	-1.1051368713378906	stable_correct	1.0914459228515625	0.0005950927734375	positive	1.0914459228515625	stable_correct	2.7964468002319336	0.00014495849609375	positive	2.7964468002319336	stable_correct	resolved_direction_conflict
CMAD-HP-Q1-D-L2-D10	CMAD-HP-Q1	D-L2-D10	secondary	naturalistic_primary_development	-4.301856994628906	0.0009002685546875	negative	-4.301856994628906	stable_correct	1.3358268737792969	0.0005950927734375	positive	1.3358268737792969	stable_correct	1.2174453735351562	0.00014495849609375	positive	1.2174453735351562	stable_correct	resolved_direction_conflict
CMAD-HP-Q1-D-L2-D11	CMAD-HP-Q1	D-L2-D11	secondary	naturalistic_primary_development	-3.295940399169922	0.0009002685546875	negative	-3.295940399169922	stable_correct	1.9375324249267578	0.0005950927734375	positive	1.9375324249267578	stable_correct	1.7953577041625977	0.00014495849609375	positive	1.7953577041625977	stable_correct	resolved_direction_conflict
CMAD-HP-Q1-E-L1-D0	CMAD-HP-Q1	E-L1-D0	primary	naturalistic_primary_development	-3.535541534423828	0.0009002685546875	negative	-3.535541534423828	stable_correct	0.7662906646728516	0.0005950927734375	positive	0.7662906646728516	stable_correct	-1.3060894012451172	0.00014495849609375	negative	-1.3060894012451172	stable_correct	resolved_direction_conflict
CMAD-HP-Q1-E-L1-D00	CMAD-HP-Q1	E-L1-D00	primary	naturalistic_primary_development	-2.562601089477539	0.0009002685546875	negative	-2.562601089477539	stable_correct	-0.8208255767822266	0.0005950927734375	negative	-0.8208255767822266	stable_correct	-2.0015439987182617	0.00014495849609375	negative	-2.0015439987182617	stable_correct	same_resolved_direction
CMAD-HP-Q1-E-L1-D01	CMAD-HP-Q1	E-L1-D01	primary	naturalistic_primary_development	-0.9216537475585938	0.0009002685546875	negative	-0.9216537475585938	stable_correct	0.6377105712890625	0.0005950927734375	positive	0.6377105712890625	stable_correct	-1.9849910736083984	0.00014495849609375	negative	-1.9849910736083984	stable_correct	resolved_direction_conflict
CMAD-HP-Q1-E-L1-D10	CMAD-HP-Q1	E-L1-D10	primary	naturalistic_primary_development	-4.272815704345703	0.0009002685546875	negative	-4.272815704345703	stable_correct	0.5327663421630859	0.0005950927734375	positive	0.5327663421630859	stable_correct	-2.5023422241210938	0.00014495849609375	negative	-2.5023422241210938	stable_correct	resolved_direction_conflict
CMAD-HP-Q1-E-L1-D11	CMAD-HP-Q1	E-L1-D11	primary	naturalistic_primary_development	-5.6591339111328125	0.0009002685546875	negative	-5.6591339111328125	stable_correct	-1.3775157928466797	0.0005950927734375	negative	-1.3775157928466797	stable_correct	-2.217100143432617	0.00014495849609375	negative	-2.217100143432617	stable_correct	same_resolved_direction
CMAD-HP-Q1-E-L2-D0	CMAD-HP-Q1	E-L2-D0	primary	naturalistic_primary_development	-5.805330276489258	0.0009002685546875	negative	-5.805330276489258	stable_correct	-0.21923065185546875	0.0005950927734375	negative	-0.21923065185546875	stable_correct	-3.1418895721435547	0.00014495849609375	negative	-3.1418895721435547	stable_correct	same_resolved_direction
