object_id,text,attack_severity,assessment_status,attack_forms,targets,rationale,candidate_scores,suggested_score,candidate_forms,hate_reference,group_reference,label_review_kind,severity_review_kind,severity_policy_version,severity_policy_sha256,text_sha256,base_version,hate_reference_policy_version,hate_reference_policy_sha256,group_reference_policy_version,group_reference_policy_sha256,human_numeric_score_confirmed,online_material_confirmed,user_score_rationale
demo:476,在下也不太能接受。不过有一个问题，假如那姑娘被黑人给QJ了怎么算⁉俺觉得这种情况反而能接受了😅,2,scored,"[""group_stigmatization""]","[""与黑人交往的女性"", ""作为婚恋对象的黑人""]",将自愿跨种族关系与遭性侵区别对待并污名化前者；没有表示支持实施强暴。,[],,[],hate,"[""Racism"", ""Sexism""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,3f01f45e65cfb4fbc4b6e50258dc51775c682c4192725092cb3cb03c4b2b3bbb,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:478,u1s1，那个图片里对女人的解读基本没什么毛病，如果你觉得不对，那么请在五千年人类史中举出反例,0,scored,[],"[""女性""]",当前仅有对缺失图片命题的认可，不能把未见的具体内容当作攻击；依照 #3194、#4744 按可见文本取 0。,[],,[],non-hate,"[""Sexism""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,2a3533f270c76536d16abbf04bc8dba2f2a02bec2cd6487ec6ef27d3b95a846d,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:4810,女权背后打拳替美国佬办事的狗东西可不少，把黑人娶进来的咋不说呢,2,scored,"[""personal_insult"", ""group_stigmatization""]","[""被指称为政治代理的女权参与者""]",“狗东西”是对一类参与者的直接辱骂，当前作为泛用骂词，没有像 #2750 那样认定群体天生材料低劣，先取 2。类别边界单独讨论。,[],,[],hate,null,ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,746ae65f7c8cd0f9d57f9653dbc8471de73e80872e9f9812155a08ffee02492e,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:4839,用歧视修正道德吧，媚黑的扭曲三观，需要歧视其，并连带歧视其家人邻居等等大范围，只有火烧到了身上，大部分人才会救火,3,scored,"[""group_stigmatization"", ""exclusion_or_rights_denial""]","[""亲黑人态度者及其家人邻居""]",明确鼓动对态度群体及其无关亲邻一并实施歧视，以连带身份剥夺平等对待；火烧是牵连的比喻，不是纵火号召。,[],,[],hate,"[""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,90fb70cbae44bb6ec6492e04751c6bd0134819d42ea3fdd5f5cb9a72602dae2b,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:4891,抛开数量谈都是耍流氓最底层的“最”，这个模糊的伺……底层男可以找底层女啊，底层女的也被挤压（）,0,scored,[],"[""底层男性、女性"", ""论证方式""]",“耍流氓”落在抛开数量的论证做法；阶层与性别讨论没有把人说成低劣。,[],,[],non-hate,"[""Sexism"", ""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,cf916071373275a7d92e9146cab9122396906d14f3e55270a7a50549099f5809,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:4939,备注：本人于今天上午一点发的同名帖子被系统删除，删前已有100多评论。大家猜猜是怎么回事呢,0,scored,[],"[""删帖事件""]",报告帖子被系统删除，没有定向辱骂。,[],,[],non-hate,[],ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,55cef4ce8918387971ddfebb205129b7ab0492cd84667ff27d9ac5e480f35412,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:51,人类中智商极端高的通常是红丸觉醒者，他们深刻认识到了母人吸血的本能和生命的雌本位底层代码，所以才把母人当成繁殖和泄欲的工具，或者干脆就是男同。,3,scored,"[""group_stigmatization"", ""dehumanization""]","[""女性""]",把女性描述成天性吸血及繁殖、泄欲工具，否定其完整人的地位；最高等级来自女性命题，不传播给所有提到的群体。,[],,[],hate,"[""LGBTQ"", ""Sexism"", ""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,55928b91b1dca5a0be8b415fe8e55183353c91a434eeb7fa4b98b59f51ef34b2,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:5113,很多男的无感，我老公就是对同志无感，而且他还有一个同事一个战友是同，他们玩的都挺好的。但是他说他在部队，有个男的加他，要给他k，他不同意，然后那个男的说闭上眼睛享受就行了，结果我老公把他拉黑了。今年我不知道啥事问他，他才告诉我的，他说就是很奇怪，为啥会有男的要给他k🤔，神经病么。。。他们直男都不了解为什么同会这样，都觉得很奇怪。其实很多直男对同都是无感的,null,needs_discussion,[],"[""被转述的性邀约者""]",“神经病么”既可读为作者认可丈夫对个人的羞辱，也可读为未加认可的转述。前后的接纳叙述与概括直男态度尚不能唯一消除这一分歧；候选 2 或 0。,"[0, 2]",2,"[""personal_insult""]",,"[""LGBTQ"", ""Sexism"", ""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,91d9a3073d5c40c5a0b405a64c2df8f9372dcffbafa1f4afba3ebc13f3978676,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:5125,嫁非洲人可以，去非洲。我们不需要中非混血。更不需要嘿二代少先队员说我们是祖国的花朵。审美不符，道德情操不符，艾滋病的潜伏期太长，国人很怕当接盘侠。,3,scored,"[""group_stigmatization"", ""exclusion_or_rights_denial""]","[""与非洲人结婚的女性"", ""中非混血后代""]",以种族、婚育身份要求离境并否定后代共同体成员资格，构成严重排斥，非普通审美偏好。,[],,[],hate,"[""Racism"", ""Region"", ""Sexism""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,29339157d6c9d5cbca6fe89554992fa84cfd9102963577be7e2a106349eca68b,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:5135,作为一个土生外长的河南人，以前也一直是恨铁不成钢，和外面的人打交道从来小心翼翼，生怕给故乡招了黑，但到后来慢慢才发现，各种迹象表明，地域黑是西方资本控制的国内某些媒体，刻意营造出来的从内部分裂、瓦解民族认同感的舆论战争！（结合当下的国际形势，以及曝光出来的一些类似案例，请自行脑补）,0,scored,[],"[""河南居民"", ""媒体及资本操作的指控""]",为地域群体辩护并批评机构行为；没有已成立的额外个人攻击，不评价操控指控的真伪。,[],,[],non-hate,"[""Region""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,111935b8244bb13ccf2df5f584813a3a6c3c08d3dac382b1ad923788e2a63a03,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
