id,content,label,x,y,cluster
3346,话是这样说，但是像我们这样的普信男国女又看不上 不但看不上 还大加嘲讽 结婚彩礼不算车房都要几十万 有些郭楠在部分国女眼里早就被开除人籍了 只有黑皮白皮才是人上人,others,-4.4351144,-6.739946,5
2241,别埋汰失足女，跟过黑人的那叫人么，跟动物有啥区别,others,-2.066772,-6.808872,7
5645,哈哈哈哈，完全是调侃，男人味是指身上气味大，器大活好是女人认为的，我就顺口这么一说,others,-4.100718,-6.3643365,1
6295,为什么我觉得世界女权是在故意抹黑中国女性呢？中国女性中真正的口区女权比例不大吧？为什么要所有中国女性背锅,others,-5.296493,-5.5389714,5
1753,五角场附近的女大学生，基本985了吧？一群女人和黑人留学生玩转盘，比起海天盛宴还刺激，这可是985的女大学生啊，可以英语交流的，我知道你不信，可现实就是如此。🤣,others,-3.9333308,-6.4921227,5
2775,艾滋，滥交，犯罪，吸毒贩毒，粘上一样非死即伤。有交往就有潜在风险，大家都是正常人，趋利避害是本能。希望大家努力，打击默的生存空间，让社会光明一点。,others,0.43960384,-6.307469,0
1950,无艾不是真基,others,0.29212865,-5.3193307,8
7526,钓鱼的吧，除非让你全家女性照顾黑人,others,-2.6194313,-8.022819,7
4743,这肯定怕啊！就像我不排斥找欧美白人帅哥的女生，毕竟看到那些帅哥我一个男的都喜欢，但是女生们非要找又丑又穷，还要倒贴的垃圾，我就是在费解了！,others,-2.5396318,-8.5340185,3
2919,这些个女人最后找完黑皮男友爽过之后还不是要找国人结婚，祸害国内男生，谁娶到这种女生谁倒霉，找黑的女生都是不知廉耻的，道德败坏，对感情不忠的人，无一例外，以后也会给自己老公带多少顶绿帽子都不知道,others,-2.9634542,-7.315237,3
913,其实没啥的，就是炮友吗，艾滋病毒多点而已,others,0.44309843,-6.2325354,0
5955,选择器喽，那些找泥搁的女人的智商水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代😄可惜就是有人爱接盘😄,others,-3.8408866,-7.220756,5
5902,直接规定新法，嫁给外国人，自动失去中国国籍。,others,-4.552092,-7.684967,5
73,我嫌弃他们丑😅,others,-2.6816418,-4.6864,6
5095,放心吧正常男人不会喜欢黑女的,others,-1.8715725,-7.691474,7
4853,美国现在已经被白左占领了，还好中国不是这样,others,-3.2997105,-4.8413324,4
5359,关键是辨别不出来，要是媚黑在身上纹一个黑桃就方便了,others,-1.6164771,-7.053219,1
466,你去抖音弄个黑人身份，就会有女的私信你,others,-2.5397446,-7.160859,3
958,真实，也是情理之中，就像大家在网上呼吁不要歧视艾滋病人一样，生活中遇到真艾滋病人都会自动走开,others,0.5962481,-6.4951367,8
1778,我靠真能下得去手啊，我去主校区的时候也见过几个又黑又肥又丑看不清脸，可能是我的学校太好了女生都挺保守的，没听说也没看见哪个女生和黑人谈恋爱😅,others,-2.2729783,-7.8907275,3
5729,其他的都不说，为她去非洲生活点赞，別赖在中国，中国不需要黑族,others,-3.7236474,-7.572381,7
6155,有趣啊，和没道德的不用讲道德是吧，和我们讲什么道德？我学历不高，但知道平权本身是道德高地，被你学历歧视给拉到道德洼地对不对啊,others,-2.6063223,-3.643369,2
5040,人不能总是被动防守，应该想办法主动进攻……我觉得，咱们应该跟黑人妹子交往。有没有谁知道，哪里能遇到黑人妹子呀？,others,-2.5369961,-8.36452,7
6403,我们没有说胖，我们只是想说摄像头买小了，用13mm超广角镜头拍摄也没能拍全这位的月佥,others,-2.5206542,-4.7343607,6
1788,大家反通的原因是什么捏？①通讯录很多是孃泡，举止钕性化，造成反感②认为通讯录会染艾，就算现在不会以后也会得③通讯录反yxl④通讯录反自然⑤就是觉得通讯录ex如果有一位txl三观举止正常，不蓝交，不反异，不为txl发声，安静活着，8u们还会觉得这人ex吗？,others,-0.16951579,-4.3261037,0
3874,你猜出国的人什么嘴脸？,others,-4.063395,-5.807206,4
1752,自己女儿如果交往黑人，那就要反思是不是自己没教好了👍️,others,-2.5465906,-8.16386,7
3208,可惜真正嫁出去的绝大部分找到都是外国瘪三和老头子。任何民族的精英男性都不会考虑外国人，你见过中国的精英男找外国女的吗？是他们没能力找吗？,others,-4.714949,-6.9118915,5
5361,他家里人也不是好人知道儿子有艾就要他骗婚。道德败坏,others,-0.15340759,-5.932756,8
3967,老僵尸是谁呀？明显是染艾后瘦削的基佬吧，只有艾基肤色才瘦得像僵尸一样,others,-0.020965336,-5.2382565,1
4912,别说男人不喜欢了，我坚决不肯跟黑桃皇后们当闺蜜，熟人也不行，就怕哪天往我杯子里下白粉，逼我上他们的贼船。,others,-1.7902888,-7.9469585,7
6798,"那对等的，把中国人在非洲下的蛋，和他们的非洲妈一起带回国，那才是杠杠的。lee：在非洲的100万中国男人, 到底留下了多少私生子?!",others,-3.881655,-8.168084,3
2081,确实恶心，做室友很惨。睡觉得把蚊帐锁上。,others,-0.8252395,-4.1879196,1
5228,那不是废话吗棒女是靠嘴炮、靠动员力，靠政治运动，才有的如今的声势、地位，她们又不像棒男强制兵役接受军事训练。怎么可能在实战上打的过塔利班,others,-4.9460797,-5.720851,5
4984,艾就一个滋😅,others,1.14327,-5.640069,8
5762,怕艾滋病啊，再说了，我会因为她比尺寸而自卑吗😅,others,0.9476529,-6.2041726,8
6705,不小的群体，你攻击他们去啊，怎么就非得加上一个全部的形容词呢？,others,-3.049396,-3.6346166,6
5118,胡说八道，男性都是希望喜欢黑人的都去非洲。而不是变成烂裤子以后伪装找国人接手,others,-3.4206831,-8.089135,3
1505,立即开启印度模式省得她们作,others,-3.1354222,-6.851314,1
1784,有些女的就喜欢玩新鲜感，认为外国男比郭楠好，墨人有劲还带艾滋，没办法部分女人喜欢😅😅,others,-0.38875356,-6.5920734,5
3770,楼主你知道你挂这个人他的真实身份就是曾经被虫类爆过菊花有着一段和虫类及其它们后代不得不谈基情故事,others,-1.1729258,-5.1508927,1
476,在下也不太能接受。不过有一个问题，假如那姑娘被黑人给QJ了怎么算⁉俺觉得这种情况反而能接受了😅,others,-2.1082952,-8.350839,7
4992,吴施蒙一来到店里，所有人都对着她笑。,others,-3.256599,-7.0066924,6
7424,😅以前住的小区挺多黑人的，很怕跟他们一台电梯，浓到恶心的香水味还有隐隐约约的汗味，每次都是闭着呼吸等电梯到一楼…实在不知道别人怎么忍的！而且就像你说的，审美也完全get不到。超模圈里的黑人美女，倒是有身材火辣好看的，黑人男性真的不好看啊，明星都不好看。,others,-2.816784,-8.412104,3
2794,这方面只有中国人能给，其实各国大小都差不多，但是黄种人硬度最高。你可以去看一下奥运会跳水这类项目，看看黑皮白皮大不大。中国男人在非洲到处玩女人，还都玩质量最好的，而且美国跨种族通婚也是黄男白女离婚率最低，这样看来中国人最能带给女人享受啊,others,-3.902274,-8.052835,3
6412,我笑了。黑人骂中国人、说中国属于黑人就是言论自由；中国人反感黑人、骂黑人就是种族歧视。这是什么狗屁道理？歧视黑人正确吗？非常正确，我们大学的政治教授都让我们远离黑人、远离性病艾滋。这可以说说的非常正确。,others,-3.0949883,-5.3992944,4
