object_id,review_kind,text,hate,group,uncertainties,note,human_adjudicated_tasks,user_rationale,online_material_confirmed,hate_policy_version,hate_policy_sha256,group_policy_version,group_policy_sha256
demo:3612,ai_note,rush，增加kuai感的,non-hate,[],,只谈物品或物质的用途，不能由其使用联想补出性少数身份。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:3619,ai_note,其实仔细想想这些地域黑言论，主要都是河南山东和东北，这些还都是粮食大省，微博知乎上都有很多地域黑，就是不断的损毁这些省份的声誉，我是河南人，身边有很对东北同学，我觉的人很好啊，没什么可黑的，室友就是山东的也特别好，真的不知道那些黑子的经历是怎么来的，我遇见的这些省份的人都觉的很好，到黑子嘴里就是十恶不赦了,non-hate,"[""Region""]",,明确用个人经验反对地域居民污名；十恶不赦属于被批评的说法。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:3652,human_with_ai,姐姐你的圈子有点小啊，我就见过黑白在学校门口扭打（女的撕打，嘿人被打），女的带着哭腔质问“选我还是选她”？。。。平时不知道用啥语言沟通，这句倒是字正腔圆的京片子。,hate,"[""Racism"", ""Sexism""]",,用户确认 Racism、Sexism，并认为有一定讥讽。依叙事对种族化女性交往的贬评，AI 独立拟 hate；严重度 1 来自用户，未由分数公式推算 hate。,group,带有一定讥讽性质,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:3660,human_with_ai,主要是被嘿嘿玩过的，那不是一般的思想，那得多么的。。。,hate,"[""Racism"", ""Sexism""]",,用户确认 Racism、Sexism，并说明句内隐含女性身份；据被玩过及省略的负面思想评价，AI 独立拟 hate。该指代采纳限于本例，不宣称检索已证实嘿嘿的通用释义。,group,句内隐含女性身份,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:3680,ai_note,在姬圈有个别人还觉得“和男的睡过的女的都很脏”也挺无语的,non-hate,"[""Sexism""]",,反对针对女性性经历的污名；姬圈是所述言论来源背景，未对性少数身份整体作评价。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:3701,ai_note,我不喜欢黑人，第一点是，是审美上的问题。第二点是，他们刻在骨子里的懒惰，与不安分。第三点是，他们没有国家认同感，对他们再好，他们也觉得自己是落叶，只知道索取第四点是，他们没有民族荣誉感，他们不会为了民族而斗争。可以慢慢同化，但是要多少时间与代价？？,hate,"[""Racism""]",,明确向黑人群体归因天生懒惰等负面本质。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:3742,human_with_ai,网上喷黑喷同胞的成万上亿，现实中敢和黑人硬碰硬的寥寥无几，看来还是上网喷同胞安全又不犯法😆,hate,"[""Racism"", ""others""]",,用户确认 Racism、others 和轻微讥讽；不把同胞另加 Region。AI 依据对网上攻击者的定向讥讽拟 hate；未据硬碰硬推定认可暴力。,group,轻微讥讽意,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:3749,ai_note,微博发声的最大声是女拳，讲道理女拳如果不是说那些骇人听闻的反人类的言论，而是正能量的讲这么改变，谁喷你可能还成为主流思想呢，毕竟在中国女性在言论上还是受保护的。打嘴炮那些不算呀，如果硬要算那么低端我也没话说。是女性自己不争取正确价值观，让女拳这样妖魔橫行，而女拳要的条件是政府和人类不可能接受的，也就是说不会改变什么，占着位置不做事。,hate,"[""Sexism""]",,参照 #100、#1158 和第三批 #3212、#3372：本句女拳仍用于性别贬损，并泛化责备女性，不机械另加运动社群 others；未出现独立个人辱骂。妖魔横行是强烈污名，但仅靠比喻词不能自动确定严重度 3。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:3784,ai_note,还是不一样的。首先，在非洲的中国人几乎都算当地土豪，土豪享有优先交配权很正常，国内土豪也没少玩。其次，那帮渣男不会因为有个非洲对象就有优越感，更不会因此贬低国内女人。相反，有国外对象的女人明里暗里秀优越，贬国男，甚至当二鬼子的可太多了。,hate,"[""Region"", ""Sexism"", ""others""]",,参照 #2298：这里中外地域身份实际参与比较，取 Region；对有国外对象的女性和国内男女作性别化评价，取 Sexism；土豪作为富裕阶层被赋予优先地位，取 others。没有明确肤色、种族对象，不补加 Racism。二鬼子和男女双重标准支持 hate。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:3845,human_with_ai,短视频不少公的黑人跟中国女孩交往的人啊爆出来的新闻也很多啊,hate,"[""Racism""]",,用户明确取 Racism，去除 AI 先前加的 Sexism；严重度为 3，认为动物性别称谓用于人已支持侮辱。hate 草稿仍基于该种族侮辱取 hate，尚不将只给出的分数和 group 冒充明确的二分类回复。,group,动物性别称谓用于人，已支持侮辱,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
