query_id	layer0	pre	mid	post	increment_attention	increment_mlp	branch_attention	branch_mlp	scale_attention	scale_mlp	remainder_attention	remainder_mlp
J01	0	0.0	-0.024249106645584106	0.027553945779800415	-0.024249106645584106	0.05180305242538452	-0.02049490565187373	0.02717621270974152	-0.003752407669259661	0.02462667156945142	-1.7933244507162271e-06	1.681461916369642e-07
J01	1	0.027553945779800415	-0.049121856689453125	-0.16933339834213257	-0.07667580246925354	-0.12021154165267944	-0.08506773884759822	-0.12824819087702802	0.00838955601162314	0.008036791216105984	2.380366721538296e-06	-1.4199175740921277e-07
J01	2	-0.16933339834213257	0.04902791976928711	-0.002579212188720703	0.21836131811141968	-0.05160713195800781	0.20975577937684386	-0.04863246816695033	0.008605829450227994	-0.002974068834477747	-2.907156521816251e-07	-5.949565797386258e-07
J01	3	-0.002579212188720703	-0.05174589157104492	-0.0868525505065918	-0.04916667938232422	-0.035106658935546875	-0.048634969051294163	-0.04259597678295468	-0.0005330487067280038	0.0074889299442784385	1.3383756979484795e-06	3.8790312936742843e-07
J01	4	-0.0868525505065918	0.2048964500427246	0.12298727035522461	0.2917490005493164	-0.0819091796875	0.2939483523768518	-0.04606872760392078	-0.0021997885633082137	-0.03583786760710306	4.367357728241039e-07	-2.5844764761639993e-06
J01	5	0.12298727035522461	0.2024683952331543	0.04480266571044922	0.07948112487792969	-0.15766572952270508	0.08611347343754883	-0.11890288208101807	-0.006634692731365965	-0.03876229427664607	2.34417174682644e-06	-5.531650409396072e-07
J01	6	0.04480266571044922	-0.0033082962036132812	0.13330793380737305	-0.0481109619140625	0.13661623001098633	-0.039701407834610514	0.13395933042061178	-0.00840767130093057	0.0026558043483952964	-1.8827785214156623e-06	1.0952419792487067e-06
J01	7	0.13330793380737305	0.0716099739074707	0.016814708709716797	-0.061697959899902344	-0.054795265197753906	-0.05540722174167656	-0.05548920074068553	-0.006291216842745431	0.000693093344703106	4.786845196474987e-07	8.421982285169646e-07
J01	8	0.016814708709716797	-0.00040340423583984375	0.022104263305664062	-0.01721811294555664	0.022507667541503906	-0.02177163371712014	0.026971937614541197	0.004554797697571731	-0.004464042823615538	-1.2769260082314178e-06	-2.2724942175256224e-07
J01	9	0.022104263305664062	-0.0010974407196044922	0.03068709373474121	-0.023201704025268555	0.0317845344543457	-0.03928620649399539	0.0534063726583513	0.01608482848425942	-0.021622547301118566	-3.2601553258404525e-07	7.09097112971957e-07
