query_id	comparison	layer0	pre	mid	post	increment_attention	increment_mlp	branch_attention	branch_mlp	scale_attention	scale_mlp	remainder_attention	remainder_mlp
J01	D01-D00	0	0.0	-0.04027503728866577	-0.047579944133758545	-0.04027503728866577	-0.0073049068450927734	-0.04011879918536243	-0.02853390633405889	-0.0001576192487071637	0.021230104836146957	1.3811454038226145e-06	-1.1053471808963877e-06
J01	D01-D00	1	-0.047579944133758545	-0.0030475854873657227	-0.001566469669342041	0.04453235864639282	0.0014811158180236816	0.04293998191322057	6.761143913780465e-05	0.0015936188323666667	0.00141269225923581	-1.2420991944150916e-06	8.121196500669725e-07
J01	D01-D00	2	-0.001566469669342041	-0.3570319414138794	-0.39974188804626465	-0.35546547174453735	-0.042709946632385254	-0.355632851911037	-0.08518442510074886	0.00016857497818386497	0.04247289185666857	-1.1948116842228074e-06	1.586611695039708e-06
J01	D01-D00	3	-0.39974188804626465	-0.45337963104248047	-0.41961145401000977	-0.05363774299621582	0.0337681770324707	-0.0850702731111398	-0.015298611423270492	0.03143433383603111	0.049065668404831814	-1.803721107132214e-06	1.120050909381165e-06
J01	D01-D00	4	-0.41961145401000977	-0.6247506141662598	-0.48527002334594727	-0.20513916015625	0.1394805908203125	-0.24718518506091547	0.016468880515496886	0.042047145592440355	0.12300917136413536	-1.1206877748859423e-06	2.5389406802522885e-06
J01	D01-D00	5	-0.48527002334594727	-0.5059967041015625	-0.4934554100036621	-0.020726680755615234	0.01254129409790039	-0.052420391782044995	-0.08134721593434302	0.03169511934464975	0.09388963435881159	-1.4083182199864375e-06	-1.1243265681804004e-06
J01	D01-D00	6	-0.4934554100036621	-0.588773250579834	-0.6686725616455078	-0.09531784057617188	-0.07989931106567383	-0.107063479099056	-0.1649195079605884	0.011743297781099383	0.08502107292016725	2.340741784744721e-06	-8.760252526440748e-07
J01	D01-D00	7	-0.6686725616455078	-0.5181522369384766	-0.3546733856201172	0.15052032470703125	0.16347885131835938	0.11558728459746148	0.168319163855845	0.034934033549477085	-0.004840772256579208	-9.93439907316651e-07	4.5971909358242635e-07
J01	D01-D00	8	-0.3546733856201172	-0.4091925621032715	-0.22786331176757812	-0.0545191764831543	0.18132925033569336	-0.05107144435039801	0.1389599939218793	-0.003448619862414032	0.04237036434786026	8.877296577450115e-07	-1.1079340462016862e-06
J01	D01-D00	9	-0.22786331176757812	-0.343219518661499	-0.30246496200561523	-0.1153562068939209	0.04075455665588379	-0.1120649950363628	0.024405793126971942	-0.003293539194805871	0.01634927912358336	2.32733724777473e-06	-5.155946715129645e-07
J01	D01-D00	10	-0.30246496200561523	-0.5177195072174072	-0.4512808322906494	-0.215254545211792	0.06643867492675781	-0.2151568533546928	0.05207767452835799	-9.628196692659796e-05	0.014360312195154018	-1.4098901725823065e-06	6.882032458077614e-07
J01	D01-D00	11	-0.4512808322906494	-0.489925742149353	-0.14407014846801758	-0.03864490985870361	0.34585559368133545	-0.04598090837064717	0.35364527618804775	0.007336222443887973	-0.007787639994343287	-2.239319444196264e-07	-2.0425123690159808e-06
J01	D01-D00	12	-0.14407014846801758	-0.22112777829170227	-0.15954089164733887	-0.07705762982368469	0.0615868866443634	-0.061180371286982616	0.05942798113179659	-0.015878576625423184	0.0021576944025599896	1.3180887211083035e-06	1.2111100068214545e-06
J01	D01-D00	13	-0.15954089164733887	-0.3108476400375366	-0.07312703132629395	-0.15130674839019775	0.23772060871124268	-0.15466604510125748	0.23150287151048055	0.0033598100339772043	0.006217720040579459	-5.133229174815457e-07	1.716018267023875e-08
J01	D01-D00	14	-0.07312703132629395	-0.09701907634735107	-0.07467961311340332	-0.02389204502105713	0.022339463233947754	-0.05283108875350484	0.03342568267576773	0.028938571862021645	-0.011086122323439238	4.7187042606644525e-07	-9.711838074022427e-08
J01	D01-D00	15	-0.07467961311340332	0.040673017501831055	0.10139644145965576	0.11535263061523438	0.06072342395782471	0.11575311837265873	0.05529448103880352	-0.000400180577857015	0.005429104974469487	-3.0717956733541265e-07	-1.6205544830193153e-07
J01	D01-D00	16	0.10139644145965576	0.0022925138473510742	0.10948973894119263	-0.09910392761230469	0.10719722509384155	-0.09348615088187873	0.10771001579044359	-0.005617321605562798	-0.0005130099103529593	-4.551248631631116e-07	2.1921375092026282e-07
J01	D01-D00	17	0.10948973894119263	0.13669699430465698	-0.6498368978500366	0.027207255363464355	-0.7865338921546936	0.026149532678883647	-0.7786528138051831	0.0010572386475487389	-0.007881138314614303	4.840370319697529e-07	5.996510384076448e-08
J01	D01-D00	18	-0.6498368978500366	-0.5526325106620789	-0.2510719299316406	0.09720438718795776	0.30156058073043823	0.03936259541544107	0.308533817575841	0.05784252492022892	-0.0069718821652715035	-7.331477122271557e-07	-1.354680131238073e-06
J01	D01-D00	19	-0.2510719299316406	-0.33236026763916016	-0.5346381664276123	-0.08128833770751953	-0.20227789878845215	-0.1136198837899367	-0.19922333124184666	0.0323297075754993	-0.003055884514221008	1.8385069178727953e-06	1.3169676155166954e-06
J01	D01-D00	20	-0.5346381664276123	-0.6275656223297119	-0.01260685920715332	-0.09292745590209961	0.6149587631225586	-0.11183418118906618	0.553331453653904	0.01890843000906417	0.061626737481723426	-1.7047220975952015e-06	5.719869312081904e-07
J01	D01-D00	21	-0.01260685920715332	-0.6410694122314453	0.18124032020568848	-0.628462553024292	0.8223097324371338	-0.6304394759260501	0.7369816207773497	0.0019788438976788836	0.085325442649345	-1.9209959207788785e-06	2.669010439049213e-06
J01	D01-D00	22	0.18124032020568848	-0.2731131315231323	-0.5515005588531494	-0.4543534517288208	-0.2783874273300171	-0.43997080225511287	-0.2773729040915833	-0.014381826850156654	-0.0010168611729660382	-8.226235512776015e-07	2.3379345322760425e-06
J01	D01-D00	23	-0.5515005588531494	-1.3717661499977112	-4.745523929595947	-0.8202655911445618	-3.373757779598236	-0.9202464260085716	-3.581349011457701	0.0999832429087184	0.20759437277742393	-2.40804470852396e-06	-3.140917959110201e-06
J01	D01-D00	24	-4.745523929595947	-5.308126389980316	-5.139286756515503	-0.5626024603843689	0.16883963346481323	-0.8797234116992747	-0.3824366581392378	0.3171190889896457	0.5512762918096906	1.8623252601157603e-06	-2.056396164462626e-10
J01	D01-D00	25	-5.139286756515503	-5.039038717746735	-5.187818944454193	0.10024803876876831	-0.1487802267074585	-0.13420135335824535	-0.5935967281373513	0.2344511842667919	0.44481430708798325	-1.7921397782449944e-06	2.1943419095671324e-06
J01	D01-D00	26	-5.187818944454193	-10.059911251068115	-10.266634941101074	-4.872092306613922	-0.20672369003295898	-5.230126817430566	-1.3650747168896413	0.35803423108700455	1.1583483035489168	2.7972963995148703e-07	2.723307765406524e-06
J01	D01-D00	27	-10.266634941101074	-10.026705741882324	-9.141283988952637	0.23992919921875	0.8854217529296875	0.11280591825639286	-0.08188325646403263	0.12712663721733364	0.9673050808797964	-3.3562549764942773e-06	-7.148607628071346e-08
J01	D01-D00	28	-9.141283988952637	-10.091761589050293	-15.38229751586914	-0.9504776000976562	-5.290535926818848	-1.255719918193702	-6.569298703369524	0.3052419303477697	1.2787605612677866	3.877482760428208e-07	2.215282890544179e-06
J01	D01-D00	29	-15.38229751586914	-22.048701286315918	-16.584559440612793	-6.666403770446777	5.464141845703125	-8.04561771895132	3.3781755269944567	1.3792129146463812	2.0859706113761285	1.0338581608593245e-06	-4.292667460048527e-06
J01	D01-D00	30	-16.584559440612793	-17.745699882507324	-16.95187473297119	-1.1611404418945312	0.7938251495361328	-2.021419729053943	-1.48615269810831	0.8602724173237494	2.279989762170901	6.869835662198787e-06	-1.1914526458545183e-05
J01	D01-D00	31	-16.95187473297119	-16.414660453796387	-16.75438404083252	0.5372142791748047	-0.3397235870361328	-0.147101220373739	-2.017767758350775	0.6843106785357812	1.6780423098046149	4.8210127624563615e-06	1.8615100273178253e-06
J01	D01-D00	32	-16.75438404083252	-24.75705337524414	-27.308361053466797	-8.002669334411621	-2.5513076782226562	-9.026823325608142	-4.6645772346049155	1.0241549583510923	2.1132748909295174	-9.671545721998132e-07	-5.334547257929145e-06
J01	D01-D00	33	-27.308361053466797	-26.073516845703125	-21.733015060424805	1.2348442077636719	4.34050178527832	-0.6626678648904989	1.2244507132598543	1.897503326453486	3.1160581695290883	8.746200684861538e-06	-7.09751062194508e-06
J01	D01-D00	34	-21.733015060424805	-18.780272483825684	-15.731968879699707	2.952742576599121	3.0483036041259766	0.1124977486727129	-0.48766758341476124	2.8402406082147573	3.5359697315524277	4.219711651209934e-06	1.4559883102505111e-06
J01	D01-D00	35	-15.731968879699707	-14.885527610778809	-29.332412719726562	0.8464412689208984	-14.446885108947754	-0.4258036820656664	2.6368219856307507	1.272247860777814	-17.08371294072253	-2.9097912491171662e-06	5.8461440284318655e-06
J01	D02-D00	0	0.0	-0.06452414393424988	-0.02002599835395813	-0.06452414393424988	0.04449814558029175	-0.06061370483723616	-0.0013576936243173687	-0.0039100269179668246	0.045856776405598376	-4.121790468936126e-07	-9.372009892594235e-07
J01	D02-D00	1	-0.02002599835395813	-0.05216944217681885	-0.1708998680114746	-0.03214344382286072	-0.11873042583465576	-0.04212775693437765	-0.1281805794378902	0.009983174843989806	0.009449483475341794	1.1382675271232046e-06	6.701278926577597e-07
J01	D02-D00	2	-0.1708998680114746	-0.3080040216445923	-0.40232110023498535	-0.13710415363311768	-0.09431707859039307	-0.14587707253419313	-0.1338168932676992	0.00877440442841186	0.03949882302219082	-1.4855273364044325e-06	9.916551153010822e-07
J01	D02-D00	3	-0.40232110023498535	-0.5051255226135254	-0.5064640045166016	-0.10280442237854004	-0.0013384819030761719	-0.13370524216243396	-0.05789458820622517	0.030901285129303104	0.05655459834911025	-4.6534540918373446e-07	1.5079540387485935e-06
J01	D02-D00	4	-0.5064640045166016	-0.41985416412353516	-0.36228275299072266	0.0866098403930664	0.0575714111328125	0.04676316731593633	-0.029599847088423892	0.03984735702913214	0.0871713037570323	-6.839520020618384e-07	-4.5535795911710863e-08
J01	D02-D00	5	-0.36228275299072266	-0.3035283088684082	-0.4486527442932129	0.05875444412231445	-0.1451244354248047	0.03369308165550383	-0.2002500980153611	0.02506042661328378	0.05512734008216552	9.358535268400026e-07	-1.6774916091200076e-06
J01	D02-D00	6	-0.4486527442932129	-0.5920815467834473	-0.5353646278381348	-0.14342880249023438	0.0567169189453125	-0.14676488693366652	-0.030960177539976638	0.0033356264801688122	0.08767687726856255	4.579632633290587e-07	2.1921672660463187e-07
