job_id	query_id	condition	native_m	upstream_m	restored_m	upstream_delta_m	remaining_delta_m	removed_delta_m	removed_fraction	absolute_effect_reduced	absolute_effect_increased	upstream_prediction	restored_prediction
J01-D01-restore-L26-attention	J01	restore-L26-attention	-6.866451263427734	6.597324371337891	1.92608642578125	13.463775634765625	8.792537689208984	4.671237945556641	0.34694858799449657	True	False	无	无
J01-D01-restore-L28-mlp	J01	restore-L28-mlp	-6.866451263427734	6.597324371337891	3.615398406982422	13.463775634765625	10.481849670410156	2.9819259643554688	0.2214776928290203	True	False	无	无
J01-D01-restore-joint	J01	restore-joint	-6.866451263427734	6.597324371337891	-0.09335708618164062	13.463775634765625	6.773094177246094	6.690681457519531	0.49693946475482853	True	False	无	有
J01-D02-restore-L26-attention	J01	restore-L26-attention	21.959318161010742	15.741401672363281	16.292240142822266	-6.217916488647461	-5.667078018188477	-0.5508384704589844	0.08858891422306708	True	False	无	无
J01-D02-restore-L28-mlp	J01	restore-L28-mlp	21.959318161010742	15.741401672363281	16.837894439697266	-6.217916488647461	-5.121423721313477	-1.0964927673339844	0.17634408074407842	True	False	无	无
J01-D02-restore-joint	J01	restore-joint	21.959318161010742	15.741401672363281	17.2059326171875	-6.217916488647461	-4.753385543823242	-1.4645309448242188	0.23553403258119146	True	False	无	无
J02-D01-restore-L26-attention	J02	restore-L26-attention	-23.59368133544922	-23.566795349121094	-23.55264663696289	0.026885986328125	0.041034698486328125	-0.014148712158203125	-0.5262485811577753	False	True	有	有
J02-D01-restore-L28-mlp	J02	restore-L28-mlp	-23.59368133544922	-23.566795349121094	-23.569480895996094	0.026885986328125	0.024200439453125	0.002685546875	0.09988649262202043	True	False	有	有
J02-D01-restore-joint	J02	restore-joint	-23.59368133544922	-23.566795349121094	-23.567909240722656	0.026885986328125	0.0257720947265625	0.0011138916015625	0.041430192962542564	True	False	有	有
J02-D02-restore-L26-attention	J02	restore-L26-attention	-23.86591339111328	-23.94670867919922	-23.972543716430664	-0.0807952880859375	-0.10663032531738281	0.025835037231445312	-0.3197592067988669	False	True	有	有
J02-D02-restore-L28-mlp	J02	restore-L28-mlp	-23.86591339111328	-23.94670867919922	-23.87278175354004	-0.0807952880859375	-0.0068683624267578125	-0.07392692565917969	0.9149905571293673	True	False	有	有
J02-D02-restore-joint	J02	restore-joint	-23.86591339111328	-23.94670867919922	-23.883996963500977	-0.0807952880859375	-0.018083572387695312	-0.06271171569824219	0.7761803588290841	True	False	有	有
J03-D01-restore-L26-attention	J03	restore-L26-attention	0.6060066223144531	0.10279464721679688	0.6045265197753906	-0.5032119750976562	-0.0014801025390625	-0.5017318725585938	0.9970586897524144	True	False	无	无
J03-D01-restore-L28-mlp	J03	restore-L28-mlp	0.6060066223144531	0.10279464721679688	0.19728851318359375	-0.5032119750976562	-0.4087181091308594	-0.09449386596679688	0.18778143335809694	True	False	无	无
J03-D01-restore-joint	J03	restore-joint	0.6060066223144531	0.10279464721679688	0.5808601379394531	-0.5032119750976562	-0.025146484375	-0.47806549072265625	0.9500280485771032	True	False	无	无
J03-D02-restore-L26-attention	J03	restore-L26-attention	-17.44255828857422	-17.157718658447266	-17.35226821899414	0.2848396301269531	0.09029006958007812	0.194549560546875	0.6830143700866491	True	False	有	有
J03-D02-restore-L28-mlp	J03	restore-L28-mlp	-17.44255828857422	-17.157718658447266	-17.071887969970703	0.2848396301269531	0.3706703186035156	-0.0858306884765625	-0.3013298691558746	False	True	有	有
J03-D02-restore-joint	J03	restore-joint	-17.44255828857422	-17.157718658447266	-17.194652557373047	0.2848396301269531	0.24790573120117188	0.03693389892578125	0.12966559080743012	True	False	有	有
J04-D01-restore-L26-attention	J04	restore-L26-attention	-19.068363189697266	-18.860767364501953	-18.969364166259766	0.2075958251953125	0.0989990234375	0.1085968017578125	0.5231165012862918	True	False	有	有
J04-D01-restore-L28-mlp	J04	restore-L28-mlp	-19.068363189697266	-18.860767364501953	-18.88818359375	0.2075958251953125	0.18017959594726562	0.027416229248046875	0.1320654171260566	True	False	有	有
J04-D01-restore-joint	J04	restore-joint	-19.068363189697266	-18.860767364501953	-18.971027374267578	0.2075958251953125	0.0973358154296875	0.110260009765625	0.5311282616685042	True	False	有	有
J04-D02-restore-L26-attention	J04	restore-L26-attention	-16.649524688720703	-16.909927368164062	-16.778141021728516	-0.2604026794433594	-0.1286163330078125	-0.13178634643554688	0.5060867527064442	True	False	有	有
J04-D02-restore-L28-mlp	J04	restore-L28-mlp	-16.649524688720703	-16.909927368164062	-16.862567901611328	-0.2604026794433594	-0.213043212890625	-0.047359466552734375	0.18187011997714722	True	False	有	有
J04-D02-restore-joint	J04	restore-joint	-16.649524688720703	-16.909927368164062	-16.75959014892578	-0.2604026794433594	-0.11006546020507812	-0.15033721923828125	0.5773259305919751	True	False	有	有
G01-D01-restore-L26-attention	G01	restore-L26-attention	19.29629898071289	17.433124542236328	17.595989227294922	-1.8631744384765625	-1.7003097534179688	-0.16286468505859375	0.08741247287170878	True	False	无	无
G01-D01-restore-L28-mlp	G01	restore-L28-mlp	19.29629898071289	17.433124542236328	17.823501586914062	-1.8631744384765625	-1.4727973937988281	-0.3903770446777344	0.20952254207444412	True	False	无	无
G01-D01-restore-joint	G01	restore-joint	19.29629898071289	17.433124542236328	17.957122802734375	-1.8631744384765625	-1.3391761779785156	-0.5239982604980469	0.2812395069816961	True	False	无	无
G01-D02-restore-L26-attention	G01	restore-L26-attention	16.426597595214844	18.037044525146484	17.881587982177734	1.6104469299316406	1.4549903869628906	0.15545654296875	0.09653006260525998	True	False	无	无
G01-D02-restore-L28-mlp	G01	restore-L28-mlp	16.426597595214844	18.037044525146484	17.721511840820312	1.6104469299316406	1.2949142456054688	0.3155326843261719	0.19592864468968588	True	False	无	无
G01-D02-restore-joint	G01	restore-joint	16.426597595214844	18.037044525146484	17.576499938964844	1.6104469299316406	1.14990234375	0.4605445861816406	0.2859731529316459	True	False	无	无
G02-D01-restore-L26-attention	G02	restore-L26-attention	-23.301708221435547	-23.21869659423828	-23.281444549560547	0.08301162719726562	0.020263671875	0.06274795532226562	0.7558935710675061	True	False	有	有
G02-D01-restore-L28-mlp	G02	restore-L28-mlp	-23.301708221435547	-23.21869659423828	-23.188339233398438	0.08301162719726562	0.11336898803710938	-0.03035736083984375	-0.3657001056936722	False	True	有	有
G02-D01-restore-joint	G02	restore-joint	-23.301708221435547	-23.21869659423828	-23.239662170410156	0.08301162719726562	0.062046051025390625	0.020965576171875	0.252561922705758	True	False	有	有
G02-D02-restore-L26-attention	G02	restore-L26-attention	-22.717529296875	-22.750732421875	-22.69005584716797	-0.033203125	0.02747344970703125	-0.06067657470703125	1.8274356617647058	True	False	有	有
G02-D02-restore-L28-mlp	G02	restore-L28-mlp	-22.717529296875	-22.750732421875	-22.777942657470703	-0.033203125	-0.060413360595703125	0.027210235595703125	-0.8195082720588235	False	True	有	有
G02-D02-restore-joint	G02	restore-joint	-22.717529296875	-22.750732421875	-22.732975006103516	-0.033203125	-0.015445709228515625	-0.017757415771484375	0.5348115808823529	True	False	有	有
G03-D01-restore-L26-attention	G03	restore-L26-attention	-24.36880111694336	-24.3740177154541	-24.387235641479492	-0.0052165985107421875	-0.018434524536132812	0.013217926025390625	-2.5338208409506398	False	True	有	有
G03-D01-restore-L28-mlp	G03	restore-L28-mlp	-24.36880111694336	-24.3740177154541	-24.383750915527344	-0.0052165985107421875	-0.014949798583984375	0.009733200073242188	-1.8658135283363804	False	True	有	有
G03-D01-restore-joint	G03	restore-joint	-24.36880111694336	-24.3740177154541	-24.394502639770508	-0.0052165985107421875	-0.025701522827148438	0.02048492431640625	-3.926873857404022	False	True	有	有
G03-D02-restore-L26-attention	G03	restore-L26-attention	-24.55658531188965	-24.566143035888672	-24.555965423583984	-0.009557723999023438	0.0006198883056640625	-0.0101776123046875	1.0648573139093993	True	False	有	有
G03-D02-restore-L28-mlp	G03	restore-L28-mlp	-24.55658531188965	-24.566143035888672	-24.55431365966797	-0.009557723999023438	0.0022716522216796875	-0.011829376220703125	1.2376771103572142	True	False	有	有
G03-D02-restore-joint	G03	restore-joint	-24.55658531188965	-24.566143035888672	-24.546205520629883	-0.009557723999023438	0.010379791259765625	-0.019937515258789062	2.086010776292157	False	True	有	有
G04-D01-restore-L26-attention	G04	restore-L26-attention	-24.7913818359375	-24.795730590820312	-24.795642852783203	-0.0043487548828125	-0.004261016845703125	-8.7738037109375e-05	0.02017543859649123	False	False	有	有
G04-D01-restore-L28-mlp	G04	restore-L28-mlp	-24.7913818359375	-24.795730590820312	-24.795246124267578	-0.0043487548828125	-0.003864288330078125	-0.000484466552734375	0.11140350877192982	False	False	有	有
G04-D01-restore-joint	G04	restore-joint	-24.7913818359375	-24.795730590820312	-24.794635772705078	-0.0043487548828125	-0.003253936767578125	-0.001094818115234375	0.2517543859649123	True	False	有	有
G04-D02-restore-L26-attention	G04	restore-L26-attention	-26.2181396484375	-26.222455978393555	-26.22283935546875	-0.0043163299560546875	-0.00469970703125	0.0003833770751953125	-0.08882015024304021	False	False	有	有
G04-D02-restore-L28-mlp	G04	restore-L28-mlp	-26.2181396484375	-26.222455978393555	-26.22229766845703	-0.0043163299560546875	-0.00415802001953125	-0.0001583099365234375	0.03667697746354397	False	False	有	有
G04-D02-restore-joint	G04	restore-joint	-26.2181396484375	-26.222455978393555	-26.223554611206055	-0.0043163299560546875	-0.0054149627685546875	0.0010986328125	-0.2545293857711003	False	True	有	有
B01-D01-restore-L26-attention	B01	restore-L26-attention	-20.19007110595703	-19.078372955322266	-19.131187438964844	1.1116981506347656	1.0588836669921875	0.052814483642578125	0.04750793514626405	True	False	有	有
B01-D01-restore-L28-mlp	B01	restore-L28-mlp	-20.19007110595703	-19.078372955322266	-19.27220916748047	1.1116981506347656	0.9178619384765625	0.19383621215820312	0.1743604701038003	True	False	有	有
B01-D01-restore-joint	B01	restore-joint	-20.19007110595703	-19.078372955322266	-19.304004669189453	1.1116981506347656	0.8860664367675781	0.2256317138671875	0.20296131080037746	True	False	有	有
B01-D02-restore-L26-attention	B01	restore-L26-attention	-20.100692749023438	-20.608478546142578	-20.5838623046875	-0.5077857971191406	-0.4831695556640625	-0.024616241455078125	0.048477609249284445	True	False	有	有
B01-D02-restore-L28-mlp	B01	restore-L28-mlp	-20.100692749023438	-20.608478546142578	-20.57022476196289	-0.5077857971191406	-0.4695320129394531	-0.0382537841796875	0.07533449024513007	True	False	有	有
B01-D02-restore-joint	B01	restore-joint	-20.100692749023438	-20.608478546142578	-20.549503326416016	-0.5077857971191406	-0.4488105773925781	-0.0589752197265625	0.1161419245302863	True	False	有	有
B02-D01-restore-L26-attention	B02	restore-L26-attention	-21.071758270263672	-19.792499542236328	-19.959392547607422	1.2792587280273438	1.11236572265625	0.16689300537109375	0.13046071268823617	True	False	有	有
B02-D01-restore-L28-mlp	B02	restore-L28-mlp	-21.071758270263672	-19.792499542236328	-19.975006103515625	1.2792587280273438	1.0967521667480469	0.18250656127929688	0.14266587147756077	True	False	有	有
B02-D01-restore-joint	B02	restore-joint	-21.071758270263672	-19.792499542236328	-20.065616607666016	1.2792587280273438	1.0061416625976562	0.2731170654296875	0.21349634710004473	True	False	有	有
B02-D02-restore-L26-attention	B02	restore-L26-attention	-19.942249298095703	-20.508766174316406	-20.278038024902344	-0.5665168762207031	-0.3357887268066406	-0.2307281494140625	0.4072749799675441	True	False	有	有
B02-D02-restore-L28-mlp	B02	restore-L28-mlp	-19.942249298095703	-20.508766174316406	-20.518260955810547	-0.5665168762207031	-0.5760116577148438	0.009494781494140625	-0.016759927007790772	False	True	有	有
B02-D02-restore-joint	B02	restore-joint	-19.942249298095703	-20.508766174316406	-20.35356903076172	-0.5665168762207031	-0.4113197326660156	-0.1551971435546875	0.27394972695257525	True	False	有	有
B03-D01-restore-L26-attention	B03	restore-L26-attention	-11.045585632324219	-13.996807098388672	-12.304649353027344	-2.951221466064453	-1.259063720703125	-1.6921577453613281	0.5733753853511624	True	False	有	有
B03-D01-restore-L28-mlp	B03	restore-L28-mlp	-11.045585632324219	-13.996807098388672	-13.175750732421875	-2.951221466064453	-2.1301651000976562	-0.8210563659667969	0.27820899766688856	True	False	有	有
B03-D01-restore-joint	B03	restore-joint	-11.045585632324219	-13.996807098388672	-12.01651382446289	-2.951221466064453	-0.9709281921386719	-1.9802932739257812	0.671008020474507	True	False	有	有
B03-D02-restore-L26-attention	B03	restore-L26-attention	-14.470748901367188	-13.434043884277344	-14.137985229492188	1.0367050170898438	0.332763671875	0.7039413452148438	0.6790179787022659	True	False	有	有
