contrast	layer0	gap_pre	gap_mid	gap_post	attention_increment_gap	mlp_increment_gap	total_increment_gap
Q01-D02-minus-D01	0	0.0	-0.0023845136165618896	0.013338863849639893	-0.0023845136165618896	0.015723377466201782	0.013338863849639893
Q01-D02-minus-D01	1	0.013338863849639893	0.05168271064758301	0.046652913093566895	0.038343846797943115	-0.005029797554016113	0.033314049243927
Q01-D02-minus-D01	2	0.046652913093566895	0.06723332405090332	0.08137202262878418	0.020580410957336426	0.01413869857788086	0.034719109535217285
Q01-D02-minus-D01	3	0.08137202262878418	0.0977010726928711	0.09412765502929688	0.016329050064086914	-0.0035734176635742188	0.012755632400512695
Q01-D02-minus-D01	4	0.09412765502929688	0.07589149475097656	0.07721614837646484	-0.018236160278320312	0.0013246536254882812	-0.01691150665283203
Q01-D02-minus-D01	5	0.07721614837646484	0.08390522003173828	0.018634796142578125	0.0066890716552734375	-0.06527042388916016	-0.05858135223388672
Q01-D02-minus-D01	6	0.018634796142578125	0.02646493911743164	0.01961803436279297	0.007830142974853516	-0.006846904754638672	0.0009832382202148438
Q01-D02-minus-D01	7	0.01961803436279297	0.044404029846191406	0.05927467346191406	0.024785995483398438	0.014870643615722656	0.039656639099121094
Q01-D02-minus-D01	8	0.05927467346191406	0.06990337371826172	0.07961916923522949	0.010628700256347656	0.009715795516967773	0.02034449577331543
Q01-D02-minus-D01	9	0.07961916923522949	0.10211038589477539	0.04497051239013672	0.0224912166595459	-0.05713987350463867	-0.03464865684509277
Q01-D02-minus-D01	10	0.04497051239013672	0.046957969665527344	0.002735137939453125	0.001987457275390625	-0.04422283172607422	-0.042235374450683594
Q01-D02-minus-D01	11	0.002735137939453125	-0.029088258743286133	-0.013184666633605957	-0.03182339668273926	0.015903592109680176	-0.015919804573059082
Q01-D02-minus-D01	12	-0.013184666633605957	-0.022622257471084595	-0.018986552953720093	-0.009437590837478638	0.003635704517364502	-0.005801886320114136
Q01-D02-minus-D01	13	-0.018986552953720093	-0.037375450134277344	-0.11001253128051758	-0.01838889718055725	-0.07263708114624023	-0.09102597832679749
Q01-D02-minus-D01	14	-0.11001253128051758	-0.054254889488220215	-0.06178271770477295	0.05575764179229736	-0.007527828216552734	0.04822981357574463
Q01-D02-minus-D01	15	-0.06178271770477295	-0.03726327419281006	-0.01989436149597168	0.02451944351196289	0.01736891269683838	0.04188835620880127
Q01-D02-minus-D01	16	-0.01989436149597168	-0.02883809804916382	-0.014500141143798828	-0.008943736553192139	0.01433795690536499	0.0053942203521728516
Q01-D02-minus-D01	17	-0.014500141143798828	-0.015735983848571777	0.0312504768371582	-0.0012358427047729492	0.04698646068572998	0.04575061798095703
Q01-D02-minus-D01	18	0.0312504768371582	-0.008983850479125977	0.028328537940979004	-0.04023432731628418	0.03731238842010498	-0.0029219388961791992
Q01-D02-minus-D01	19	0.028328537940979004	0.20517706871032715	0.40491151809692383	0.17684853076934814	0.19973444938659668	0.3765829801559448
Q01-D02-minus-D01	20	0.40491151809692383	0.2793245315551758	0.15947580337524414	-0.12558698654174805	-0.11984872817993164	-0.2454357147216797
Q01-D02-minus-D01	21	0.15947580337524414	1.0719499588012695	-0.42070841789245605	0.9124741554260254	-1.4926583766937256	-0.5801842212677002
Q01-D02-minus-D01	22	-0.42070841789245605	0.03863382339477539	0.37236547470092773	0.45934224128723145	0.33373165130615234	0.7930738925933838
Q01-D02-minus-D01	23	0.37236547470092773	1.5014522671699524	5.003144264221191	1.1290867924690247	3.501691997051239	4.630778789520264
Q01-D02-minus-D01	24	5.003144264221191	5.776527404785156	5.593125104904175	0.7733831405639648	-0.18340229988098145	0.5899808406829834
Q01-D02-minus-D01	25	5.593125104904175	5.211560606956482	5.498233079910278	-0.38156449794769287	0.2866724729537964	-0.09489202499389648
Q01-D02-minus-D01	26	5.498233079910278	14.44969654083252	15.48897647857666	8.951463460922241	1.0392799377441406	9.990743398666382
Q01-D02-minus-D01	27	15.48897647857666	15.274019241333008	14.71439242362976	-0.21495723724365234	-0.5596268177032471	-0.7745840549468994
Q01-D02-minus-D01	28	14.71439242362976	14.633194923400879	22.347996711730957	-0.08119750022888184	7.714801788330078	7.633604288101196
Q01-D02-minus-D01	29	22.347996711730957	29.702372550964355	22.472569465637207	7.354375839233398	-7.229803085327148	0.12457275390625
Q01-D02-minus-D01	30	22.472569465637207	25.327800750732422	24.100783348083496	2.855231285095215	-1.2270174026489258	1.628213882446289
Q01-D02-minus-D01	31	24.100783348083496	23.76563549041748	25.38415241241455	-0.3351478576660156	1.6185169219970703	1.2833690643310547
Q01-D02-minus-D01	32	25.38415241241455	35.33453941345215	41.12338352203369	9.950387001037598	5.788844108581543	15.73923110961914
Q01-D02-minus-D01	33	41.12338352203369	39.12986087799072	34.01295852661133	-1.9935226440429688	-5.1169023513793945	-7.110424995422363
Q01-D02-minus-D01	34	34.01295852661133	29.56763458251953	23.687438011169434	-4.445323944091797	-5.880196571350098	-10.325520515441895
Q01-D02-minus-D01	35	23.687438011169434	22.89290428161621	45.21536827087402	-0.7945337295532227	22.322463989257812	21.52793025970459
Q01-D03-minus-D01	0	0.0	0.040565162897109985	0.11039173603057861	0.040565162897109985	0.06982657313346863	0.11039173603057861
Q01-D03-minus-D01	1	0.11039173603057861	0.1116640567779541	0.05888676643371582	0.0012723207473754883	-0.05277729034423828	-0.05150496959686279
Q01-D03-minus-D01	2	0.05888676643371582	0.04826998710632324	0.02892017364501953	-0.010616779327392578	-0.01934981346130371	-0.02996659278869629
Q01-D03-minus-D01	3	0.02892017364501953	-0.022837162017822266	0.0988168716430664	-0.0517573356628418	0.12165403366088867	0.06989669799804688
Q01-D03-minus-D01	4	0.0988168716430664	-0.0343480110168457	0.05152559280395508	-0.1331648826599121	0.08587360382080078	-0.04729127883911133
Q01-D03-minus-D01	5	0.05152559280395508	-0.04973745346069336	0.029425621032714844	-0.10126304626464844	0.0791630744934082	-0.022099971771240234
Q01-D03-minus-D01	6	0.029425621032714844	0.057054996490478516	0.09892463684082031	0.027629375457763672	0.0418696403503418	0.06949901580810547
Q01-D03-minus-D01	7	0.09892463684082031	0.10838460922241211	0.11022567749023438	0.009459972381591797	0.0018410682678222656	0.011301040649414062
Q01-D03-minus-D01	8	0.11022567749023438	-0.02628040313720703	-0.15726304054260254	-0.1365060806274414	-0.1309826374053955	-0.2674887180328369
Q01-D03-minus-D01	9	-0.15726304054260254	-0.19679808616638184	0.11800718307495117	-0.0395350456237793	0.314805269241333	0.2752702236175537
Q01-D03-minus-D01	10	0.11800718307495117	-0.074462890625	-0.0328369140625	-0.19247007369995117	0.0416259765625	-0.15084409713745117
Q01-D03-minus-D01	11	-0.0328369140625	0.041275739669799805	0.022829413414001465	0.0741126537322998	-0.01844632625579834	0.055666327476501465
Q01-D03-minus-D01	12	0.022829413414001465	-0.04484394192695618	-0.05670523643493652	-0.06767335534095764	-0.011861294507980347	-0.07953464984893799
