query_id,condition,real_mean_margin,background_margin,ncc_margin,probe_margins,probe_ncc_margins,leave_one_out_ncc_margins,prediction,exact_tie,numerically_unresolved,original_reference,reviewed_reference,original_correct,reviewed_correct,numeric_bound,normalized_original_non_hate_probability,background_non_hate_probability,calibrated_non_hate_probability
3169,L,-0.5696144104003906,2.6761737533606387,-3.2457881637610293,"{""empty"":3.1969378153483072,""lorem"":4.398794047037761,""mask"":2.7087417602539063,""na"":1.7187047322591145,""space"":2.823857625325521}","{""empty"":-3.766552225748698,""lorem"":-4.9684084574381515,""mask"":-3.278356170654297,""na"":-2.288319142659505,""space"":-3.3934720357259116}","{""empty"":-3.146023086417723,""lorem"":-3.0470283303935393,""mask"":-3.2377886846283,""na"":-3.6848539347895364,""space"":-3.2116692738698025}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.36132580239865963,0.9356059859468218,0.03747852902464833
3169,P0-A,-0.719079844156901,2.6311712927567905,-3.3502511369136916,"{""empty"":3.216857655843099,""lorem"":4.336162312825521,""mask"":2.7481595357259114,""na"":1.6723642985026042,""space"":2.649149831136068}","{""empty"":-3.9359375,""lorem"":-5.0552421569824215,""mask"":-3.4672393798828125,""na"":-2.391444142659505,""space"":-3.368229675292969}","{""empty"":-3.241304947977543,""lorem"":-3.1516924407721327,""mask"":-3.3227728512265835,""na"":-3.7876734327541777,""space"":-3.3457999132259846}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.32759563969493216,0.9328409665908227,0.0338869413215571
3169,P0-C1,-0.0065559387207031194,2.8615113906080296,-2.8680673293287327,"{""empty"":3.4545193990071614,""lorem"":4.388243103027344,""mask"":2.915589396158854,""na"":1.9221389770507813,""space"":2.975812784830729}","{""empty"":-3.4610753377278645,""lorem"":-4.394799041748048,""mask"":-2.922145334879557,""na"":-1.9286949157714843,""space"":-2.9823687235514322}","{""empty"":-2.758923854373701,""lorem"":-2.6802408548559575,""mask"":-2.8549463305010394,""na"":-3.302638013759361,""space"":-2.841229334468051}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.4983610211901412,0.9459106799377324,0.05375487311415896
3169,P0-C2,0.06487528483072916,2.86001782775942,-2.795142542928691,"{""empty"":3.4480941772460936,""lorem"":4.396220906575521,""mask"":2.929346720377604,""na"":1.91902592976888,""space"":2.962749226888021}","{""empty"":-3.3832188924153646,""lorem"":-4.331345621744791,""mask"":-2.864471435546875,""na"":-1.8541506449381508,""space"":-2.897873942057292}","{""empty"":-2.686645889533953,""lorem"":-2.606829466831789,""mask"":-2.7784611109098862,""na"":-3.2309502162260304,""space"":-2.770869446425219}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.5162131351161195,0.9458342128752024,0.05758722884145604
3169,P0-D1,-0.6281394958496094,2.660162101715064,-3.2883015975646734,"{""empty"":3.250267537434896,""lorem"":4.34992192586263,""mask"":2.7646298726399743,""na"":1.7009414672851562,""space"":2.6968668619791667}","{""empty"":-3.8784070332845055,""lorem"":-4.97806142171224,""mask"":-3.3927693684895837,""na"":-2.3290809631347655,""space"":-3.325006357828776}","{""empty"":-3.1788693543980235,""lorem"":-3.0907540154951976,""mask"":-3.2636073446007394,""na"":-3.7278014575882477,""space"":-3.2793057458589807}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.34793252107271705,0.9346345705182431,0.03597470096760362
3169,P0-D2,-0.6600110371907553,2.669632702415491,-3.3296437396062464,"{""empty"":3.2678934733072915,""lorem"":4.36748046875,""mask"":2.7609677632649743,""na"":1.7161570231119792,""space"":2.701319376627604}","{""empty"":-3.927904510498047,""lorem"":-5.0274915059407554,""mask"":-3.4209788004557296,""na"":-2.376168060302734,""space"":-3.3613304138183593}","{""empty"":-3.2191603844775516,""lorem"":-3.1318591501991166,""mask"":-3.30790436114025,""na"":-3.7651732857148748,""space"":-3.321856911708358}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.34073713220117013,0.9352107798104978,0.034568117851234335
3169,P1-A,-0.5787470499674479,2.763209294226035,-3.3419563441934828,"{""empty"":3.363511912027995,""lorem"":4.55764872233073,""mask"":2.9033154805501304,""na"":1.7652631123860676,""space"":2.8483019510904946}","{""empty"":-3.9422589619954427,""lorem"":-5.136395772298178,""mask"":-3.4820625305175783,""na"":-2.3440101623535154,""space"":-3.4270490010579424}","{""empty"":-3.2315358590101706,""lorem"":-3.141314220836894,""mask"":-3.3094856811202336,""na"":-3.819844739297906,""space"":-3.321646631227118}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.3592209483803128,0.9406550404504699,0.03415955380124229
3169,P1-C1,0.21218846638997393,2.7785539838537856,-2.5663655174638116,"{""empty"":3.3885617574055993,""lorem"":4.2920682271321615,""mask"":2.8617523193359373,""na"":1.8092971801757813,""space"":2.9128153483072916}","{""empty"":-3.1763732910156253,""lorem"":-4.0798797607421875,""mask"":-2.6495638529459633,""na"":-1.5971087137858073,""space"":-2.7006268819173176}","{""empty"":-2.4547285662486416,""lorem"":-2.378429863342068,""mask"":-2.5464893410632365,""na"":-3.020967229320301,""space"":-2.5351567766451697}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.5528489761167864,0.9415058594462828,0.07133469943784226
3169,P1-C2,0.1643933614095052,2.683921899988019,-2.519528538578514,"{""empty"":3.2551981608072915,""lorem"":4.220648193359375,""mask"":2.7566487630208334,""na"":1.723700459798177,""space"":2.8075136820475257}","{""empty"":-3.0908047993977865,""lorem"":-4.05625483194987,""mask"":-2.5922554016113284,""na"":-1.5593070983886719,""space"":-2.6431203206380207}","{""empty"":-2.41272198290974,""lorem"":-2.329436580661103,""mask"":-2.5020470752708,""na"":-2.9612402061473784,""space"":-2.4906132198804802}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.5410060323139835,0.9360712192750527,0.07450044597162506
3169,P1-D1,-0.5375874837239584,2.77622795194785,-3.3138154356718084,"{""empty"":3.3674461364746096,""lorem"":4.547474924723308,""mask"":2.9025360107421876,""na"":1.7854087829589844,""space"":2.8704142252604163}","{""empty"":-3.905033620198568,""lorem"":-5.085062408447266,""mask"":-3.440123494466146,""na"":-2.3229962666829427,""space"":-3.408001708984375}","{""empty"":-3.2046381898965968,""lorem"":-3.114224387307552,""mask"":-3.284330068010331,""na"":-3.786420881650397,""space"":-3.2914467974997357}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.36874897328621214,0.941377627246088,0.03510026765573596
