category,module,layer,role,metric,view,direction,groups,target_resolved,effect_resolved,aligned,eligible,target_min,target_max,target_abs_min,target_abs_max,effect_min,effect_max,effect_abs_min,effect_abs_max,residual_min,residual_max,residual_abs_min,residual_abs_max,closeness_gain_min,closeness_gain_max,effect_over_target_min,effect_over_target_max
block_benchmark,block,34,pre_answer,C,ab_forward/answer_mean,K,4,4,4,4,4,10.888184070587158,11.41584587097168,10.888184070587158,11.41584587097168,10.897711277008057,11.422310829162598,10.897711277008057,11.422310829162598,-0.010583877563476562,-0.006464958190917969,0.006464958190917969,0.010583877563476562,0.9990582985972399,0.9994336855749466,1.0005663144250534,1.00094170140276
block_benchmark,block,34,pre_answer,C,ab_forward/answer_mean,R,4,4,4,4,4,10.888184070587158,11.41584587097168,10.888184070587158,11.41584587097168,10.858530044555664,11.388723373413086,10.858530044555664,11.388723373413086,0.025465011596679688,0.03166961669921875,0.025465011596679688,0.03166961669921875,0.9971821931714854,0.9977013761140335,0.9971821931714854,0.9977013761140335
block_benchmark,block,34,pre_answer,C,ab_forward/answer_sum,K,4,4,4,4,4,21.776368141174316,22.83169174194336,21.776368141174316,22.83169174194336,21.795422554016113,22.844621658325195,21.795422554016113,22.844621658325195,-0.021167755126953125,-0.012929916381835938,0.012929916381835938,0.021167755126953125,0.9990582985972399,0.9994336855749466,1.0005663144250534,1.00094170140276
block_benchmark,block,34,pre_answer,C,ab_forward/answer_sum,R,4,4,4,4,4,21.776368141174316,22.83169174194336,21.776368141174316,22.83169174194336,21.717060089111328,22.777446746826172,21.717060089111328,22.777446746826172,0.050930023193359375,0.0633392333984375,0.050930023193359375,0.0633392333984375,0.9971821931714854,0.9977013761140335,0.9971821931714854,0.9977013761140335
block_benchmark,block,34,pre_answer,C,ab_forward/mean_with_eos,K,4,4,4,4,4,7.258790016174316,7.610565185546875,7.258790016174316,7.610565185546875,7.265140851338705,7.614873886108398,7.265140851338705,7.614873886108398,-0.0070552825927736595,-0.0043087005615234375,0.0043087005615234375,0.0070552825927736595,0.9990583835303922,0.9994338527485835,1.0005661472514165,1.0009416164696077
block_benchmark,block,34,pre_answer,C,ab_forward/mean_with_eos,R,4,4,4,4,4,7.258790016174316,7.610565185546875,7.258790016174316,7.610565185546875,7.2390200297037754,7.592482248942057,7.2390200297037754,7.592482248942057,0.01697731018066362,0.02111371358235692,0.01697731018066362,0.02111371358235692,0.9971821085573395,0.9977012902275825,0.9971821085573395,0.9977012902275825
block_benchmark,block,34,pre_answer,C,ab_forward/total_with_eos,K,4,4,4,4,4,21.77637004852295,22.831695556640625,21.77637004852295,22.831695556640625,21.795422554016113,22.844621658325195,21.795422554016113,22.844621658325195,-0.021165847778320312,-0.012926101684570312,0.012926101684570312,0.021165847778320312,0.9990583835303922,0.9994338527485835,1.0005661472514165,1.0009416164696077
block_benchmark,block,34,pre_answer,C,ab_forward/total_with_eos,R,4,4,4,4,4,21.77637004852295,22.831695556640625,21.77637004852295,22.831695556640625,21.717060089111328,22.777446746826172,21.717060089111328,22.777446746826172,0.05093193054199219,0.06334114074707031,0.05093193054199219,0.06334114074707031,0.9971821085573396,0.9977012902275825,0.9971821085573396,0.9977012902275825
block_benchmark,block,34,pre_answer,C,ab_reverse/answer_mean,K,4,4,4,4,4,6.170439720153809,7.030323028564453,6.170439720153809,7.030323028564453,6.151006698608398,7.023728370666504,6.151006698608398,7.023728370666504,0.006594657897949219,0.019433021545410156,0.006594657897949219,0.019433021545410156,0.9968506261422605,0.9990619694328191,0.9968506261422605,0.9990619694328191
block_benchmark,block,34,pre_answer,C,ab_reverse/answer_mean,R,4,4,4,4,4,6.170439720153809,7.030323028564453,6.170439720153809,7.030323028564453,6.130389213562012,7.007404327392578,6.130389213562012,7.007404327392578,0.022918701171875,0.040050506591796875,0.022918701171875,0.040050506591796875,0.9935092945708578,0.9967400216065812,0.9935092945708578,0.9967400216065812
