schema_version,stratum,n,task,effect,mean,median,q25,q75,positive_fraction,negative_fraction,zero_fraction,missing_reason
general-model-nolabel-paired-cases/v1,all,643,hate,E_remove_with_D,0.29358160514297604,0.32048988342285156,-0.4818096160888672,1.1237974166870117,0.609642301710731,0.3856920684292379,0.004665629860031105,null
general-model-nolabel-paired-cases/v1,all,643,hate,E_remove_without_D,-0.1307907045165636,-0.140472412109375,-1.030470848083496,0.8014774322509766,0.4572317262830482,0.5381026438569206,0.004665629860031105,null
general-model-nolabel-paired-cases/v1,all,643,hate,E_S_given_D,-0.03576393483400716,-0.4904804229736328,-2.209146499633789,1.6762762069702148,0.41368584758942456,0.5816485225505443,0.004665629860031105,null
general-model-nolabel-paired-cases/v1,all,643,hate,I_S_D,-0.6878665490988439,-0.9397697448730469,-3.716388702392578,2.0869407653808594,0.40435458786936235,0.5909797822706065,0.004665629860031105,null
general-model-nolabel-paired-cases/v1,all,643,hate,E_remove_with_D_hate_logodds,0.4368548890109381,0.42679405212402344,-0.3276863098144531,1.2853527069091797,0.6640746500777605,0.3312597200622084,0.004665629860031105,null
general-model-nolabel-paired-cases/v1,all,643,hate,E_remove_without_D_hate_logodds,-0.14197410951320713,-0.10842514038085938,-1.0788497924804688,0.8091745376586914,0.4618973561430793,0.5334370139968896,0.004665629860031105,null
general-model-nolabel-paired-cases/v1,all,643,hate,E_S_given_D_hate_logodds,-2.08776333691729,-1.8206310272216797,-3.3709287643432617,-0.38054370880126953,0.17884914463452567,0.8164852255054432,0.004665629860031105,null
general-model-nolabel-paired-cases/v1,all,643,hate,I_S_D_hate_logodds,0.015518568166492516,-0.1481475830078125,-3.095330238342285,2.9604225158691406,0.4867807153965785,0.5085536547433903,0.004665629860031105,null
general-model-nolabel-paired-cases/v1,all,643,group,E_remove_with_D,0.5674560392625966,0.35901451110839844,-1.7784347534179688,2.984281539916992,0.552099533437014,0.4432348367029549,0.004665629860031105,null
general-model-nolabel-paired-cases/v1,all,643,group,E_remove_without_D,-0.4449451292284169,-0.06830978393554688,-3.0835704803466797,2.717770576477051,0.4867807153965785,0.5085536547433903,0.004665629860031105,null
general-model-nolabel-paired-cases/v1,all,643,group,E_S_given_D,0.7832475042268982,0.5821533203125,-3.122786521911621,4.459456443786621,0.536547433903577,0.45878693623639194,0.004665629860031105,null
general-model-nolabel-paired-cases/v1,all,643,group,I_S_D,-0.17258494304461205,-0.6484699249267578,-6.168059349060059,5.985678672790527,0.4727838258164852,0.5225505443234837,0.004665629860031105,null
general-model-nolabel-paired-cases/v1,Lq_hit,223,hate,E_remove_with_D,0.5391830307485811,0.5829124450683594,-0.21346282958984375,1.4775218963623047,0.695067264573991,0.30493273542600896,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,223,hate,E_remove_without_D,-0.18998938932547121,-0.2081298828125,-1.0204105377197266,0.5356588363647461,0.4170403587443946,0.5829596412556054,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,223,hate,E_S_given_D,-1.2418538337331182,-1.247243881225586,-2.4631128311157227,-0.07158374786376953,0.21973094170403587,0.7802690582959642,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,223,hate,I_S_D,-2.677380052917207,-2.6756858825683594,-5.207892417907715,-0.10696125030517578,0.242152466367713,0.757847533632287,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,223,hate,E_remove_with_D_hate_logodds,0.7463046531506183,0.8024196624755859,0.08134269714355469,1.5840768814086914,0.7623318385650224,0.23766816143497757,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,223,hate,E_remove_without_D_hate_logodds,-0.07599853720900189,-0.18804168701171875,-0.9849452972412109,0.6100101470947266,0.4484304932735426,0.5515695067264574,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,223,hate,E_S_given_D_hate_logodds,-1.3160166462440661,-1.421173095703125,-2.517758369445801,-0.12786579132080078,0.2062780269058296,0.7937219730941704,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,223,hate,I_S_D_hate_logodds,-2.9538841247558594,-2.9302711486816406,-5.25130558013916,-0.5486392974853516,0.21076233183856502,0.7892376681614349,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,223,group,E_remove_with_D,0.7807727009726212,-0.19559478759765625,-2.6516361236572266,4.472002029418945,0.484304932735426,0.515695067264574,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,223,group,E_remove_without_D,-1.0295486963383285,-1.4807262420654297,-5.5056610107421875,3.8516101837158203,0.3991031390134529,0.600896860986547,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,223,group,E_S_given_D,0.6117534209794527,0.4091835021972656,-3.871824264526367,5.490665435791016,0.5336322869955157,0.4663677130044843,0.0,null
general-model-nolabel-paired-cases/v1,Lq_hit,223,group,I_S_D,-1.666930134520937,-2.194608688354492,-9.187253952026367,5.073596000671387,0.4349775784753363,0.5650224215246636,0.0,null
general-model-nolabel-paired-cases/v1,Lq_no_hit,420,hate,E_remove_with_D,0.16317894345238096,0.17226886749267578,-0.6094522476196289,0.9240379333496094,0.5642857142857143,0.42857142857142855,0.007142857142857143,null
general-model-nolabel-paired-cases/v1,Lq_no_hit,420,hate,E_remove_without_D,-0.09935902186802455,-0.07851982116699219,-1.0341458320617676,0.9222526550292969,0.4785714285714286,0.5142857142857142,0.007142857142857143,null
general-model-nolabel-paired-cases/v1,Lq_no_hit,420,hate,E_S_given_D,0.6046123686290923,0.10112571716308594,-1.9285073280334473,2.8511734008789062,0.5166666666666667,0.47619047619047616,0.007142857142857143,null
general-model-nolabel-paired-cases/v1,Lq_no_hit,420,hate,I_S_D,0.3684703826904297,-0.06884002685546875,-2.385807514190674,3.1679530143737793,0.49047619047619045,0.5023809523809524,0.007142857142857143,null
general-model-nolabel-paired-cases/v1,Lq_no_hit,420,hate,E_remove_with_D_hate_logodds,0.2725517999558222,0.2840747833251953,-0.4676661491394043,1.1398944854736328,0.611904761904762,0.38095238095238093,0.007142857142857143,null
general-model-nolabel-paired-cases/v1,Lq_no_hit,420,hate,E_remove_without_D_hate_logodds,-0.17700399671282088,-0.07769584655761719,-1.1002893447875977,0.8965740203857422,0.46904761904761905,0.5238095238095238,0.007142857142857143,null
general-model-nolabel-paired-cases/v1,Lq_no_hit,420,hate,E_S_given_D_hate_logodds,-2.497524079822359,-2.2093658447265625,-3.8376359939575195,-0.6405491828918457,0.16428571428571428,0.8285714285714286,0.007142857142857143,null
general-model-nolabel-paired-cases/v1,Lq_no_hit,420,hate,I_S_D_hate_logodds,1.592129997980027,1.3178930282592773,-1.2422308921813965,4.476231575012207,0.6333333333333333,0.3595238095238095,0.007142857142857143,null
general-model-nolabel-paired-cases/v1,Lq_no_hit,420,group,E_remove_with_D,0.4541950498308454,0.5657882690429688,-1.4653773307800293,2.7334232330322266,0.5880952380952381,0.40476190476190477,0.007142857142857143,null
general-model-nolabel-paired-cases/v1,Lq_no_hit,420,group,E_remove_without_D,-0.13454847335815429,0.18588638305664062,-2.2479381561279297,2.5908145904541016,0.5333333333333333,0.4595238095238095,0.007142857142857143,null
general-model-nolabel-paired-cases/v1,Lq_no_hit,420,group,E_S_given_D,0.8743026960463751,0.6954488754272461,-2.8876523971557617,4.0379438400268555,0.5380952380952381,0.45476190476190476,0.007142857142857143,null
general-model-nolabel-paired-cases/v1,Lq_no_hit,420,group,I_S_D,0.6208411943344843,-0.007080078125,-4.999171257019043,6.865725040435791,0.4928571428571429,0.5,0.007142857142857143,null
general-model-nolabel-paired-cases/v1,gold_hate,390,hate,E_remove_with_D,0.6021418791550857,0.5385265350341797,-0.05864286422729492,1.3389301300048828,0.7282051282051282,0.2692307692307692,0.002564102564102564,null
general-model-nolabel-paired-cases/v1,gold_hate,390,hate,E_remove_without_D,-0.22485612233479818,-0.1990642547607422,-1.0898151397705078,0.7105989456176758,0.4358974358974359,0.5615384615384615,0.002564102564102564,null
general-model-nolabel-paired-cases/v1,gold_hate,390,hate,E_S_given_D,-1.7505487637642103,-1.6080589294433594,-2.9465622901916504,-0.42406654357910156,0.16666666666666666,0.8307692307692308,0.002564102564102564,null
general-model-nolabel-paired-cases/v1,gold_hate,390,hate,I_S_D,-0.5542560919737205,-1.0082530975341797,-3.870523452758789,2.3509607315063477,0.4128205128205128,0.5846153846153846,0.002564102564102564,null
general-model-nolabel-paired-cases/v1,gold_hate,390,hate,E_remove_with_D_hate_logodds,0.6021418791550857,0.5385265350341797,-0.05864286422729492,1.3389301300048828,0.7282051282051282,0.2692307692307692,0.002564102564102564,null
general-model-nolabel-paired-cases/v1,gold_hate,390,hate,E_remove_without_D_hate_logodds,-0.22485612233479818,-0.1990642547607422,-1.0898151397705078,0.7105989456176758,0.4358974358974359,0.5615384615384615,0.002564102564102564,null
general-model-nolabel-paired-cases/v1,gold_hate,390,hate,E_S_given_D_hate_logodds,-1.7505487637642103,-1.6080589294433594,-2.9465622901916504,-0.42406654357910156,0.16666666666666666,0.8307692307692308,0.002564102564102564,null
general-model-nolabel-paired-cases/v1,gold_hate,390,hate,I_S_D_hate_logodds,-0.5542560919737205,-1.0082530975341797,-3.870523452758789,2.3509607315063477,0.4128205128205128,0.5846153846153846,0.002564102564102564,null
general-model-nolabel-paired-cases/v1,gold_hate,390,group,E_remove_with_D,-0.26945703946627103,-0.572972297668457,-3.2064924240112305,2.013251304626465,0.4256410256410256,0.5717948717948718,0.002564102564102564,null
general-model-nolabel-paired-cases/v1,gold_hate,390,group,E_remove_without_D,-1.6310186924078525,-1.806814193725586,-5.3155694007873535,1.75689697265625,0.36153846153846153,0.6358974358974359,0.002564102564102564,null
general-model-nolabel-paired-cases/v1,gold_hate,390,group,E_S_given_D,-0.25465735900096403,-0.48794078826904297,-4.62089729309082,3.415019989013672,0.45384615384615384,0.5435897435897435,0.002564102564102564,null
general-model-nolabel-paired-cases/v1,gold_hate,390,group,I_S_D,0.3379163448627178,0.7633981704711914,-6.0275115966796875,7.895111083984375,0.541025641025641,0.4564102564102564,0.002564102564102564,null
general-model-nolabel-paired-cases/v1,gold_non_hate,253,hate,E_remove_with_D,-0.18206466704960397,-0.16845130920410156,-1.1970863342285156,0.6324119567871094,0.4268774703557312,0.5652173913043478,0.007905138339920948,null
general-model-nolabel-paired-cases/v1,gold_non_hate,253,hate,E_remove_without_D,0.014211322950280231,-0.0019989013671875,-0.9752693176269531,1.0444488525390625,0.4901185770750988,0.5019762845849802,0.007905138339920948,null
general-model-nolabel-paired-cases/v1,gold_non_hate,253,hate,E_S_given_D,2.607580267864725,2.3569297790527344,0.3177452087402344,4.133995056152344,0.7944664031620553,0.1976284584980237,0.007905138339920948,null
general-model-nolabel-paired-cases/v1,gold_non_hate,253,hate,I_S_D,-0.8938273328095085,-0.881683349609375,-3.5906848907470703,1.9322128295898438,0.391304347826087,0.6007905138339921,0.007905138339920948,null
general-model-nolabel-paired-cases/v1,gold_non_hate,253,hate,E_remove_with_D_hate_logodds,0.18206466704960397,0.16845130920410156,-0.6324119567871094,1.1970863342285156,0.5652173913043478,0.4268774703557312,0.007905138339920948,null
