family,task,label,score_mode,metric,cell,stratum,n,mean,median,p05,p95,q25,q75,iqr,min,max,status,error_bound,raw_sign,direction,positive_query_count,negative_query_count,unresolved_query_count,positive_query_fraction,negative_query_fraction,unresolved_query_fraction,ci95_low,ci95_high
condition,hate,hate,answer_sum,answer_sum/margin/hate,C0,all,643,-6.420585736145684,-5.830821990966797,-13.98634605407715,-0.08531150817871283,-9.571517944335938,-3.193574905395508,6.37794303894043,-17.955135345458984,6.068571090698242,defined,,,,,,,,,,,
condition,hate,hate,answer_sum,answer_sum/margin/hate,C0,lex_hit,223,-4.711784345686703,-3.935028076171875,-12.109418487548828,0.29533271789550086,-6.539745330810547,-2.2615175247192383,4.278227806091309,-15.52016830444336,3.577707290649414,defined,,,,,,,,,,,
condition,hate,hate,answer_sum,answer_sum/margin/hate,C0,lex_no_hit,420,-7.3278779029846195,-6.972658157348633,-14.573690605163574,-0.3626420974731495,-10.853291511535645,-4.100400924682617,6.752890586853027,-17.955135345458984,6.068571090698242,defined,,,,,,,,,,,
condition,hate,hate,answer_sum,answer_sum/margin/hate,C0,gold_size_0,252,-9.382257249620226,-9.223064422607422,-15.51502275466919,-3.538252639770508,-12.248289108276367,-6.656071662902832,5.592217445373535,-17.955135345458984,2.8835620880126953,defined,,,,,,,,,,,
condition,hate,hate,answer_sum,answer_sum/margin/hate,C0,gold_size_1,328,-4.861199477823769,-4.2965545654296875,-12.277589416503906,0.45374689102172405,-6.800680160522461,-2.216615676879883,4.584064483642578,-15.529876708984375,5.987831115722656,defined,,,,,,,,,,,
condition,hate,hate,answer_sum,answer_sum/margin/hate,C0,gold_size_2plus,63,-2.692609090653677,-2.7729530334472656,-6.289477920532226,1.8446199417114248,-4.733234405517578,-0.9499168395996094,3.7833175659179688,-10.846015930175781,6.068571090698242,defined,,,,,,,,,,,
condition,hate,hate,answer_sum,answer_sum/margin/hate,C0,gold_size_2_appendix,56,-2.6755169800349643,-2.794351577758789,-6.350748062133789,1.9877519607543945,-4.802929878234863,-0.5226693153381348,4.2802605628967285,-10.846015930175781,6.068571090698242,defined,,,,,,,,,,,
condition,hate,hate,answer_sum,answer_sum/margin/hate,C0,gold_size_3_appendix,7,-2.8293459756033763,-2.6718482971191406,-4.089865875244141,-1.5566076278686531,-3.308155059814453,-2.4622116088867188,0.8459434509277344,-4.3590240478515625,-1.233816146850586,defined,,,,,,,,,,,
condition,hate,hate,answer_sum,answer_sum/margin/hate,CL,all,643,-5.445755980804586,-4.835685729980469,-13.667597198486328,1.5689914703369137,-9.15770149230957,-1.7610492706298828,7.3966522216796875,-17.955135345458984,6.068571090698242,defined,,,,,,,,,,,
condition,hate,hate,answer_sum,answer_sum/margin/hate,CL,lex_hit,223,-1.9009523605551955,-1.4515914916992188,-7.73493766784668,2.657063102722165,-3.4609451293945312,0.2326202392578125,3.6935653686523438,-14.396110534667969,5.444971084594727,defined,,,,,,,,,,,
condition,hate,hate,answer_sum,answer_sum/margin/hate,CL,lex_no_hit,420,-7.3278779029846195,-6.972658157348633,-14.573690605163574,-0.3626420974731495,-10.853291511535645,-4.100400924682617,6.752890586853027,-17.955135345458984,6.068571090698242,defined,,,,,,,,,,,
condition,hate,hate,answer_sum,answer_sum/margin/hate,CL,gold_size_0,252,-9.108249210176014,-9.223064422607422,-15.51502275466919,-2.8351074218750014,-12.248289108276367,-6.262170791625977,5.986118316650391,-17.955135345458984,2.8835620880126953,defined,,,,,,,,,,,
condition,hate,hate,answer_sum,answer_sum/margin/hate,CL,gold_size_1,328,-3.3886705084544855,-3.0465946197509766,-10.505023956298828,2.448965549468989,-5.516562461853027,-0.8214287757873535,4.695133686065674,-15.529876708984375,5.987831115722656,defined,,,,,,,,,,,
condition,hate,hate,answer_sum,answer_sum/margin/hate,CL,gold_size_2plus,63,-1.5056883796812996,-1.2609405517578125,-5.221899795532226,2.5954391479492176,-3.2314987182617188,-0.2274150848388672,3.0040836334228516,-7.7445220947265625,6.068571090698242,defined,,,,,,,,,,,
condition,hate,hate,answer_sum,answer_sum/margin/hate,CL,gold_size_2_appendix,56,-1.4489552974700928,-1.2630176544189453,-4.942967414855957,2.958153247833252,-3.2227935791015625,-0.23066234588623047,2.992131233215332,-7.7445220947265625,6.068571090698242,defined,,,,,,,,,,,
