family,task,label,score_mode,metric,cell,stratum,n,mean,median,p05,p95,q25,q75,iqr,min,max,status,error_bound,raw_sign,direction,positive_query_count,negative_query_count,unresolved_query_count,positive_query_fraction,negative_query_fraction,unresolved_query_fraction,ci95_low,ci95_high
condition,hate,,answer_sum,answer_sum/candidate_entropy,C0,all,643,0.119509494662413,0.019608724255317338,1.2633262094075807e-05,0.6129662200613367,0.0007366360667404558,0.14883132888184963,0.14809469281510917,3.019330685841879e-07,0.6931334646293738,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,C0,lex_hit,223,0.18448988042806377,0.09479289936824623,7.219924495191101e-05,0.6469188352838792,0.010883912957546656,0.2961105188640521,0.28522660590650545,3.0039378156526743e-06,0.6931334646293738,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,C0,lex_no_hit,420,0.08500800412493655,0.007465158576084937,7.296716998819151e-06,0.5243219054375448,0.00022924900661567025,0.07813954460726118,0.07791029560064551,3.019330685841879e-07,0.6924071240954297,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,C0,gold_size_0,252,0.020679343267621015,0.0010093015168352916,3.0204801169969336e-06,0.1285874321174198,6.35072328135598e-05,0.009836297975015375,0.009772790742201816,3.019330685841879e-07,0.49130534649521873,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,C0,gold_size_1,328,0.1687460254730193,0.06344296771466079,6.204480901546247e-05,0.6394242229176921,0.008675994641393982,0.27722502993004683,0.26854903528865287,2.9766637534078243e-06,0.6931310653879859,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,C0,gold_size_2plus,63,0.2584875271323925,0.17084161332233982,0.013530054586929772,0.6870105616549407,0.04836881321866388,0.3814097349143116,0.33304092169564775,0.00023078062196823466,0.6931334646293738,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,C0,gold_size_2_appendix,56,0.26043392782304586,0.1571156213483858,0.012828612347708558,0.6884143774318733,0.043427106058441814,0.41760651962224477,0.37417941356380297,0.00023078062196823466,0.6931334646293738,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,C0,gold_size_3_appendix,7,0.24291632160716586,0.2395885714729752,0.08829056639747523,0.4646395327569069,0.15351692007163836,0.2761157595441979,0.12259883947255956,0.0677612833588488,0.5337990371866645,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CL,all,643,0.18005038562147485,0.04211640473650897,1.7005925767213307e-05,0.674500094530971,0.0010706491933728628,0.33247405759415377,0.3314034084007809,3.019330685841879e-07,0.6931448083050764,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CL,lex_hit,223,0.35905397409029133,0.3801772824232559,0.0038192784023463686,0.6869916512547588,0.12214513439216552,0.6073872789778526,0.4852421445856871,8.61508207354849e-06,0.6931448083050764,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CL,lex_no_hit,420,0.08500800412493655,0.007465158576084937,7.296716998819151e-06,0.5243219054375448,0.00022924900661567025,0.07813954460726118,0.07791029560064551,3.019330685841879e-07,0.6924071240954297,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CL,gold_size_0,252,0.04204527276986546,0.0010093015168352916,3.0204801169969336e-06,0.2069949623388737,6.35072328135598e-05,0.013834746683193823,0.013771239450380264,3.019330685841879e-07,0.6931448083050764,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CL,gold_size_1,328,0.24823502520940946,0.1429123215741056,0.0003163172647074838,0.6834022155202238,0.02603990998205895,0.45593666950199097,0.429896759519932,2.9766637534078243e-06,0.693035487565592,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CL,gold_size_2plus,63,0.3770777928240621,0.3831147186743307,0.017464328482061833,0.686347731896296,0.14277683019582094,0.6255410462852138,0.48276421608939285,0.003785781687888709,0.6924071240954297,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CL,gold_size_2_appendix,56,0.3713280984238401,0.36436255450404664,0.02487032051155006,0.6865367102092513,0.14553359448568712,0.6181064366284106,0.47257284214272344,0.003785781687888709,0.6924071240954297,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CL,gold_size_3_appendix,7,0.423075348025839,0.5553083394648713,0.04796825992995872,0.6779204838288221,0.21972979128753825,0.6392161401277854,0.41948634884024716,0.010157988405253785,0.6781692454801003,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CD,all,643,0.24128628637429156,0.16314786011045243,0.0029531520404574778,0.6717802364598872,0.06850560618223711,0.40385980336771954,0.3353541971854824,1.9577446576079707e-05,0.6931471539281222,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CD,lex_hit,223,0.25521695764615826,0.1684586342309759,0.031777223396215956,0.6752600766928532,0.08340729763686168,0.4047064962506666,0.32129919861380496,9.997083695028206e-05,0.6931471539281222,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CD,lex_no_hit,420,0.23388976329422903,0.1591241173270905,0.0007836104019223387,0.6684429411880124,0.05142620064971408,0.40298952838520874,0.35156332773549465,1.9577446576079707e-05,0.6931415140307904,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CD,gold_size_0,252,0.2293011070820881,0.14929183317961975,0.0002716671438530131,0.6690367538039127,0.040936463763289736,0.4024210205233954,0.36148455676010566,1.9577446576079707e-05,0.6931415140307904,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CD,gold_size_1,328,0.2436766804782576,0.1599516402442955,0.0227284260720841,0.6748007627429394,0.07069971332226319,0.4037103793770848,0.33301066605482166,9.997083695028206e-05,0.6931471539281222,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CD,gold_size_2plus,63,0.27678177709706014,0.22464206314831495,0.05238161299106677,0.6124321307852785,0.12334935997408433,0.4142823701504984,0.29093301017641404,0.0033337104528847468,0.6912143344421875,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CD,gold_size_2_appendix,56,0.27351299471465407,0.21248518883279438,0.045656561466672456,0.6173565752363495,0.12392980630946744,0.4102587064435211,0.28632890013405365,0.0033337104528847468,0.6912143344421875,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CD,gold_size_3_appendix,7,0.30293203615630887,0.2974746236901661,0.1085898633575576,0.55249834112021,0.14866572654948962,0.430913133293888,0.28224740674439835,0.10298213294865444,0.5609097767685859,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CLD,all,643,0.2647012449082058,0.1945893957954406,0.003371854640062983,0.6727003249949236,0.07047303772958978,0.4517098247729731,0.3812367870433833,1.9577446576079707e-05,0.6931415140307904,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CLD,lex_hit,223,0.32273183808251177,0.3024052117389993,0.03928182928095796,0.6824821720588571,0.10139170187251398,0.5392630338783184,0.4378713320058044,0.006350750721831254,0.6924767288553926,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CLD,lex_no_hit,420,0.23388976329422903,0.1591241173270905,0.0007836104019223387,0.6684429411880124,0.05142620064971408,0.40298952838520874,0.35156332773549465,1.9577446576079707e-05,0.6931415140307904,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CLD,gold_size_0,252,0.23543142671957068,0.15341518843784246,0.0002716671438530131,0.6723843655127407,0.040936463763289736,0.4213376590548678,0.38040119529157806,1.9577446576079707e-05,0.6931415140307904,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CLD,gold_size_1,328,0.26731919309055835,0.2109913470846817,0.023377606741464607,0.6656382495955182,0.07418522014161077,0.43219882677151356,0.3580136066299028,0.0005358219563982225,0.6929756728750218,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CLD,gold_size_2plus,63,0.3681505652212915,0.3605788053615718,0.04414242146505438,0.6868999761069062,0.15811342535533868,0.5703285623647759,0.41221513700943724,0.0033337104528847468,0.6912143344421875,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CLD,gold_size_2_appendix,56,0.3703874061386072,0.37535776198057047,0.04203848888513578,0.6876223031698621,0.14901470450360815,0.5747336918589017,0.4257189873552935,0.0033337104528847468,0.6912143344421875,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,CLD,gold_size_3_appendix,7,0.3502558378827659,0.28424944342273545,0.11458009386347523,0.5712271590039726,0.2251271408929096,0.5206087915217934,0.29548165062888376,0.08840432603897279,0.5876652308882467,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,PL,all,643,0.05788375376905658,0.0009563395240895389,4.029951797394142e-06,0.4135579683246958,5.520795333861649e-05,0.02932551248323924,0.02927030452990062,3.019330685841879e-07,0.6924071240954297,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,PL,lex_hit,223,0.006797721708654886,7.443588299253539e-05,3.498652805154292e-06,0.016830172497208244,2.1535489635852652e-05,0.0007676547259876858,0.0007461192363518331,8.585969012864892e-07,0.6792680983629549,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,PL,lex_no_hit,420,0.08500800412493655,0.007465158576084937,7.296716998819151e-06,0.5243219054375448,0.00022924900661567025,0.07813954460726118,0.07791029560064551,3.019330685841879e-07,0.6924071240954297,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,PL,gold_size_0,252,0.014092222913961354,0.00034292262325520857,2.5070865823263283e-06,0.08483541072941074,3.500846179681108e-05,0.0045473437506650186,0.004512335288868207,3.019330685841879e-07,0.49130534649521873,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,PL,gold_size_1,328,0.07699311345957491,0.0014547117405070919,5.137677036900057e-06,0.4706552092038738,6.088429880651365e-05,0.06034572679093889,0.06028484249213238,8.585969012864892e-07,0.691067890715918,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,PL,gold_size_2plus,63,0.13355987753086587,0.0037909499903962932,2.5598078337561167e-05,0.6789902830382376,0.0002326258406173858,0.14381905343070553,0.14358642759008813,2.5810319300706387e-06,0.6924071240954297,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,PL,gold_size_2_appendix,56,0.14215996566723382,0.004545364415576537,2.29291847639497e-05,0.6810396886855203,0.00022824351639004318,0.15238333873456794,0.1521550952181779,2.5810319300706387e-06,0.6924071240954297,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,PL,gold_size_3_appendix,7,0.06475917243992234,0.003565310125290946,8.85420473703427e-05,0.2531448170741787,0.0007223979009922194,0.07250214518796308,0.07177974728697085,3.24550221152261e-05,0.3032673557541396,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,PD,all,643,0.16548464606253135,0.04339429934525449,2.8147117396989397e-05,0.6703879764658615,0.00192026722252532,0.2748186627349708,0.2728983955124455,6.180673135278561e-07,0.6931008765630857,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,PD,lex_hit,223,0.2325287854868242,0.13243366636348414,0.00014856075332890365,0.677599686351387,0.02181535540111127,0.42214718167418885,0.40033182627307756,3.203283211077899e-06,0.6926084021830207,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,PD,lex_no_hit,420,0.12988740060629964,0.01471975767951822,2.384906975254588e-05,0.6548786141682942,0.0007597682231285744,0.17019487796035904,0.16943510973723047,6.180673135278561e-07,0.6931008765630857,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/candidate_entropy,PD,gold_size_0,252,0.07349733825622437,0.002465910841289147,7.204656609177062e-06,0.5270790068677272,0.0002365909372062631,0.0485473795077724,0.048310788570566136,6.180673135278561e-07,0.6930067216609441,defined,,,,,,,,,,,
