family,task,label,score_mode,metric,cell,stratum,n,mean,median,p05,p95,q25,q75,iqr,min,max,status,error_bound,raw_sign,direction,positive_query_count,negative_query_count,unresolved_query_count,positive_query_fraction,negative_query_fraction,unresolved_query_fraction,ci95_low,ci95_high
contrast,hate,hate,answer_sum,answer_sum/margin/hate,L_given_D,all,643,-0.14494138038362353,0.0,-2.2685001373291014,0.8725917816162108,0.0,0.0,0.0,-4.445423126220703,9.033914566040039,defined,0.002685546875,-1,negative,81,142,420,0.12597200622083982,0.2208398133748056,0.6531881804043546,-0.23155641481627942,-0.056239299492368854
contrast,hate,hate,answer_sum,answer_sum/margin/hate,D_given_L,all,643,5.951617366974684,5.7489776611328125,-0.2054981231689452,12.80628967285156,3.1893491744995117,8.586341857910156,5.3969926834106445,-4.031063079833984,18.82923126220703,defined,0.002685546875,1,positive,602,41,0,0.9362363919129082,0.06376360808709176,0.0,5.643554499138199,6.257796456024027
contrast,hate,hate,answer_sum,answer_sum/margin/hate,CL_minus_PL,all,643,3.318539202676776,0.0,0.0,13.295650863647461,0.0,7.518152236938477,7.518152236938477,-1.3936386108398438,18.106346130371094,defined,0.002685546875,1,positive,220,2,421,0.3421461897356143,0.003110419906687403,0.6547433903576982,2.9373863082280613,3.7016080158494677
contrast,hate,hate,answer_sum,answer_sum/margin/hate,CD_minus_PD,all,643,6.102027074359994,5.5399169921875,1.1736810684204102,12.572455406188963,3.643587112426758,8.229353904724121,4.585766792297363,-3.515727996826172,19.573932647705078,defined,0.002685546875,1,positive,629,14,0,0.9782270606531882,0.02177293934681182,0.0,5.816464311783644,6.3860580606742365
contrast,group,Racism,answer_sum,answer_sum/margin/Racism,L_given_D,all,643,-0.6533624059367618,0.0,-11.996466713148049,6.946711880848749,0.0,0.0,0.0,-34.032585391177776,42.09067805615406,defined,0.002685546875,-1,negative,72,151,420,0.1119751166407465,0.23483670295489892,0.6531881804043546,-1.15289174050196,-0.15437883543545652
contrast,group,Racism,answer_sum,answer_sum/margin/Racism,D_given_L,all,643,3.1643058995814406,4.406847080637625,-19.042246485558696,20.722024910212102,-3.822275076801107,10.440204565937371,14.262479642738478,-32.94629443320205,41.830665593565726,defined,0.002685546875,1,positive,421,222,0,0.6547433903576982,0.3452566096423017,0.0,2.2342037182052112,4.103113037856034
contrast,group,Racism,answer_sum,answer_sum/margin/Racism,CL_minus_PL,all,643,0.1366619091357706,0.0,-14.688680669055588,17.721050261335403,0.0,0.0,0.0,-37.18607306619363,52.0751737936827,defined,0.002685546875,1,positive,103,120,420,0.16018662519440124,0.18662519440124417,0.6531881804043546,-0.5717704818258652,0.8431735688074581
contrast,group,Racism,answer_sum,answer_sum/margin/Racism,CD_minus_PD,all,643,-3.78846367998134,-3.847249884585402,-22.94634419472423,15.740274683510245,-10.954224661570603,3.247624159934878,14.20184882150548,-33.64859283260815,32.79678074803961,defined,0.002685546875,-1,negative,230,412,1,0.35769828926905134,0.640746500777605,0.0015552099533437014,-4.6481568174459715,-2.9156790781704442
contrast,group,Region,answer_sum,answer_sum/margin/Region,L_given_D,all,643,-1.279402923648822,0.0,-13.979590885433286,5.194882562330322,0.0,0.0,0.0,-31.145494386379717,34.83834087922036,defined,0.002685546875,-1,negative,67,156,420,0.104199066874028,0.24261275272161742,0.6531881804043546,-1.7543576855413912,-0.818691854141826
contrast,group,Region,answer_sum,answer_sum/margin/Region,D_given_L,all,643,3.683470823311747,3.3669734642807336,-14.21272553070757,21.850227746913834,-3.539670814216965,10.875814787129244,14.415485601346209,-41.24285421179604,43.57502441481566,defined,0.002685546875,1,positive,400,243,0,0.6220839813374806,0.37791601866251945,0.0,2.81949563550677,4.543972027795582
contrast,group,Region,answer_sum,answer_sum/margin/Region,CL_minus_PL,all,643,-1.3969091108959881,0.0,-16.340236193337727,9.582952361244867,0.0,0.0,0.0,-31.07647233783138,32.20437412273655,defined,0.002685546875,-1,negative,79,144,420,0.12286158631415241,0.223950233281493,0.6531881804043546,-2.006865743873754,-0.7877779188320906
contrast,group,Region,answer_sum,answer_sum/margin/Region,CD_minus_PD,all,643,-4.5270385073385295,-4.6680354119222685,-22.979176878890172,17.123816323706826,-13.069541009478645,3.5970136252859453,16.66655463476459,-37.72863731504082,32.37717344632027,defined,0.002685546875,-1,negative,222,421,0,0.3452566096423017,0.6547433903576982,0.0,-5.442601628128792,-3.58512770005186
contrast,group,LGBTQ,answer_sum,answer_sum/margin/LGBTQ,L_given_D,all,643,-1.0591078260857338,0.0,-10.35671134018235,4.599105844035888,0.0,0.0,0.0,-27.566397621490616,35.99215578969081,defined,0.002685546875,-1,negative,68,155,420,0.1057542768273717,0.2410575427682737,0.6531881804043546,-1.4769230773715947,-0.6407748117161858
contrast,group,LGBTQ,answer_sum,answer_sum/margin/LGBTQ,D_given_L,all,643,0.9331195944419668,0.27189325963837163,-13.393729564844925,15.51784033779339,-4.78353212256254,6.598727833333886,11.382259955896426,-21.820793733374657,43.853040704961366,defined,0.002685546875,1,positive,332,311,0,0.5163297045101088,0.48367029548989116,0.0,0.2531118292014471,1.627339325857443
contrast,group,LGBTQ,answer_sum,answer_sum/margin/LGBTQ,CL_minus_PL,all,643,-0.6528905323389018,0.0,-13.573811021855047,9.32212037634862,0.0,0.0,0.0,-29.265676174474777,39.876895130241984,defined,0.002685546875,-1,negative,88,135,420,0.1368584758942457,0.2099533437013997,0.6531881804043546,-1.2049064256217343,-0.0957173738367336
contrast,group,LGBTQ,answer_sum,answer_sum/margin/LGBTQ,CD_minus_PD,all,643,-6.749867129468873,-6.855665654236381,-22.894451780437564,8.216249397839603,-13.141278552015756,-0.07143126240773867,13.069847289608017,-31.71547360123456,33.27712246449425,defined,0.002685546875,-1,negative,160,483,0,0.24883359253499224,0.7511664074650077,0.0,-7.51017056543642,-5.9904746815793475
contrast,group,Sexism,answer_sum,answer_sum/margin/Sexism,L_given_D,all,643,-0.7590483332196793,0.0,-10.535616224084306,6.88148279475738,0.0,0.0,0.0,-43.688623055727874,31.946734488383697,defined,0.002685546875,-1,negative,90,133,420,0.13996889580093314,0.20684292379471228,0.6531881804043546,-1.243766258185794,-0.29322496280462
