job_id	query_id	condition	native_m	upstream_m	restored_m	upstream_delta_m	remaining_delta_m	removed_delta_m	removed_fraction	absolute_effect_reduced	absolute_effect_increased	upstream_prediction	restored_prediction
J01-D01-restore-L26-attention	J01	restore-L26-attention	-3.206021785736084	1.839874267578125	0.2776167392730713	5.045896053314209	3.4836385250091553	1.5622575283050537	0.3096095345204234	True	False	无	无
J01-D01-restore-L28-mlp	J01	restore-L28-mlp	-3.206021785736084	1.839874267578125	0.5953404903411865	5.045896053314209	3.8013622760772705	1.2445337772369385	0.2466427695076106	True	False	无	无
J01-D01-restore-joint	J01	restore-joint	-3.206021785736084	1.839874267578125	-0.6792386770248413	5.045896053314209	2.5267831087112427	2.5191129446029663	0.4992399601550216	True	False	无	有
J01-D02-restore-L26-attention	J01	restore-L26-attention	3.206021785736084	-1.839874267578125	-0.2776167392730713	-5.045896053314209	-3.4836385250091553	-1.5622575283050537	0.3096095345204234	True	False	有	有
J01-D02-restore-L28-mlp	J01	restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.5953404903411865	-5.045896053314209	-3.8013622760772705	-1.2445337772369385	0.2466427695076106	True	False	有	有
J01-D02-restore-joint	J01	restore-joint	3.206021785736084	-1.839874267578125	0.6792386770248413	-5.045896053314209	-2.5267831087112427	-2.5191129446029663	0.4992399601550216	True	False	有	无
J02-D01-restore-L26-attention	J02	restore-L26-attention	-3.206021785736084	1.839874267578125	0.2776167392730713	5.045896053314209	3.4836385250091553	1.5622575283050537	0.3096095345204234	True	False	无	无
J02-D01-restore-L28-mlp	J02	restore-L28-mlp	-3.206021785736084	1.839874267578125	0.5953404903411865	5.045896053314209	3.8013622760772705	1.2445337772369385	0.2466427695076106	True	False	无	无
J02-D01-restore-joint	J02	restore-joint	-3.206021785736084	1.839874267578125	-0.6792386770248413	5.045896053314209	2.5267831087112427	2.5191129446029663	0.4992399601550216	True	False	无	有
J02-D02-restore-L26-attention	J02	restore-L26-attention	3.206021785736084	-1.839874267578125	-0.2776167392730713	-5.045896053314209	-3.4836385250091553	-1.5622575283050537	0.3096095345204234	True	False	有	有
J02-D02-restore-L28-mlp	J02	restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.5953404903411865	-5.045896053314209	-3.8013622760772705	-1.2445337772369385	0.2466427695076106	True	False	有	有
J02-D02-restore-joint	J02	restore-joint	3.206021785736084	-1.839874267578125	0.6792386770248413	-5.045896053314209	-2.5267831087112427	-2.5191129446029663	0.4992399601550216	True	False	有	无
J03-D01-restore-L26-attention	J03	restore-L26-attention	-3.206021785736084	1.839874267578125	0.2776167392730713	5.045896053314209	3.4836385250091553	1.5622575283050537	0.3096095345204234	True	False	无	无
J03-D01-restore-L28-mlp	J03	restore-L28-mlp	-3.206021785736084	1.839874267578125	0.5953404903411865	5.045896053314209	3.8013622760772705	1.2445337772369385	0.2466427695076106	True	False	无	无
J03-D01-restore-joint	J03	restore-joint	-3.206021785736084	1.839874267578125	-0.6792386770248413	5.045896053314209	2.5267831087112427	2.5191129446029663	0.4992399601550216	True	False	无	有
J03-D02-restore-L26-attention	J03	restore-L26-attention	3.206021785736084	-1.839874267578125	-0.2776167392730713	-5.045896053314209	-3.4836385250091553	-1.5622575283050537	0.3096095345204234	True	False	有	有
