job_id	query_id	recipient	donor	upstream_job_id	A_job_id	B_job_id	native_m	upstream_m	A_m	B_m	AB_m	AB_minus_A	AB_minus_B	pair_difference_bound	interaction_m	interaction_bound	interaction_resolved	interaction_fraction	additional_removed_after_A	additional_removed_after_B	additional_fraction_after_A	additional_fraction_after_B	absolute_reduced_vs_A	absolute_reduced_vs_B	denominator_safe	meaning
J01-D01-restore-joint	J01	synthetic-J01-D01	synthetic-J01-D02	J01-D01-upstream	J01-D01-restore-L26-attention	J01-D01-restore-L28-mlp	-3.206021785736084	1.839874267578125	0.2776167392730713	0.5953404903411865	-0.6792386770248413	-0.9568554162979126	-1.2745791673660278	2e-06	0.2876783609390259	4e-06	True	0.05701234387301242	0.9568554162979126	1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
J01-D02-restore-joint	J01	synthetic-J01-D02	synthetic-J01-D01	J01-D02-upstream	J01-D02-restore-L26-attention	J01-D02-restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.2776167392730713	-0.5953404903411865	0.6792386770248413	0.9568554162979126	1.2745791673660278	2e-06	-0.2876783609390259	4e-06	True	0.05701234387301242	-0.9568554162979126	-1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
J02-D01-restore-joint	J02	synthetic-J02-D01	synthetic-J02-D02	J02-D01-upstream	J02-D01-restore-L26-attention	J02-D01-restore-L28-mlp	-3.206021785736084	1.839874267578125	0.2776167392730713	0.5953404903411865	-0.6792386770248413	-0.9568554162979126	-1.2745791673660278	2e-06	0.2876783609390259	4e-06	True	0.05701234387301242	0.9568554162979126	1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
J02-D02-restore-joint	J02	synthetic-J02-D02	synthetic-J02-D01	J02-D02-upstream	J02-D02-restore-L26-attention	J02-D02-restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.2776167392730713	-0.5953404903411865	0.6792386770248413	0.9568554162979126	1.2745791673660278	2e-06	-0.2876783609390259	4e-06	True	0.05701234387301242	-0.9568554162979126	-1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
J03-D01-restore-joint	J03	synthetic-J03-D01	synthetic-J03-D02	J03-D01-upstream	J03-D01-restore-L26-attention	J03-D01-restore-L28-mlp	-3.206021785736084	1.839874267578125	0.2776167392730713	0.5953404903411865	-0.6792386770248413	-0.9568554162979126	-1.2745791673660278	2e-06	0.2876783609390259	4e-06	True	0.05701234387301242	0.9568554162979126	1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
J03-D02-restore-joint	J03	synthetic-J03-D02	synthetic-J03-D01	J03-D02-upstream	J03-D02-restore-L26-attention	J03-D02-restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.2776167392730713	-0.5953404903411865	0.6792386770248413	0.9568554162979126	1.2745791673660278	2e-06	-0.2876783609390259	4e-06	True	0.05701234387301242	-0.9568554162979126	-1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
J04-D01-restore-joint	J04	synthetic-J04-D01	synthetic-J04-D02	J04-D01-upstream	J04-D01-restore-L26-attention	J04-D01-restore-L28-mlp	-3.206021785736084	1.839874267578125	0.2776167392730713	0.5953404903411865	-0.6792386770248413	-0.9568554162979126	-1.2745791673660278	2e-06	0.2876783609390259	4e-06	True	0.05701234387301242	0.9568554162979126	1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
J04-D02-restore-joint	J04	synthetic-J04-D02	synthetic-J04-D01	J04-D02-upstream	J04-D02-restore-L26-attention	J04-D02-restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.2776167392730713	-0.5953404903411865	0.6792386770248413	0.9568554162979126	1.2745791673660278	2e-06	-0.2876783609390259	4e-06	True	0.05701234387301242	-0.9568554162979126	-1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
G01-D01-restore-joint	G01	synthetic-G01-D01	synthetic-G01-D02	G01-D01-upstream	G01-D01-restore-L26-attention	G01-D01-restore-L28-mlp	-3.206021785736084	1.839874267578125	0.2776167392730713	0.5953404903411865	-0.6792386770248413	-0.9568554162979126	-1.2745791673660278	2e-06	0.2876783609390259	4e-06	True	0.05701234387301242	0.9568554162979126	1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
G01-D02-restore-joint	G01	synthetic-G01-D02	synthetic-G01-D01	G01-D02-upstream	G01-D02-restore-L26-attention	G01-D02-restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.2776167392730713	-0.5953404903411865	0.6792386770248413	0.9568554162979126	1.2745791673660278	2e-06	-0.2876783609390259	4e-06	True	0.05701234387301242	-0.9568554162979126	-1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
G02-D01-restore-joint	G02	synthetic-G02-D01	synthetic-G02-D02	G02-D01-upstream	G02-D01-restore-L26-attention	G02-D01-restore-L28-mlp	-3.206021785736084	1.839874267578125	0.2776167392730713	0.5953404903411865	-0.6792386770248413	-0.9568554162979126	-1.2745791673660278	2e-06	0.2876783609390259	4e-06	True	0.05701234387301242	0.9568554162979126	1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
G02-D02-restore-joint	G02	synthetic-G02-D02	synthetic-G02-D01	G02-D02-upstream	G02-D02-restore-L26-attention	G02-D02-restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.2776167392730713	-0.5953404903411865	0.6792386770248413	0.9568554162979126	1.2745791673660278	2e-06	-0.2876783609390259	4e-06	True	0.05701234387301242	-0.9568554162979126	-1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
G03-D01-restore-joint	G03	synthetic-G03-D01	synthetic-G03-D02	G03-D01-upstream	G03-D01-restore-L26-attention	G03-D01-restore-L28-mlp	-3.206021785736084	1.839874267578125	0.2776167392730713	0.5953404903411865	-0.6792386770248413	-0.9568554162979126	-1.2745791673660278	2e-06	0.2876783609390259	4e-06	True	0.05701234387301242	0.9568554162979126	1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
G03-D02-restore-joint	G03	synthetic-G03-D02	synthetic-G03-D01	G03-D02-upstream	G03-D02-restore-L26-attention	G03-D02-restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.2776167392730713	-0.5953404903411865	0.6792386770248413	0.9568554162979126	1.2745791673660278	2e-06	-0.2876783609390259	4e-06	True	0.05701234387301242	-0.9568554162979126	-1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
G04-D01-restore-joint	G04	synthetic-G04-D01	synthetic-G04-D02	G04-D01-upstream	G04-D01-restore-L26-attention	G04-D01-restore-L28-mlp	-3.206021785736084	1.839874267578125	0.2776167392730713	0.5953404903411865	-0.6792386770248413	-0.9568554162979126	-1.2745791673660278	2e-06	0.2876783609390259	4e-06	True	0.05701234387301242	0.9568554162979126	1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
G04-D02-restore-joint	G04	synthetic-G04-D02	synthetic-G04-D01	G04-D02-upstream	G04-D02-restore-L26-attention	G04-D02-restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.2776167392730713	-0.5953404903411865	0.6792386770248413	0.9568554162979126	1.2745791673660278	2e-06	-0.2876783609390259	4e-06	True	0.05701234387301242	-0.9568554162979126	-1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
B01-D01-restore-joint	B01	synthetic-B01-D01	synthetic-B01-D02	B01-D01-upstream	B01-D01-restore-L26-attention	B01-D01-restore-L28-mlp	-3.206021785736084	1.839874267578125	0.2776167392730713	0.5953404903411865	-0.6792386770248413	-0.9568554162979126	-1.2745791673660278	2e-06	0.2876783609390259	4e-06	True	0.05701234387301242	0.9568554162979126	1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
B01-D02-restore-joint	B01	synthetic-B01-D02	synthetic-B01-D01	B01-D02-upstream	B01-D02-restore-L26-attention	B01-D02-restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.2776167392730713	-0.5953404903411865	0.6792386770248413	0.9568554162979126	1.2745791673660278	2e-06	-0.2876783609390259	4e-06	True	0.05701234387301242	-0.9568554162979126	-1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
B02-D01-restore-joint	B02	synthetic-B02-D01	synthetic-B02-D02	B02-D01-upstream	B02-D01-restore-L26-attention	B02-D01-restore-L28-mlp	-3.206021785736084	1.839874267578125	0.2776167392730713	0.5953404903411865	-0.6792386770248413	-0.9568554162979126	-1.2745791673660278	2e-06	0.2876783609390259	4e-06	True	0.05701234387301242	0.9568554162979126	1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
B02-D02-restore-joint	B02	synthetic-B02-D02	synthetic-B02-D01	B02-D02-upstream	B02-D02-restore-L26-attention	B02-D02-restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.2776167392730713	-0.5953404903411865	0.6792386770248413	0.9568554162979126	1.2745791673660278	2e-06	-0.2876783609390259	4e-06	True	0.05701234387301242	-0.9568554162979126	-1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
B03-D01-restore-joint	B03	synthetic-B03-D01	synthetic-B03-D02	B03-D01-upstream	B03-D01-restore-L26-attention	B03-D01-restore-L28-mlp	-3.206021785736084	1.839874267578125	0.2776167392730713	0.5953404903411865	-0.6792386770248413	-0.9568554162979126	-1.2745791673660278	2e-06	0.2876783609390259	4e-06	True	0.05701234387301242	0.9568554162979126	1.2745791673660278	0.1896304256345982	0.252597190647411	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
