m	z_yes	z_no	log_p_yes	log_p_no	log_legal_mass	legal_mass	pair_support_no	raw_prediction	margin_error_bound	resolution	request_id	query_id	dictionary_id	reference	reference_aligned_margin	raw_reference_correct
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J01-D00	J01	D00	无	3.206021785736084	True
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-J01-D01	J01	D01	无	-3.206021785736084	False
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J01-D02	J01	D02	无	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J02-D00	J02	D00	有	-3.206021785736084	False
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-J02-D01	J02	D01	有	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J02-D02	J02	D02	有	-3.206021785736084	False
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J03-D00	J03	D00	无	3.206021785736084	True
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-J03-D01	J03	D01	无	-3.206021785736084	False
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J03-D02	J03	D02	无	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J04-D00	J04	D00	有	-3.206021785736084	False
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-J04-D01	J04	D01	有	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J04-D02	J04	D02	有	-3.206021785736084	False
