contrast_id,query_id,kind,probe_id,effect,numeric_bound,direction,role,template
ELS-3169-F1-word_pair-O,3169,single_probe,empty,-0.017670949300130356,0.00537109375,negative,historical_pair,1
ELS-3169-F1-word_pair-O,3169,single_probe,space,0.010275522867838394,0.00537109375,positive,historical_pair,1
ELS-3169-F1-word_pair-O,3169,single_probe,na,-0.04807790120442723,0.00537109375,negative,historical_pair,1
ELS-3169-F1-word_pair-O,3169,single_probe,mask,-0.046119689941405806,0.00537109375,negative,historical_pair,1
ELS-3169-F1-word_pair-O,3169,single_probe,lorem,-0.15334498087565152,0.00537109375,negative,historical_pair,1
ELS-3169-F1-word_pair-O,3169,leave_one_out,empty,-0.045049478129477905,0.00537109375,negative,historical_pair,1
ELS-3169-F1-word_pair-O,3169,leave_one_out,space,-0.05374650887616994,0.00537109375,negative,historical_pair,1
ELS-3169-F1-word_pair-O,3169,leave_one_out,na,-0.03129375789936617,0.00537109375,negative,historical_pair,1
ELS-3169-F1-word_pair-O,3169,leave_one_out,mask,-0.041384254509725604,0.00537109375,negative,historical_pair,1
ELS-3169-F1-word_pair-O,3169,leave_one_out,lorem,-0.035932156228910994,0.00537109375,negative,historical_pair,1
ELS-3169-F1-word_pair-D,3169,single_probe,empty,0.12368494669596375,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,single_probe,space,0.11934839884440107,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,single_probe,na,0.11271031697591205,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,single_probe,mask,0.11291275024414027,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,single_probe,lorem,0.0811546325683592,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,leave_one_out,empty,0.11129383590284014,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,leave_one_out,space,0.11129051209187502,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,leave_one_out,na,0.11426492811151334,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,leave_one_out,mask,0.11282699397886375,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,leave_one_out,lorem,0.1149984068561456,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,single_probe,empty,0.1022524515787766,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,single_probe,space,0.10847345987955759,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,single_probe,na,0.0986272176106775,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,single_probe,mask,0.08348464965820357,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,single_probe,lorem,0.04980087280273526,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,leave_one_out,empty,0.09314825381516423,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,leave_one_out,space,0.09104371640890196,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,leave_one_out,na,0.09261279535461409,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,leave_one_out,mask,0.09658501540099129,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,leave_one_out,lorem,0.0961648716164718,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,single_probe,empty,0.13413136800130232,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,single_probe,space,0.14227167765299464,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,single_probe,na,0.1193529764811192,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,single_probe,mask,0.11537475585937473,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,single_probe,lorem,0.07465184529622437,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,leave_one_out,empty,0.12051962949996886,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,leave_one_out,space,0.11771796621444564,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,leave_one_out,na,0.1258295246151464,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,leave_one_out,mask,0.12366831825496094,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,leave_one_out,lorem,0.12402368335471481,0.00537109375,positive,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,single_probe,empty,0.10736541748046813,0.00537109375,positive,within_arm_pair,1
