query_id,template,from_arm,to_arm,role,view,delta_before,delta_after,delta_before_bound,delta_after_bound,delta_before_direction,delta_after_direction,shift_H,shift_O,interaction,interaction_bound,interaction_direction,common_shift,common_shift_bound,common_shift_direction,absolute_magnitude_reduction,absolute_magnitude_reduction_bound,magnitude_reduction_direction,pair_direction_reversed,signed_remaining_ratio,absolute_remaining_ratio,descriptive_status,statistical_equivalence_claimed,numerical_unresolved_is_semantic_zero
3169,1,O,D,natural_deletion,original/answer_sum,-0.6523323059082031,0.24008560180664062,0.002685546875,0.002685546875,negative,positive,14.21237564086914,13.319957733154297,0.8924179077148438,0.00537109375,positive,13.766166687011719,0.002685546875,positive,0.4122467041015625,0.00537109375,positive,True,-0.3680418701207567,0.3680418701207567,pair_direction_reversed,False,False
3169,1,O,D,natural_deletion,original/answer_mean,-0.1627393086751302,0.08002802530924491,0.002685546875,0.002685546875,negative,positive,4.565069834391276,4.322302500406901,0.2427673339843751,0.00537109375,positive,4.443686167399089,0.002685546875,positive,0.08271128336588529,0.00537109375,positive,True,-0.49175596210133576,0.49175596210133576,pair_direction_reversed,False,False
3169,1,O,D,natural_deletion,original/total_with_eos,-0.6523323059082031,0.24008560180664062,0.002685546875,0.002685546875,negative,positive,14.21237564086914,13.319957733154297,0.8924179077148438,0.00537109375,positive,13.766166687011719,0.002685546875,positive,0.4122467041015625,0.00537109375,positive,True,-0.3680418701207567,0.3680418701207567,pair_direction_reversed,False,False
3169,1,O,D,natural_deletion,original/mean_with_eos,-0.1288925806681315,0.060021082560221206,0.002685546875,0.002685546875,negative,positive,3.4453509648640948,3.256437301635742,0.1889136632283527,0.00537109375,positive,3.3508941332499185,0.002685546875,positive,0.0688714981079103,0.00537109375,positive,True,-0.4656674748002879,0.4656674748002879,pair_direction_reversed,False,False
3169,1,O,D,natural_deletion,ab_forward/answer_sum,-2.9724693298339844,-0.5069847106933594,0.002685546875,0.002685546875,negative,negative,20.183368682861328,17.717884063720703,2.465484619140625,0.00537109375,positive,18.950626373291016,0.002685546875,positive,2.465484619140625,0.00537109375,positive,False,0.1705601149875195,0.1705601149875195,smaller_pair_magnitude_beyond_numeric_bound,False,False
3169,1,O,D,natural_deletion,ab_forward/answer_mean,-1.4862346649169922,-0.2534923553466797,0.002685546875,0.002685546875,negative,negative,10.091684341430664,8.858942031860352,1.2327423095703125,0.00537109375,positive,9.475313186645508,0.002685546875,positive,1.2327423095703125,0.00537109375,positive,False,0.1705601149875195,0.1705601149875195,smaller_pair_magnitude_beyond_numeric_bound,False,False
3169,1,O,D,natural_deletion,ab_forward/total_with_eos,-2.9724693298339844,-0.5069847106933594,0.002685546875,0.002685546875,negative,negative,20.183368682861328,17.717884063720703,2.465484619140625,0.00537109375,positive,18.950626373291016,0.002685546875,positive,2.465484619140625,0.00537109375,positive,False,0.1705601149875195,0.1705601149875195,smaller_pair_magnitude_beyond_numeric_bound,False,False
3169,1,O,D,natural_deletion,ab_forward/mean_with_eos,-0.9908231099446612,-0.16899490356445268,0.002685546875,0.002685546875,negative,negative,6.727789560953776,5.905961354573568,0.8218282063802085,0.00537109375,positive,6.316875457763672,0.002685546875,positive,0.8218282063802085,0.00537109375,positive,False,0.1705601149875191,0.1705601149875191,smaller_pair_magnitude_beyond_numeric_bound,False,False
3169,1,O,D,natural_deletion,ab_reverse/answer_sum,-2.047405242919922,-0.2565269470214844,0.002685546875,0.002685546875,negative,negative,16.454429626464844,14.663551330566406,1.7908782958984375,0.00537109375,positive,15.558990478515625,0.002685546875,positive,1.7908782958984375,0.00537109375,positive,False,0.1252936847302572,0.1252936847302572,smaller_pair_magnitude_beyond_numeric_bound,False,False
3169,1,O,D,natural_deletion,ab_reverse/answer_mean,-1.023702621459961,-0.1282634735107422,0.002685546875,0.002685546875,negative,negative,8.227214813232422,7.331775665283203,0.8954391479492188,0.00537109375,positive,7.7794952392578125,0.002685546875,positive,0.8954391479492188,0.00537109375,positive,False,0.1252936847302572,0.1252936847302572,smaller_pair_magnitude_beyond_numeric_bound,False,False
3169,1,O,D,natural_deletion,ab_reverse/total_with_eos,-2.047405242919922,-0.2565269470214844,0.002685546875,0.002685546875,negative,negative,16.454429626464844,14.663551330566406,1.7908782958984375,0.00537109375,positive,15.558990478515625,0.002685546875,positive,1.7908782958984375,0.00537109375,positive,False,0.1252936847302572,0.1252936847302572,smaller_pair_magnitude_beyond_numeric_bound,False,False
3169,1,O,D,natural_deletion,ab_reverse/mean_with_eos,-0.6824684143066406,-0.08550898234049509,0.002685546875,0.002685546875,negative,negative,5.484809875488281,4.887850443522135,0.5969594319661455,0.00537109375,positive,5.186330159505208,0.002685546875,positive,0.5969594319661455,0.00537109375,positive,False,0.12529368473025765,0.12529368473025765,smaller_pair_magnitude_beyond_numeric_bound,False,False
3169,1,O,D,natural_deletion,ncc,-0.04233535846122294,0.11284253827988078,0.00537109375,0.00537109375,negative,positive,4.559394651889944,4.404216755148841,0.15517789674110372,0.0107421875,positive,4.481805703519393,0.00537109375,positive,-0.07050717981865784,0.0107421875,negative,True,-2.665444261756727,2.665444261756727,pair_direction_reversed,False,False
3169,1,O,D,natural_deletion,background,-0.12040395021390715,-0.03281451297063587,0.002685546875,0.002685546875,negative,negative,0.005675182501331477,-0.08191425474193981,0.08758943724327128,0.00537109375,positive,-0.038119536120304165,0.002685546875,negative,0.08758943724327128,0.00537109375,positive,False,0.2725368471079087,0.2725368471079087,smaller_pair_magnitude_beyond_numeric_bound,False,False
3169,1,O,D,natural_deletion,ab_symmetric_sum,-2.509937286376953,-0.3817558288574219,0.002685546875,0.002685546875,negative,negative,18.318899154663086,16.190717697143555,2.1281814575195312,0.00537109375,positive,17.25480842590332,0.002685546875,positive,2.1281814575195312,0.00537109375,positive,False,0.15209775595966352,0.15209775595966352,smaller_pair_magnitude_beyond_numeric_bound,False,False
3169,1,O,D,natural_deletion,ab_mapping_gap_sum,-0.9250640869140625,-0.250457763671875,0.00537109375,0.00537109375,negative,negative,3.7289390563964844,3.054332733154297,0.6746063232421875,0.0107421875,positive,3.3916358947753906,0.00537109375,positive,0.6746063232421875,0.0107421875,positive,False,0.2707463917525773,0.2707463917525773,smaller_pair_magnitude_beyond_numeric_bound,False,False
3169,1,O,D,natural_deletion,single_probe/empty,-0.017670949300130356,0.12368494669596375,0.00537109375,0.00537109375,negative,positive,4.705112711588542,4.5637568155924475,0.1413558959960941,0.0107421875,positive,4.6344347635904946,0.00537109375,positive,-0.10601399739583339,0.0107421875,negative,True,-6.999337986615769,6.999337986615769,pair_direction_reversed,False,False
3169,1,O,D,natural_deletion,single_probe/space,0.010275522867838394,0.11934839884440107,0.00537109375,0.00537109375,positive,positive,4.621792602539062,4.5127197265625,0.10907287597656268,0.0107421875,positive,4.5672561645507805,0.00537109375,positive,-0.10907287597656268,0.0107421875,negative,False,11.614824897908845,11.614824897908845,larger_pair_magnitude_beyond_numeric_bound,False,False
3169,1,O,D,natural_deletion,single_probe/na,-0.04807790120442723,0.11271031697591205,0.00537109375,0.00537109375,negative,positive,4.480318450927735,4.319530232747395,0.16078821818033928,0.0107421875,positive,4.399924341837565,0.00537109375,positive,-0.06463241577148482,0.0107421875,negative,True,-2.3443268976461304,2.3443268976461304,pair_direction_reversed,False,False
3169,1,O,D,natural_deletion,single_probe/mask,-0.046119689941405806,0.11291275024414027,0.00537109375,0.00537109375,negative,positive,4.5113586425781245,4.352326202392579,0.15903244018554608,0.0107421875,positive,4.431842422485351,0.00537109375,positive,-0.06679306030273446,0.0107421875,negative,True,-2.4482547559967074,2.4482547559967074,pair_direction_reversed,False,False
3169,1,O,D,natural_deletion,single_probe/lorem,-0.15334498087565152,0.0811546325683592,0.00537109375,0.00537109375,negative,positive,4.818776448567709,4.584276835123698,0.2344996134440107,0.0107421875,positive,4.701526641845703,0.00537109375,positive,0.07219034830729232,0.0107421875,positive,True,-0.5292291414100344,0.5292291414100344,pair_direction_reversed,False,False
3169,1,O,D,natural_deletion,leave_one_out/empty,-0.045049478129477905,0.11129383590284014,0.00537109375,0.00537109375,negative,positive,4.538905527217574,4.382562213185256,0.15634331403231805,0.0107421875,positive,4.460733870201414,0.00537109375,positive,-0.06624435777336224,0.0107421875,negative,True,-2.4704800260497484,2.4704800260497484,pair_direction_reversed,False,False
3169,1,O,D,natural_deletion,leave_one_out/space,-0.05374650887616994,0.11129051209187502,0.00537109375,0.00537109375,negative,positive,4.544938849004627,4.379901828036582,0.16503702096804496,0.0107421875,positive,4.462420338520603,0.00537109375,positive,-0.057544003215705075,0.0107421875,negative,True,-2.070655646644593,2.070655646644593,pair_direction_reversed,False,False
3169,1,O,D,natural_deletion,leave_one_out/na,-0.03129375789936617,0.11426492811151334,0.00537109375,0.00537109375,negative,positive,4.617452705869155,4.471894019858276,0.1455586860108795,0.0107421875,positive,4.5446733628637155,0.00537109375,positive,-0.08297117021214717,0.0107421875,negative,True,-3.6513648657653763,3.6513648657653763,pair_direction_reversed,False,False
3169,1,O,D,natural_deletion,leave_one_out/mask,-0.041384254509725604,0.11282699397886375,0.00537109375,0.00537109375,negative,positive,4.571131214788111,4.416919966299522,0.15421124848858936,0.0107421875,positive,4.494025590543816,0.00537109375,positive,-0.07144273946913815,0.0107421875,negative,True,-2.7263266021222776,2.7263266021222776,pair_direction_reversed,False,False
3169,1,O,D,natural_deletion,leave_one_out/lorem,-0.035932156228910994,0.1149984068561456,0.00537109375,0.00537109375,negative,positive,4.546300045860887,4.3953694827758305,0.1509305630850566,0.0107421875,positive,4.47083476431836,0.00537109375,positive,-0.0790662506272346,0.0107421875,negative,True,-3.200431561176892,3.200431561176892,pair_direction_reversed,False,False
3169,1,O,N1,matched_replacement,original/answer_sum,-0.6523323059082031,0.14519882202148438,0.002685546875,0.002685546875,negative,positive,15.958648681640625,15.161117553710938,0.7975311279296875,0.00537109375,positive,15.559883117675781,0.002685546875,positive,0.5071334838867188,0.00537109375,positive,True,-0.22258413496681384,0.22258413496681384,pair_direction_reversed,False,False
3169,1,O,N1,matched_replacement,original/answer_mean,-0.1627393086751302,0.04839960734049509,0.002685546875,0.002685546875,negative,positive,5.147156270345052,4.936017354329427,0.2111389160156253,0.00537109375,positive,5.041586812337239,0.002685546875,positive,0.11433970133463511,0.00537109375,positive,True,-0.29740575730915286,0.29740575730915286,pair_direction_reversed,False,False
3169,1,O,N1,matched_replacement,original/total_with_eos,-0.6523323059082031,0.14519882202148438,0.002685546875,0.002685546875,negative,positive,15.958648681640625,15.161117553710938,0.7975311279296875,0.00537109375,positive,15.559883117675781,0.002685546875,positive,0.5071334838867188,0.00537109375,positive,True,-0.22258413496681384,0.22258413496681384,pair_direction_reversed,False,False
3169,1,O,N1,matched_replacement,original/mean_with_eos,-0.1288925806681315,0.036299705505371094,0.002685546875,0.002685546875,negative,positive,3.8819163640340166,3.716724077860514,0.1651922861735026,0.00537109375,positive,3.7993202209472656,0.002685546875,positive,0.09259287516276041,0.00537109375,positive,True,-0.28162757947126854,0.28162757947126854,pair_direction_reversed,False,False
3169,1,O,N1,matched_replacement,ab_forward/answer_sum,-2.9724693298339844,-0.7461967468261719,0.002685546875,0.002685546875,negative,negative,23.430278778076172,21.20400619506836,2.2262725830078125,0.00537109375,positive,22.317142486572266,0.002685546875,positive,2.2262725830078125,0.00537109375,positive,False,0.2510359785168407,0.2510359785168407,smaller_pair_magnitude_beyond_numeric_bound,False,False
