contrast_id,query_id,kind,terms,view,effect,numeric_bound,direction,statistical_interval,role,template
ELS-3169-F1-word_pair-O,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-O-H""},{""coefficient"":-1,""condition"":""F1-O-O""}]",original/answer_sum,-0.6523323059082031,0.002685546875,negative,False,historical_pair,1
ELS-3169-F1-word_pair-O,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-O-H""},{""coefficient"":-1,""condition"":""F1-O-O""}]",original/answer_mean,-0.1627393086751302,0.002685546875,negative,False,historical_pair,1
ELS-3169-F1-word_pair-O,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-O-H""},{""coefficient"":-1,""condition"":""F1-O-O""}]",original/total_with_eos,-0.6523323059082031,0.002685546875,negative,False,historical_pair,1
ELS-3169-F1-word_pair-O,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-O-H""},{""coefficient"":-1,""condition"":""F1-O-O""}]",original/mean_with_eos,-0.1288925806681315,0.002685546875,negative,False,historical_pair,1
ELS-3169-F1-word_pair-O,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-O-H""},{""coefficient"":-1,""condition"":""F1-O-O""}]",ab_forward/answer_sum,-2.9724693298339844,0.002685546875,negative,False,historical_pair,1
ELS-3169-F1-word_pair-O,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-O-H""},{""coefficient"":-1,""condition"":""F1-O-O""}]",ab_forward/answer_mean,-1.4862346649169922,0.002685546875,negative,False,historical_pair,1
ELS-3169-F1-word_pair-O,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-O-H""},{""coefficient"":-1,""condition"":""F1-O-O""}]",ab_forward/total_with_eos,-2.9724693298339844,0.002685546875,negative,False,historical_pair,1
ELS-3169-F1-word_pair-O,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-O-H""},{""coefficient"":-1,""condition"":""F1-O-O""}]",ab_forward/mean_with_eos,-0.9908231099446612,0.002685546875,negative,False,historical_pair,1
ELS-3169-F1-word_pair-O,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-O-H""},{""coefficient"":-1,""condition"":""F1-O-O""}]",ab_reverse/answer_sum,-2.047405242919922,0.002685546875,negative,False,historical_pair,1
ELS-3169-F1-word_pair-O,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-O-H""},{""coefficient"":-1,""condition"":""F1-O-O""}]",ab_reverse/answer_mean,-1.023702621459961,0.002685546875,negative,False,historical_pair,1
ELS-3169-F1-word_pair-O,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-O-H""},{""coefficient"":-1,""condition"":""F1-O-O""}]",ab_reverse/total_with_eos,-2.047405242919922,0.002685546875,negative,False,historical_pair,1
ELS-3169-F1-word_pair-O,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-O-H""},{""coefficient"":-1,""condition"":""F1-O-O""}]",ab_reverse/mean_with_eos,-0.6824684143066406,0.002685546875,negative,False,historical_pair,1
ELS-3169-F1-word_pair-O,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-O-H""},{""coefficient"":-1,""condition"":""F1-O-O""}]",ncc,-0.04233535846122294,0.00537109375,negative,False,historical_pair,1
ELS-3169-F1-word_pair-O,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-O-H""},{""coefficient"":-1,""condition"":""F1-O-O""}]",background,-0.12040395021390715,0.002685546875,negative,False,historical_pair,1
ELS-3169-F1-word_pair-O,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-O-H""},{""coefficient"":-1,""condition"":""F1-O-O""}]",ab_symmetric_sum,-2.509937286376953,0.002685546875,negative,False,historical_pair,1
ELS-3169-F1-word_pair-O,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-O-H""},{""coefficient"":-1,""condition"":""F1-O-O""}]",ab_mapping_gap_sum,-0.9250640869140625,0.00537109375,negative,False,historical_pair,1
ELS-3169-F1-word_pair-D,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-D-H""},{""coefficient"":-1,""condition"":""F1-D-O""}]",original/answer_sum,0.24008560180664062,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-D-H""},{""coefficient"":-1,""condition"":""F1-D-O""}]",original/answer_mean,0.08002802530924491,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-D-H""},{""coefficient"":-1,""condition"":""F1-D-O""}]",original/total_with_eos,0.24008560180664062,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-D-H""},{""coefficient"":-1,""condition"":""F1-D-O""}]",original/mean_with_eos,0.060021082560221206,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-D-H""},{""coefficient"":-1,""condition"":""F1-D-O""}]",ab_forward/answer_sum,-0.5069847106933594,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-D-H""},{""coefficient"":-1,""condition"":""F1-D-O""}]",ab_forward/answer_mean,-0.2534923553466797,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-D-H""},{""coefficient"":-1,""condition"":""F1-D-O""}]",ab_forward/total_with_eos,-0.5069847106933594,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-D-H""},{""coefficient"":-1,""condition"":""F1-D-O""}]",ab_forward/mean_with_eos,-0.16899490356445268,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-D-H""},{""coefficient"":-1,""condition"":""F1-D-O""}]",ab_reverse/answer_sum,-0.2565269470214844,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-D-H""},{""coefficient"":-1,""condition"":""F1-D-O""}]",ab_reverse/answer_mean,-0.1282634735107422,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-D-H""},{""coefficient"":-1,""condition"":""F1-D-O""}]",ab_reverse/total_with_eos,-0.2565269470214844,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-D-H""},{""coefficient"":-1,""condition"":""F1-D-O""}]",ab_reverse/mean_with_eos,-0.08550898234049509,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-D-H""},{""coefficient"":-1,""condition"":""F1-D-O""}]",ncc,0.11284253827988078,0.00537109375,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-D-H""},{""coefficient"":-1,""condition"":""F1-D-O""}]",background,-0.03281451297063587,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-D-H""},{""coefficient"":-1,""condition"":""F1-D-O""}]",ab_symmetric_sum,-0.3817558288574219,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-D,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-D-H""},{""coefficient"":-1,""condition"":""F1-D-O""}]",ab_mapping_gap_sum,-0.250457763671875,0.00537109375,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N1-H""},{""coefficient"":-1,""condition"":""F1-N1-O""}]",original/answer_sum,0.14519882202148438,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N1-H""},{""coefficient"":-1,""condition"":""F1-N1-O""}]",original/answer_mean,0.04839960734049509,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N1-H""},{""coefficient"":-1,""condition"":""F1-N1-O""}]",original/total_with_eos,0.14519882202148438,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N1-H""},{""coefficient"":-1,""condition"":""F1-N1-O""}]",original/mean_with_eos,0.036299705505371094,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N1-H""},{""coefficient"":-1,""condition"":""F1-N1-O""}]",ab_forward/answer_sum,-0.7461967468261719,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N1-H""},{""coefficient"":-1,""condition"":""F1-N1-O""}]",ab_forward/answer_mean,-0.37309837341308594,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N1-H""},{""coefficient"":-1,""condition"":""F1-N1-O""}]",ab_forward/total_with_eos,-0.7461967468261719,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N1-H""},{""coefficient"":-1,""condition"":""F1-N1-O""}]",ab_forward/mean_with_eos,-0.2487322489420576,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N1-H""},{""coefficient"":-1,""condition"":""F1-N1-O""}]",ab_reverse/answer_sum,-0.8745956420898438,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N1-H""},{""coefficient"":-1,""condition"":""F1-N1-O""}]",ab_reverse/answer_mean,-0.4372978210449219,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N1-H""},{""coefficient"":-1,""condition"":""F1-N1-O""}]",ab_reverse/total_with_eos,-0.8745956420898438,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N1-H""},{""coefficient"":-1,""condition"":""F1-N1-O""}]",ab_reverse/mean_with_eos,-0.2915318806966152,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N1-H""},{""coefficient"":-1,""condition"":""F1-N1-O""}]",ncc,0.09394487865108658,0.00537109375,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N1-H""},{""coefficient"":-1,""condition"":""F1-N1-O""}]",background,-0.045545271310591495,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N1-H""},{""coefficient"":-1,""condition"":""F1-N1-O""}]",ab_symmetric_sum,-0.8103961944580078,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N1-H""},{""coefficient"":-1,""condition"":""F1-N1-O""}]",ab_mapping_gap_sum,0.12839889526367188,0.00537109375,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E1-H""},{""coefficient"":-1,""condition"":""F1-E1-O""}]",original/answer_sum,0.2809104919433594,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E1-H""},{""coefficient"":-1,""condition"":""F1-E1-O""}]",original/answer_mean,0.0936363220214842,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E1-H""},{""coefficient"":-1,""condition"":""F1-E1-O""}]",original/total_with_eos,0.2809104919433594,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E1-H""},{""coefficient"":-1,""condition"":""F1-E1-O""}]",original/mean_with_eos,0.0702273050944009,0.002685546875,positive,False,within_arm_pair,1
