query_id,condition,encoding,view,score_mode,non_hate_margin,numeric_bound,hate_score,non_hate_score,record_id,prompt_sha256,prediction,exact_tie,numerically_unresolved,original_reference,reviewed_reference,original_correct,reviewed_correct
3169,F1-O-H,original,original/answer_sum,answer_sum,-0.914825439453125,0.0013427734375,-0.3781547546386719,-1.2929801940917969,ELS-3169:original:F1-O-H:real,ef13fe16490f110f7db44184135995277f31ba81b9a585c96f98b25aa09de4a6,hate,False,False,non-hate,non-hate,False,False
3169,F1-O-H,original,original/answer_mean,answer_mean,-0.13254445393880207,0.0013427734375,-0.12605158487955728,-0.25859603881835935,ELS-3169:original:F1-O-H:real,ef13fe16490f110f7db44184135995277f31ba81b9a585c96f98b25aa09de4a6,hate,False,False,non-hate,non-hate,False,False
3169,F1-O-H,original,original/total_with_eos,total_with_eos,-0.914825439453125,0.0013427734375,-0.3781547546386719,-1.2929801940917969,ELS-3169:original:F1-O-H:real,ef13fe16490f110f7db44184135995277f31ba81b9a585c96f98b25aa09de4a6,hate,False,False,non-hate,non-hate,False,False
3169,F1-O-H,original,original/mean_with_eos,mean_with_eos,-0.1209580103556315,0.0013427734375,-0.09453868865966797,-0.21549669901529947,ELS-3169:original:F1-O-H:real,ef13fe16490f110f7db44184135995277f31ba81b9a585c96f98b25aa09de4a6,hate,False,False,non-hate,non-hate,False,False
3169,F1-O-O,original,original/answer_sum,answer_sum,-0.2624931335449219,0.0013427734375,-0.6202011108398438,-0.8826942443847656,ELS-3169:original:F1-O-O:real,25c781762e1243d3952a87cbe81b8df129e48699feb2a0e5293474735d7ef1a4,hate,False,False,non-hate,non-hate,False,False
3169,F1-O-O,original,original/answer_mean,answer_mean,0.03019485473632813,0.0013427734375,-0.20673370361328125,-0.17653884887695312,ELS-3169:original:F1-O-O:real,25c781762e1243d3952a87cbe81b8df129e48699feb2a0e5293474735d7ef1a4,non-hate,False,False,non-hate,non-hate,True,True
3169,F1-O-O,original,original/total_with_eos,total_with_eos,-0.2624931335449219,0.0013427734375,-0.6202011108398438,-0.8826942443847656,ELS-3169:original:F1-O-O:real,25c781762e1243d3952a87cbe81b8df129e48699feb2a0e5293474735d7ef1a4,hate,False,False,non-hate,non-hate,False,False
3169,F1-O-O,original,original/mean_with_eos,mean_with_eos,0.0079345703125,0.0013427734375,-0.15505027770996094,-0.14711570739746094,ELS-3169:original:F1-O-O:real,25c781762e1243d3952a87cbe81b8df129e48699feb2a0e5293474735d7ef1a4,non-hate,False,False,non-hate,non-hate,True,True
3169,F1-D-H,original,original/answer_sum,answer_sum,13.297550201416016,0.0013427734375,-13.297615051269531,-6.4849853515625e-05,ELS-3169:original:F1-D-H:real,3c4c8167a0cd9ad8fc328e6a49014db6309c20e716f98b312d6e657b42a55e5b,non-hate,False,False,non-hate,non-hate,True,True
3169,F1-D-H,original,original/answer_mean,answer_mean,4.432525380452474,0.0013427734375,-4.432538350423177,-1.2969970703125e-05,ELS-3169:original:F1-D-H:real,3c4c8167a0cd9ad8fc328e6a49014db6309c20e716f98b312d6e657b42a55e5b,non-hate,False,False,non-hate,non-hate,True,True
3169,F1-D-H,original,original/total_with_eos,total_with_eos,13.297550201416016,0.0013427734375,-13.297615051269531,-6.4849853515625e-05,ELS-3169:original:F1-D-H:real,3c4c8167a0cd9ad8fc328e6a49014db6309c20e716f98b312d6e657b42a55e5b,non-hate,False,False,non-hate,non-hate,True,True
3169,F1-D-H,original,original/mean_with_eos,mean_with_eos,3.3243929545084634,0.0013427734375,-3.324403762817383,-1.0808308919270834e-05,ELS-3169:original:F1-D-H:real,3c4c8167a0cd9ad8fc328e6a49014db6309c20e716f98b312d6e657b42a55e5b,non-hate,False,False,non-hate,non-hate,True,True
3169,F1-D-O,original,original/answer_sum,answer_sum,13.057464599609375,0.0013427734375,-13.057533264160156,-6.866455078125e-05,ELS-3169:original:F1-D-O:real,8e9ce1e9da59344a7e321c4cdbbaafdb2a3681a1c721dc4992385afe553cbeb3,non-hate,False,False,non-hate,non-hate,True,True
3169,F1-D-O,original,original/answer_mean,answer_mean,4.352497355143229,0.0013427734375,-4.352511088053386,-1.373291015625e-05,ELS-3169:original:F1-D-O:real,8e9ce1e9da59344a7e321c4cdbbaafdb2a3681a1c721dc4992385afe553cbeb3,non-hate,False,False,non-hate,non-hate,True,True
3169,F1-D-O,original,original/total_with_eos,total_with_eos,13.057464599609375,0.0013427734375,-13.057533264160156,-6.866455078125e-05,ELS-3169:original:F1-D-O:real,8e9ce1e9da59344a7e321c4cdbbaafdb2a3681a1c721dc4992385afe553cbeb3,non-hate,False,False,non-hate,non-hate,True,True
3169,F1-D-O,original,original/mean_with_eos,mean_with_eos,3.264371871948242,0.0013427734375,-3.264383316040039,-1.1444091796875e-05,ELS-3169:original:F1-D-O:real,8e9ce1e9da59344a7e321c4cdbbaafdb2a3681a1c721dc4992385afe553cbeb3,non-hate,False,False,non-hate,non-hate,True,True
3169,F1-N1-H,original,original/answer_sum,answer_sum,15.0438232421875,0.0013427734375,-15.043853759765625,-3.0517578125e-05,ELS-3169:original:F1-N1-H:real,808ffde8fb261c7ff85150618b4ac6810ab216ffa83e1ae7ef92d1c4ae0ba676,non-hate,False,False,non-hate,non-hate,True,True
3169,F1-N1-H,original,original/answer_mean,answer_mean,5.01461181640625,0.0013427734375,-5.014617919921875,-6.103515625e-06,ELS-3169:original:F1-N1-H:real,808ffde8fb261c7ff85150618b4ac6810ab216ffa83e1ae7ef92d1c4ae0ba676,non-hate,False,False,non-hate,non-hate,True,True
3169,F1-N1-H,original,original/total_with_eos,total_with_eos,15.0438232421875,0.0013427734375,-15.043853759765625,-3.0517578125e-05,ELS-3169:original:F1-N1-H:real,808ffde8fb261c7ff85150618b4ac6810ab216ffa83e1ae7ef92d1c4ae0ba676,non-hate,False,False,non-hate,non-hate,True,True
3169,F1-N1-H,original,original/mean_with_eos,mean_with_eos,3.7609583536783853,0.0013427734375,-3.7609634399414062,-5.086263020833333e-06,ELS-3169:original:F1-N1-H:real,808ffde8fb261c7ff85150618b4ac6810ab216ffa83e1ae7ef92d1c4ae0ba676,non-hate,False,False,non-hate,non-hate,True,True
