object_id,review_kind,text,hate,group,uncertainties,note,human_adjudicated_tasks,user_rationale,online_material_confirmed,hate_policy_version,hate_policy_sha256,group_policy_version,group_policy_sha256
demo:476,ai_note,在下也不太能接受。不过有一个问题，假如那姑娘被黑人给QJ了怎么算⁉俺觉得这种情况反而能接受了😅,hate,"[""Racism"", ""Sexism""]",,通过是否自愿来贬评女性与黑人交往，形成种族与性别化的污名；“能接受受害者”没有赞许强暴，不能据 QJ 字面取暴力级。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:478,ai_note,u1s1，那个图片里对女人的解读基本没什么毛病，如果你觉得不对，那么请在五千年人类史中举出反例,non-hate,"[""Sexism""]",,参照 #3194、#4744，只看可见文字。赞同的具体图片命题缺失，当前句子没有可识别的攻击内容，不补造图片；女人明确作为被解释的群体，保留 Sexism。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:4810,ai_note,女权背后打拳替美国佬办事的狗东西可不少，把黑人娶进来的咋不说呢,hate,null,身份只是来源说明，还是实际评价单位,明确辱骂被指为政治代理的参与者，严重度先取 2。group 倾向 Racism、Sexism、others；“美国佬”是另一个被贬称的国民对象（加 Region），还是仅为政治代理指控的背景，完整集合待讨论。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:4839,ai_note,用歧视修正道德吧，媚黑的扭曲三观，需要歧视其，并连带歧视其家人邻居等等大范围，只有火烧到了身上，大部分人才会救火,hate,"[""others""]",,把亲黑人态度者及其家人邻居一并列为歧视对象，是对明确人群的连带排斥，取 others；无明确性别信息，也未直接评价黑人群体本身，不补 Sexism 或 Racism。“火烧”是殃及自身的比喻。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:4891,ai_note,抛开数量谈都是耍流氓最底层的“最”，这个模糊的伺……底层男可以找底层女啊，底层女的也被挤压（）,non-hate,"[""Sexism"", ""others""]",,批评论证方式并讨论男女及底层阶层的婚恋处境，没有将“底层”本身说成低劣，也未直接称对方是流氓；取 0。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:4939,ai_note,备注：本人于今天上午一点发的同名帖子被系统删除，删前已有100多评论。大家猜猜是怎么回事呢,non-hate,[],,描述帖子被删除并邀请推测，没有实施针对人的贬损。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:51,ai_note,人类中智商极端高的通常是红丸觉醒者，他们深刻认识到了母人吸血的本能和生命的雌本位底层代码，所以才把母人当成繁殖和泄欲的工具，或者干脆就是男同。,hate,"[""LGBTQ"", ""Sexism"", ""others""]",,宣称女性有吸血本能并仅具繁殖、泄欲工具价值，支持 3 级；红丸群体与男同也作为行为选择或评价单位，分别保留 others、LGBTQ。没有明确认可强迫性暴力，不据性内容直接升 4。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5113,ai_note,很多男的无感，我老公就是对同志无感，而且他还有一个同事一个战友是同，他们玩的都挺好的。但是他说他在部队，有个男的加他，要给他k，他不同意，然后那个男的说闭上眼睛享受就行了，结果我老公把他拉黑了。今年我不知道啥事问他，他才告诉我的，他说就是很奇怪，为啥会有男的要给他k🤔，神经病么。。。他们直男都不了解为什么同会这样，都觉得很奇怪。其实很多直男对同都是无感的,null,"[""LGBTQ"", ""Sexism"", ""others""]",反讽、转述与实际认可未分清,正文同时描述男同性恋、男性及异性恋态度，LGBTQ、Sexism、others 可保留。疑点在“神经病么”是作者认可的个体侮辱，还是仅转述丈夫反应；候选 2／0，倾向 2。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5125,ai_note,嫁非洲人可以，去非洲。我们不需要中非混血。更不需要嘿二代少先队员说我们是祖国的花朵。审美不符，道德情操不符，艾滋病的潜伏期太长，国人很怕当接盘侠。,hate,"[""Racism"", ""Region"", ""Sexism""]",,要求因跨种族婚育而离境并排斥混血后代的共同体参与，兼有种族、地域归属及性别化婚恋评价，取 3 级。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5135,ai_note,作为一个土生外长的河南人，以前也一直是恨铁不成钢，和外面的人打交道从来小心翼翼，生怕给故乡招了黑，但到后来慢慢才发现，各种迹象表明，地域黑是西方资本控制的国内某些媒体，刻意营造出来的从内部分裂、瓦解民族认同感的舆论战争！（结合当下的国际形势，以及曝光出来的一些类似案例，请自行脑补）,non-hate,"[""Region""]",,反对地域污名并归因媒体和资本操作，没有把抽象资本改写成具体受辱人群。这里不核实或认可其政治操控指控，取 0。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5211,ai_note,这个不是有视频吗，再怎么样黑黑在中国打中国女人那两个男的不出手说不过去，如果在非洲中国人打黑女人估计命都不保,non-hate,"[""Racism"", ""Region"", ""Sexism""]",,批评殴打与旁观并比较种族、中外居民和男女处境，取 Racism、Region、Sexism。反事实后果是预测，没有直接赞成杀人；当前措辞不足以另立作者攻击，取 0。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5230,ai_note,这里部分哪里是臆想，一个存在命题而已，【存在】华工在法国获得了法国女性的青睐，这样子表述你依旧认为不完备吗？,non-hate,"[""Region"", ""Sexism"", ""others""]",,以华工和法国女性为交往命题的实际对象，按国别、性别和工人角色取 Region、Sexism、others；没有明确种族维度，不因国籍词补 Racism。存在命题本身没有攻击，取 0。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:528,ai_note,骂棒畜是一回事，骂幕刃又是另一回事,null,"[""Region"", ""Sexism""]",反讽、转述与实际认可未分清,韩国对象和女性为两个明确被指称的类别，取 Region、Sexism，不补种族。待区分是否用辱称直接指人（参照 #3845 可取 3），还是仅对比两类骂人行为而未实施攻击（0）；倾向 3。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5282,ai_note,他们对上海地域黑怎么黑的他们把我们做过的事都说了一遍别的不说，就爱丁堡一事，哪怕你是上海人都不该维护自己，否则就别怪别人黑,hate,"[""Region""]",,当前文本直接以“上海人”为单位正当化地域黑，并否定其辩护；与 #4744 未展示具体攻击的情况有别。取 2 级群体污名，尚不足以扩成剥夺基本权利或身体伤害。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5297,ai_note,西安本地都是河南人，在西安城里面走到哪都能听到河南话，有必要黑河南？我听到见到的主流声音都是豫陕一家亲，从足球来看，无论陕西浐灞还是现在的长安竞技，都是和河南建业关系最好。个别黑河南黑洛阳的是带着KPI的，甚至不排除反串的，请不要再挑起豫陕两省的矛盾了。,non-hate,"[""Region""]",,为两地居民辩护并反对制造地域矛盾；对个别挑事者动机的质疑没有另外的人格辱骂，取 0。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5330,ai_note,只能说物以类聚吧，至少我身边的女孩子都是这样，甚至还会觉得他们（黑和白）味道很大😭,hate,"[""Racism"", ""Sexism""]",,认可针对黑人白人的负面体味概括，并概括女性态度，取 Racism、Sexism。强度按轻度负面概括取 1，没有天生低等或排斥权利主张。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5365,ai_note,又是应了那句老话，认真你就输了。人类真是复读机，租鸡青一了解一下？（开玩笑的）,null,null,反讽、转述与实际认可未分清；身份只是来源说明，还是实际评价单位,检得“租鸡青一”常释为青年租房及购买性服务的说法，不能当作无义字符串。候选：泛谈生活选择、转述网络梗（0）；实际使用其中职业贬称／性别物化的轻度表达（1）。倾向 1；group 倾向 Sexism、others，但若仅谈角色行为或词语本身，集合会不同。玩笑标记不自动免责。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5394,ai_note,我感觉西方的教会拒绝甚至诅咒同性恋是对他们信仰的维护。我也不容我的信仰被玷污。当然，西方炼铜的，该怎么死怎么死。在我的生活中，只要txl不干扰他人并强迫接受，那可以理解。当然，不诅咒已经是最大的克制了。不祝福，不喜欢。,hate,"[""LGBTQ"", ""others""]",,既有对同性恋的排斥，也有对“炼铜的”这一人群的死亡措辞；others 包括该人群与实际评价的信仰共同体。“该怎么死怎么死”是否认可身体伤害待讨论，候选 3／4、倾向 4；即便 4，也不能将暴力对象改成同性恋。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5408,ai_note,幕刃是这样的,hate,"[""Sexism""]",,使用女性侮辱性谐称作群体概括，取 2 级。并非独立针对某个可识别个人，不机械补 others。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5416,ai_note,这么说的话最不会传播艾滋病的是女同，女同应该打压男同跟异性恋，让世界上只有女同！,null,"[""LGBTQ"", ""others""]",反讽、转述与实际认可未分清,女同、男同与异性恋都是实际比较对象，group 取 LGBTQ、others。开头的条件推论可能在归谬反驳按感染风险排斥人群，也可能实际赞成排斥；候选 0／3，倾向 0，不补造前文。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5425,ai_note,滚，lkd,hate,"[""Sexism"", ""others""]",,直接沿用用户 #1729 的 lkd＝烂裤裆释义，针对个人作性别化私生活羞辱，取 Sexism、others／2；个人辱骂本身不再是 hate 范围疑点。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5466,ai_note,上个帖子被贴吧破防的幕刃举报没了，后面我看重新申请回来,hate,"[""Sexism"", ""others""]",,针对具体举报者使用女性辱称，行为批评之外另有个人辱骂，按增补规则取 Sexism、others／2。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5473,ai_note,有一说一真的不会有审美隔离吗，例如黑人白人看我们都是黄皮，我们也分不太清黑人白人的样貌，甚至觉得黑人严重不符合我的审美,non-hate,"[""Racism""]",,描述跨种族面孔辨识与个人审美偏好，没有把不符合自己审美推成群体人格低劣或剥夺权利；可见文本取 0，种族仍是被讨论的实际类别。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5507,ai_note,幕刃不值得同情,hate,"[""Sexism""]",,女性辱称与对整个群体的无同情判断相连，取 2 级；未明确主张伤害或剥夺基本权利，不仅凭“不值得”升 3／4。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5532,ai_note,如果你喜欢对号入座，我无话可说。你们遭人唾弃，还是你们自己的问题，若想人不知，除非己莫为。,hate,"[""others""]",,明确对受话者作人格贬斥。参照个人辱骂计入 others 的规则，未知上文身份不阻止 others，也不补其他专门类别；取 2 级。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5535,ai_note,大兄弟，小心被地域黑当成靶子，毕竟回族在中文网络上名声不太好,non-hate,"[""Racism""]",,提醒回族成员可能被攻击、描述不良网络声誉，未认可该民族低劣，取 0／Racism；不因“地域黑”的字面额外加 Region。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5615,ai_note,嘿人删我贴就是**子！,hate,"[""Racism"", ""others""]",,“嘿人”按本句种族化称呼指向删帖者，另有个人辱骂，先取 Racism、others。不把 ** 宣称为平台屏蔽，沿用 #2004 的主动暗示处理；不补具体脏词。攻击存在，但具体严重度 1／2／3 待校准，倾向 2。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
