object_id,review_kind,text,hate,group,uncertainties,note,human_adjudicated_tasks,user_rationale,online_material_confirmed,hate_policy_version,hate_policy_sha256,group_policy_version,group_policy_sha256
demo:100,human_with_ai,水文是水文，我又不是没把国内女权的德行放出来。你也不用来扣帽子。😆,hate,"[""Sexism""]",,按用户裁决：国内女权的德行已构成贬损，程度较轻也足以判 hate；本例身份映射为 Sexism。,"hate,group",”国内女权的德行“即带有贬损义，虽然程度不高，但足以纳入,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1035,ai_note,女性到底应不应该有权利呢？,non-hate,"[""Sexism""]",,问题明确围绕女性权利；仅凭疑问形式不能认定作者主张剥夺权利。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1158,human_with_ai,女拳真是典中典?,hate,"[""Sexism""]",,按用户裁决：女拳在本句是性别贬称，与典中典形成讥讽；没有女性拳击的语境依据，判 hate + Sexism。,"hate,group",无论是上下文还是用词，都没有任何显然证据表明此处讨论的是”女性拳击“,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1180,human_with_ai,这就是你们txl的好队友吗？,non-hate,"[""LGBTQ""]",,按用户裁决：句中没有明确攻击命题，不能由好队友这一反问补出连带贬损；同性恋是实际指代对象，判 non-hate + LGBTQ。,"hate,group",没有明显攻击意,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1224,human_with_ai,内卷是有底线的，你本科毕业再怎么卷，即使在家待业也不会去扫大街。那个男的接这盘，一辈子抬不起头。,hate,"[""Sexism""]",,按用户复核原标注后的裁决：接这盘，一辈子抬不起头是对男性的性别羞辱，取 hate + Sexism；前半句本科毕业与扫大街仅作行为选择的类比，不另纳入学历、职业身份类别。,"hate,group",仅 Sexism：前半句只作行为选择的类比，不另标身份类别,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1240,human_with_ai,这货删帖了，不好发挥啊,non-hate,[],,按用户采纳意见：这货是轻度个人贬称，未达到本例 hate 门槛；删帖者未作为群体身份对象。,"hate,group",采纳建议：轻度个人贬称，不足以判 hate；无群体身份对象。,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1242,ai_note,我认为的偏见是指在还不了解真实情况或者了解不全的的时候就对某一件事情带有明显的情绪化和极端的观点，例如山西都是挖煤的，上海男人说话都是娘娘腔这种就是很明显的地域偏见，我认为你的好恶只是说你不喜欢txl，可我没说你是偏见。你的好恶是自由的，但偏见不是。,non-hate,"[""Region"", ""LGBTQ"", ""Sexism""]",,地域及男性气质刻板印象被明确当作偏见例子反对；另讨论对同性恋的态度，未见作者直接贬损群体。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:127,ai_note,这问题让我明白为什么基佬在唐山不会被打。基佬染艾原来是为了防身！,hate,"[""LGBTQ""]",,将同性恋与艾滋病相绑定进行嘲讽；唐山是地点背景。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1294,ai_note,歧视这个词不太好，太过了。但确实，很多txl给人的观感并不好，我觉得，这个网络也对人有太多影响，短视频里那些娘里娘气的、装疯卖傻的，让人反感，给孩子们不好的教育示范。,hate,"[""LGBTQ""]",,把反感和有害示范归于同性恋群体及其表达，开头回避歧视用词不消除后续污名。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1336,ai_note,十几年前我刚上网的时候网上东北的名声还行，最起码“东北曾经是发达地区只是现在衰落了”这种常识哪怕是再黑东北的人也不会否认，但是这几年不知道怎么了，可能是智能手机便宜了流量便宜了，很多地域黑居然张口就是东北是贫困山区一样的地方😓,non-hate,[],,反驳对东北经济与地理状况的失实描述；本句讨论地区本身，未评价居民身份。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
