m	z_yes	z_no	log_p_yes	log_p_no	log_legal_mass	legal_mass	pair_support_no	raw_prediction	margin_error_bound	resolution	request_id	query_id	condition	reference	raw_reference_correct	reference_aligned_margin
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J05-M00	J05	M00	无	True	3.206021785736084
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	jmix-J05-MP	J05	MP	无	False	-3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J05-MS	J05	MS	无	True	3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J05-MPS	J05	MPS	无	True	3.206021785736084
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	jmix-J05-MSP	J05	MSP	无	False	-3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J06-M00	J06	M00	无	True	3.206021785736084
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	jmix-J06-MP	J06	MP	无	False	-3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J06-MS	J06	MS	无	True	3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J06-MPS	J06	MPS	无	True	3.206021785736084
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	jmix-J06-MSP	J06	MSP	无	False	-3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J07-M00	J07	M00	无	True	3.206021785736084
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	jmix-J07-MP	J07	MP	无	False	-3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J07-MS	J07	MS	无	True	3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J07-MPS	J07	MPS	无	True	3.206021785736084
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	jmix-J07-MSP	J07	MSP	无	False	-3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J08-M00	J08	M00	无	True	3.206021785736084
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	jmix-J08-MP	J08	MP	无	False	-3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J08-MS	J08	MS	无	True	3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J08-MPS	J08	MPS	无	True	3.206021785736084
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	jmix-J08-MSP	J08	MSP	无	False	-3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J09-M00	J09	M00	有	False	-3.206021785736084
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	jmix-J09-MP	J09	MP	有	True	3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J09-MS	J09	MS	有	False	-3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J09-MPS	J09	MPS	有	False	-3.206021785736084
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	jmix-J09-MSP	J09	MSP	有	True	3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J10-M00	J10	M00	有	False	-3.206021785736084
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	jmix-J10-MP	J10	MP	有	True	3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J10-MS	J10	MS	有	False	-3.206021785736084
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	jmix-J10-MPS	J10	MPS	有	False	-3.206021785736084
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	jmix-J10-MSP	J10	MSP	有	True	3.206021785736084
