m	z_yes	z_no	log_p_yes	log_p_no	log_legal_mass	legal_mass	pair_support_no	raw_prediction	margin_error_bound	resolution	request_id	query_id	dictionary_id	reference	reference_aligned_margin	raw_reference_correct
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J05-D00	J05	D00	无	3.206021785736084	True
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-J05-D01	J05	D01	无	-3.206021785736084	False
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J05-D02	J05	D02	无	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J06-D00	J06	D00	无	3.206021785736084	True
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-J06-D01	J06	D01	无	-3.206021785736084	False
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J06-D02	J06	D02	无	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J07-D00	J07	D00	无	3.206021785736084	True
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-J07-D01	J07	D01	无	-3.206021785736084	False
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J07-D02	J07	D02	无	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J08-D00	J08	D00	无	3.206021785736084	True
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-J08-D01	J08	D01	无	-3.206021785736084	False
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J08-D02	J08	D02	无	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J09-D00	J09	D00	有	-3.206021785736084	False
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-J09-D01	J09	D01	有	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J09-D02	J09	D02	有	-3.206021785736084	False
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J10-D00	J10	D00	有	-3.206021785736084	False
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-J10-D01	J10	D01	有	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-J10-D02	J10	D02	有	-3.206021785736084	False
