query_id	recipient	donor	effect_U	effect_B	effect_A	effect_UB	effect_UA	effect_C	effect_W	effect_P	I_UB	bound_UB	I_UA	bound_UA	I_BA	bound_BA	I_UBA	bound_UBA	I_UC	closure_remainder	conditional_B_after_U	conditional_A_after_U	reference
J05	synthetic-J05-D01	synthetic-J05-D02	5.045896053314209	0.47867417335510254	0.47867417335510254	0.47867417335510254	0.47867417335510254	2.4350196719169617	6.807178735733032	0.47867417335510254	-5.045896053314209	4e-06	-5.045896053314209	4e-06	1.4776713252067566	4e-06	9.41805511713028	8e-06	-0.6737369894981384	0.0	-4.5672218799591064	-4.5672218799591064	无
J05	synthetic-J05-D02	synthetic-J05-D01	-5.045896053314209	-0.47867417335510254	-0.47867417335510254	-0.47867417335510254	-0.47867417335510254	-2.4350196719169617	-6.807178735733032	-0.47867417335510254	5.045896053314209	4e-06	5.045896053314209	4e-06	-1.4776713252067566	4e-06	-9.41805511713028	8e-06	0.6737369894981384	0.0	4.5672218799591064	4.5672218799591064	无
J06	synthetic-J06-D01	synthetic-J06-D02	5.045896053314209	0.47867417335510254	0.47867417335510254	0.47867417335510254	0.47867417335510254	2.4350196719169617	6.807178735733032	0.47867417335510254	-5.045896053314209	4e-06	-5.045896053314209	4e-06	1.4776713252067566	4e-06	9.41805511713028	8e-06	-0.6737369894981384	0.0	-4.5672218799591064	-4.5672218799591064	无
J06	synthetic-J06-D02	synthetic-J06-D01	-5.045896053314209	-0.47867417335510254	-0.47867417335510254	-0.47867417335510254	-0.47867417335510254	-2.4350196719169617	-6.807178735733032	-0.47867417335510254	5.045896053314209	4e-06	5.045896053314209	4e-06	-1.4776713252067566	4e-06	-9.41805511713028	8e-06	0.6737369894981384	0.0	4.5672218799591064	4.5672218799591064	无
J07	synthetic-J07-D01	synthetic-J07-D02	5.045896053314209	0.47867417335510254	0.47867417335510254	0.47867417335510254	0.47867417335510254	2.4350196719169617	6.807178735733032	0.47867417335510254	-5.045896053314209	4e-06	-5.045896053314209	4e-06	1.4776713252067566	4e-06	9.41805511713028	8e-06	-0.6737369894981384	0.0	-4.5672218799591064	-4.5672218799591064	无
J07	synthetic-J07-D02	synthetic-J07-D01	-5.045896053314209	-0.47867417335510254	-0.47867417335510254	-0.47867417335510254	-0.47867417335510254	-2.4350196719169617	-6.807178735733032	-0.47867417335510254	5.045896053314209	4e-06	5.045896053314209	4e-06	-1.4776713252067566	4e-06	-9.41805511713028	8e-06	0.6737369894981384	0.0	4.5672218799591064	4.5672218799591064	无
J08	synthetic-J08-D01	synthetic-J08-D02	5.045896053314209	0.47867417335510254	0.47867417335510254	0.47867417335510254	0.47867417335510254	2.4350196719169617	6.807178735733032	0.47867417335510254	-5.045896053314209	4e-06	-5.045896053314209	4e-06	1.4776713252067566	4e-06	9.41805511713028	8e-06	-0.6737369894981384	0.0	-4.5672218799591064	-4.5672218799591064	无
J08	synthetic-J08-D02	synthetic-J08-D01	-5.045896053314209	-0.47867417335510254	-0.47867417335510254	-0.47867417335510254	-0.47867417335510254	-2.4350196719169617	-6.807178735733032	-0.47867417335510254	5.045896053314209	4e-06	5.045896053314209	4e-06	-1.4776713252067566	4e-06	-9.41805511713028	8e-06	0.6737369894981384	0.0	4.5672218799591064	4.5672218799591064	无
J09	synthetic-J09-D01	synthetic-J09-D02	5.045896053314209	0.47867417335510254	0.47867417335510254	0.47867417335510254	0.47867417335510254	2.4350196719169617	6.807178735733032	0.47867417335510254	-5.045896053314209	4e-06	-5.045896053314209	4e-06	1.4776713252067566	4e-06	9.41805511713028	8e-06	-0.6737369894981384	0.0	-4.5672218799591064	-4.5672218799591064	有
J09	synthetic-J09-D02	synthetic-J09-D01	-5.045896053314209	-0.47867417335510254	-0.47867417335510254	-0.47867417335510254	-0.47867417335510254	-2.4350196719169617	-6.807178735733032	-0.47867417335510254	5.045896053314209	4e-06	5.045896053314209	4e-06	-1.4776713252067566	4e-06	-9.41805511713028	8e-06	0.6737369894981384	0.0	4.5672218799591064	4.5672218799591064	有
J10	synthetic-J10-D01	synthetic-J10-D02	5.045896053314209	0.47867417335510254	0.47867417335510254	0.47867417335510254	0.47867417335510254	2.4350196719169617	6.807178735733032	0.47867417335510254	-5.045896053314209	4e-06	-5.045896053314209	4e-06	1.4776713252067566	4e-06	9.41805511713028	8e-06	-0.6737369894981384	0.0	-4.5672218799591064	-4.5672218799591064	有
J10	synthetic-J10-D02	synthetic-J10-D01	-5.045896053314209	-0.47867417335510254	-0.47867417335510254	-0.47867417335510254	-0.47867417335510254	-2.4350196719169617	-6.807178735733032	-0.47867417335510254	5.045896053314209	4e-06	5.045896053314209	4e-06	-1.4776713252067566	4e-06	-9.41805511713028	8e-06	0.6737369894981384	0.0	4.5672218799591064	4.5672218799591064	有
