contrast_id,role,cross_query,view,effect,numeric_bound,direction,statistical_interval,ncc_background_cancels,cancellation_residual,terms
A-F1-O-KL,query_discrimination,True,original/answer_sum,1.4898271560668945,0.002685546875,positive,False,True,null,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,original/answer_mean,0.14141991933186854,0.002685546875,positive,False,True,null,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,original/total_with_eos,1.4898271560668945,0.002685546875,positive,False,True,null,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,original/mean_with_eos,0.1504635810852051,0.002685546875,positive,False,True,null,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,ab_forward/answer_sum,8.958022117614746,0.002685546875,positive,False,True,null,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,ab_forward/answer_mean,4.479011058807373,0.002685546875,positive,False,True,null,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,ab_forward/total_with_eos,8.958022117614746,0.002685546875,positive,False,True,null,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,ab_forward/mean_with_eos,2.986007372538249,0.002685546875,positive,False,True,null,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,ab_reverse/answer_sum,9.086177825927734,0.002685546875,positive,False,True,null,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,ab_reverse/answer_mean,4.543088912963867,0.002685546875,positive,False,True,null,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,ab_reverse/total_with_eos,9.086177825927734,0.002685546875,positive,False,True,null,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,ab_reverse/mean_with_eos,3.0287259419759116,0.002685546875,positive,False,True,null,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,background,0.0,0.0,unresolved,False,True,0.0,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,ncc,0.14141991933186854,0.002685546875,positive,False,True,5.551115123125783e-17,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,single_probe/empty,0.14141991933186854,0.002685546875,positive,False,True,2.7755575615628914e-16,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,single_probe/space,0.14141991933186854,0.002685546875,positive,False,True,5.551115123125783e-17,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,single_probe/na,0.14141991933186854,0.002685546875,positive,False,True,-5.551115123125783e-17,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,single_probe/mask,0.14141991933186854,0.002685546875,positive,False,True,2.7755575615628914e-16,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,single_probe/lorem,0.14141991933186854,0.002685546875,positive,False,True,-1.6653345369377348e-16,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,leave_one_out/empty,0.14141991933186854,0.002685546875,positive,False,True,5.551115123125783e-17,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,leave_one_out/space,0.14141991933186854,0.002685546875,positive,False,True,5.551115123125783e-17,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,leave_one_out/na,0.14141991933186854,0.002685546875,positive,False,True,5.551115123125783e-17,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
A-F1-O-KL,query_discrimination,True,leave_one_out/mask,0.14141991933186854,0.002685546875,positive,False,True,5.551115123125783e-17,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]"
