query_id,demo_family,from_arm,to_arm,view,delta_before,delta_after,delta_before_bound,delta_after_bound,delta_before_direction,delta_after_direction,shift_H,shift_A,interaction,interaction_bound,interaction_direction,common_shift,common_shift_bound,common_shift_direction,reviewed_common_shift,absolute_magnitude_reduction,pair_reversed,signed_remaining_ratio,counts_as_independent_query
FD-3169-Q01,1,O,N1,original/answer_sum,0.5850830078125,-0.014240264892578125,0.002685546875,0.002685546875,positive,negative,13.22751235961914,13.826835632324219,-0.5993232727050781,0.00537109375,negative,13.52717399597168,0.002685546875,positive,13.52717399597168,0.5708427429199219,True,-0.024338879616106823,False
FD-3169-Q01,1,O,N1,original/answer_mean,0.15081685384114585,-0.0047452290852865175,0.002685546875,0.002685546875,positive,negative,4.314703623453776,4.470265706380208,-0.15556208292643237,0.00537109375,negative,4.392484664916992,0.002685546875,positive,4.392484664916992,0.14607162475585933,True,-0.03146351992121934,False
FD-3169-Q01,1,O,N1,original/total_with_eos,0.5850830078125,-0.014240264892578125,0.002685546875,0.002685546875,positive,negative,13.22751235961914,13.826835632324219,-0.5993232727050781,0.00537109375,negative,13.52717399597168,0.002685546875,positive,13.52717399597168,0.5708427429199219,True,-0.024338879616106823,False
FD-3169-Q01,1,O,N1,original/mean_with_eos,0.1186389923095703,-0.003559112548828125,0.002685546875,0.002685546875,positive,negative,3.247836112976074,3.3700342178344727,-0.12219810485839842,0.00537109375,negative,3.3089351654052734,0.002685546875,positive,3.3089351654052734,0.11507987976074217,True,-0.0299995176926416,False
FD-3169-Q01,1,O,N1,ab_forward/answer_sum,0.9176864624023438,-1.3729572296142578,0.002685546875,0.002685546875,positive,negative,20.631046295166016,22.921689987182617,-2.2906436920166016,0.00537109375,negative,21.776368141174316,0.002685546875,positive,21.776368141174316,-0.45527076721191406,True,-1.4961070974285644,False
FD-3169-Q01,1,O,N1,ab_forward/answer_mean,0.4588432312011719,-0.6864786148071289,0.002685546875,0.002685546875,positive,negative,10.315523147583008,11.460844993591309,-1.1453218460083008,0.00537109375,negative,10.888184070587158,0.002685546875,positive,10.888184070587158,-0.22763538360595703,True,-1.4961070974285644,False
FD-3169-Q01,1,O,N1,ab_forward/total_with_eos,0.9176864624023438,-1.3729610443115234,0.002685546875,0.002685546875,positive,negative,20.631046295166016,22.921693801879883,-2.290647506713867,0.00537109375,negative,21.77637004852295,0.002685546875,positive,21.77637004852295,-0.4552745819091797,True,-1.4961112542919615,False
FD-3169-Q01,1,O,N1,ab_forward/mean_with_eos,0.30589548746744777,-0.4576536814371748,0.002685546875,0.002685546875,positive,negative,6.877015431722006,7.640564600626628,-0.7635491689046225,0.00537109375,negative,7.258790016174316,0.002685546875,positive,7.258790016174316,-0.151758193969727,True,-1.4961112542919632,False
FD-3169-Q01,1,O,N1,ab_reverse/answer_sum,2.2586326599121094,-0.8168411254882812,0.002685546875,0.002685546875,positive,negative,12.11149787902832,15.186971664428711,-3.0754737854003906,0.00537109375,negative,13.649234771728516,0.002685546875,positive,13.649234771728516,1.4417915344238281,True,-0.3616529327615705,False
FD-3169-Q01,1,O,N1,ab_reverse/answer_mean,1.1293163299560547,-0.4084205627441406,0.002685546875,0.002685546875,positive,negative,6.05574893951416,7.5934858322143555,-1.5377368927001953,0.00537109375,negative,6.824617385864258,0.002685546875,positive,6.824617385864258,0.7208957672119141,True,-0.3616529327615705,False
