id,content,label,x,y,cluster
3346,话是这样说，但是像我们这样的普信男国女又看不上 不但看不上 还大加嘲讽 结婚彩礼不算车房都要几十万 有些郭楠在部分国女眼里早就被开除人籍了 只有黑皮白皮才是人上人,others,-0.77971226,10.959548,1
1646,我190+，但是这种墓垢还是铁鲨鼻,Sexism,2.7727633,6.6461368,7
2076,笑死，要是刷男女的没人有意见，真就高贵的同性恋呗??,LGBTQ,-3.8058648,10.003973,0
4460,居然没有一个拳师冲。,Sexism,1.028457,7.274671,4
1460,征尼大将军,Racism,1.6979934,9.39766,7
3649,非洲人踢球猛，打篮球更猛，跑步无敌。可是有什么用呢？？？根本没有办法改变国家民族，让大部分人生活的更好。,Racism,2.3803463,12.368161,2
1313,举个例子吧，一家公司要招个保安，结果有9个女人和1个男的应聘。但这家公司能拿出至少十个理由来拒绝掉女的，最终只招了那男人,Sexism,-1.1551813,8.3618965,3
2241,别埋汰失足女，跟过黑人的那叫人么，跟动物有啥区别,others,0.75135595,11.609875,1
318,你可真厉害你的虫爹把曾经白人建设无比繁荣辉煌南非毁了同时又跑到这来大谈引进国际鬼子虫类及其它们后代虫混的理由对于你这点居心叵测的小心思我早已看透,Racism,3.068343,9.399175,2
5645,哈哈哈哈，完全是调侃，男人味是指身上气味大，器大活好是女人认为的，我就顺口这么一说,others,0.3301198,10.7011795,0
423,我广东人，说实话广东人和广西人，总体来说的确是丑人多。如果你去过四川，东北这些地方玩过，你会发现这几个地方的平均颜值高广东几个档次,Region,5.2609277,10.970618,8
3761,本东北人表示的确如此，河南黑吉山东毕竟被黑一个是穷一个是毕竟知名，江西这几年彩礼也风口，至于青海这种地方，你问他青海属于西藏还是新疆，很多人的确会谨慎地二选一的。,Region,7.0756807,10.786649,8
4683,要把一滴血原则带到中国来,Racism,2.2224877,11.753832,4
2005,我说实话，我膈应，我觉得我的思想还是偏保守，再者我认为讨厌黑人不算是思想保守，只是看见了很多事情之后的一种总结,Racism,1.2087762,12.972901,2
7138,答主是大部分人的想法，很多人潜意识都是不接受的，只是很多人都不敢去表达对于同性恋的态度，随着时代发展，同性恋也越来越敢发声了，我们不能对同性恋有任何意见，有意见就是歧视。同性恋越来越会道德绑架了！,LGBTQ,-4.0354023,9.131597,9
7434,你知道你们的主子是怎么评价你们的嘛 “chinese women's pussy smells like dead fish”😆声名远播了属于是，给你们取个新名字吧dead fish girl怎么样🤭,Sexism,-0.027178144,9.887464,0
6295,为什么我觉得世界女权是在故意抹黑中国女性呢？中国女性中真正的口区女权比例不大吧？为什么要所有中国女性背锅,others,-1.4516333,7.1511135,3
927,广州就是黑河南、黑北方的总部,Region,5.922061,11.827217,8
5016,举报外教从我做起，电商的发展也会把一些垃圾去除，加速才是我们想要的。,Racism,2.7609663,10.919813,4
1675,西安本地作风彪悍的大多是东边某省逃荒过来的后裔,Region,8.093912,10.159476,6
3235,好家伙，间接黑了一波北京（玩笑）,Region,6.172958,8.413666,6
6411,确实，我同意要自由恋爱，爱情不分人种和肤色，什么?问我女儿要找个黑人怎么办?就当没生过喽,Racism,0.17403713,12.10209,1
6091,默滚出中国就行了。,Racism,1.187809,10.820428,4
1753,五角场附近的女大学生，基本985了吧？一群女人和黑人留学生玩转盘，比起海天盛宴还刺激，这可是985的女大学生啊，可以英语交流的，我知道你不信，可现实就是如此。🤣,others,0.09316288,12.395642,1
2775,艾滋，滥交，犯罪，吸毒贩毒，粘上一样非死即伤。有交往就有潜在风险，大家都是正常人，趋利避害是本能。希望大家努力，打击默的生存空间，让社会光明一点。,others,-2.5340853,11.830095,5
1442,失足妇女是要钱，可以理解。,Sexism,-0.9685522,9.297375,3
2269,女quan真的是要挑起争端吗？大言不惭的攻击郭嘉的执fa制度，明明厌男，却又想结婚找男人要20万的彩礼，讨厌男人还让它的哥哥帮它寻找yan遇。不理解，实在是不理解。搞女quan是为了压榨男性的剩余价值吗？,Sexism,-1.3168492,7.8810925,3
460,没有世界帮助，非洲还生活在原始社会。,Racism,1.8983063,12.5296135,2
638,女拳挑拨夫妻关系，婆媳关系，甚至挑拨女儿与父母的关系，以拆散家庭为目的，纯属一群变态,Sexism,-1.0492749,7.5203905,3
1950,无艾不是真基,others,-3.7199137,11.496942,5
1037,第一句话，中国女性是唯一被批评的女性群体。这真是我见过最长的一根杆子。,Sexism,-0.8317466,10.516203,3
2750,当你已经沦落到与乐色为伍，还把乐色举高过自己的头顶的时候，你已经连乐色都不如了。那天我去买塑料袋。有黄色的白色的透明的还有黑色的，我问老板，哪一种颜色的最便宜？老板说黑色的最便宜。我问为什么黑色的最便宜？老板答，因为黑色的是垃圾材料。,Racism,1.2413677,11.576929,0
7090,性取向都扭曲了的人怎么会觉得恶心呢😓,LGBTQ,-3.854505,8.700295,9
3319,精神科医生好久不见我是反同二局的,LGBTQ,-3.9277787,10.094761,0
6035,哈哈雀食，上大人果然都是你这样😄,Region,-0.05184079,9.29473,7
7526,钓鱼的吧，除非让你全家女性照顾黑人,others,0.51517475,12.921391,2
1558,我就是这个意思啊：被黑并不完全是经济原因。答主不必为这个生气，各地都会因不同的原因被黑。,Region,5.6552515,10.197215,6
5267,提啥？我已经不考虑母的,Sexism,-2.103431,8.435158,4
1266,本来我们才是白种人，被西方丑化才被说成是黄祸,Racism,2.6110945,12.878852,2
4743,这肯定怕啊！就像我不排斥找欧美白人帅哥的女生，毕竟看到那些帅哥我一个男的都喜欢，但是女生们非要找又丑又穷，还要倒贴的垃圾，我就是在费解了！,others,-0.6143923,11.138038,1
2919,这些个女人最后找完黑皮男友爽过之后还不是要找国人结婚，祸害国内男生，谁娶到这种女生谁倒霉，找黑的女生都是不知廉耻的，道德败坏，对感情不忠的人，无一例外，以后也会给自己老公带多少顶绿帽子都不知道,others,-0.3507536,12.15212,1
3084,作为男人我认同男女一致，我也认同去追求个人幸福，只要你别回来也别带黑娃回来就行。我可不想中国变法兰西斯坦，不希望改变人种结构。也呼吁其他男性朋友不要把黑男黑女区别对待，不然你讨论的就不是黑人问题而是输出情绪或是搞性别对立,Racism,-0.26272658,12.670771,1
913,其实没啥的，就是炮友吗，艾滋病毒多点而已,others,-2.4469485,11.862105,5
6789,结婚纯累赘,Sexism,-1.8273257,8.817888,3
508,黑人没有教化的。非洲黑人把讨吃当成好传统，教会小孩讨吃。,Racism,2.1566896,12.431132,2
3382,到时候好看的妹妹一个不剩，剩下的全是重型坦克,Sexism,0.70151484,10.528768,7
5564,害就是淮河流域嘛，传统的农业区，自然灾害频发，经济教育资源都匮乏，文化素质整体也不高，而且距离他们最近的发达地区就是长三角，去了之后又犯事，自然就被歧视了,Region,6.089484,9.839522,6
5955,选择器喽，那些找泥搁的女人的智商水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代😄可惜就是有人爱接盘😄,others,0.35088542,10.32159,3
5902,直接规定新法，嫁给外国人，自动失去中国国籍。,others,0.91533977,12.2065115,4
1660,不是，討厭女性，不想跟女性相處，這不是歧視，你隻是gay了,LGBTQ,-3.8152783,8.951937,9
73,我嫌弃他们丑😅,others,5.8713746,10.758322,4
65,告诉她们，我家牛栏的公牛最近发春，吊又长又大，是真的大，不是怕片宣传挑出来的大，送给她们夜夜春宵，免费，没艾滋病,Sexism,-2.091958,10.504293,0
1680,美国人牛啊 能打 你们吴越人能打吗？要是古代就是吴越统一天下那现在肯定都在学吴语,Region,6.4665933,9.621584,4
4834,这个索玛女王不是被曝是男的么，专门收国外的钱，然后挑拨国内性别对立。,Sexism,-0.94510996,7.1965966,3
357,地域黑比较典型的几个，按大区域东北被黑，按省河南被黑，二线城市武汉被黑，一线城市广州被黑🤣,Region,6.2179484,10.182316,6
4109,这有一条公狗，鸡奸这个鸭子啊,Sexism,2.0150433,8.862025,7
6466,唐山也被骂的好惨😭,Region,6.7131886,10.059187,6
293,看来非洲真是未来人口增长的主动力。,Region,1.6599909,12.511971,2
3513,毕竟国外对这事比较放得开，老外都说中国女留学生比本地女人更开放,Sexism,-0.83845836,10.665797,1
2554,犹太人凯乐奇计划就是要中国引入其他种族，制造新的种族，灭绝中华民族、中华文化。,Racism,2.418488,11.152028,4
5268,很好，以其人之道还治其人之身，可惜某些人却要倒贴黑,Racism,2.5474234,11.64706,4
5095,放心吧正常男人不会喜欢黑女的,others,0.4153418,12.910453,1
3373,虽然说美女也有概率感染，但我还是选美女,Sexism,-2.124084,11.810991,0
7190,为啥是回民和东北人会被黑啊？,Region,7.182028,11.350549,8
5691,娶N婚也不能要和黑人处过的啊,Racism,0.72614855,13.150206,1
1966,你这心态不行啊，经济基础决定上层建筑么不是，河南省要是在东南沿海你看谁敢多说一句？🙂北方嘛，说那么多没什么意义，什么好的坏的，你看黑吉辽那一亿人还不是被黑的裤子都穿不上？,Region,7.091526,10.604244,8
6862,普通女生无罪，有罪的是一开始男扮女装挑起性别对立的键盘侠,Sexism,-1.1598669,7.488182,3
4853,美国现在已经被白左占领了，还好中国不是这样,others,3.3010206,10.793764,4
5359,关键是辨别不出来，要是媚黑在身上纹一个黑桃就方便了,others,0.50845414,11.857533,0
4829,你这加一起四舍五入没有黑天津的多,Region,7.055473,10.331495,6
5138,所以 就更该学日本人，啥都没有，踩雷了损失也不大。,Region,-0.06149235,10.854389,4
2228,我就是湖南人呀，你们讨厌我们，我们湖南人还讨厌你，你以为你是谁啊！我们湖南人大部分都是好人，热情好客，包括我自己也是。有本事你一辈子别来湖南！！！,Region,7.746947,10.739297,6
3935,姆蛆好恶心?,Sexism,3.2696161,8.445123,7
2551,看来女光棍对社会危害性确实非常大,Sexism,-2.1148171,7.735226,3
466,你去抖音弄个黑人身份，就会有女的私信你,others,0.1798626,11.805321,1
1378,浦东惠南地铁站经常看到黑人出没，应该是那几个外国语学校的留学生或者洋垃圾黑外教，发现它的窝就举报它,Racism,3.1747851,12.334905,2
3116,各位我错了，不该编故事，小管家威胁我，必须删帖子，取匿并道歉，故事虽然是假的，但是这种现象肯定是常态。我应该戳破女拳的痛处了，得罪人了。小管家中有女拳，匿名编故事骂男人抹黑男人没事。但是匿名编故事说女人的实话就不可以。就必须出来澄清。我错了，暂时退乎，请不要人肉我的单位。我是开玩笑的，惹不起原答案删了，另外一个答案也删了,Sexism,-1.5219634,8.935521,3
958,真实，也是情理之中，就像大家在网上呼吁不要歧视艾滋病人一样，生活中遇到真艾滋病人都会自动走开,others,-2.5950077,12.179863,5
2290,黑河南、黑北方的总部是广州，核心地带是从上海到广州的整个东南沿海，范围是整个南方,Region,6.0108256,11.877129,8
3187,大家把我帖子多宣传，我们开发出可以使黑人的古龙水发臭的东西在黑人聚集地发散开，或者给中国女人们使用或者佩戴，保证黑人们一个都混不下去。,Racism,0.50039417,11.611849,2
7049,可见全球所有国际鬼子虫类及其它们后代虫混它们统一基因的激情犯罪是它们身体内必不可少基因之一,Racism,3.0880244,9.438407,7
6312,一般人都怼东北吧😅。有些东北人不是搞不清，他就是直说江浙沪，所以最近被打脸打太厉害硬造了一个江南系，我也不知道是说谁。。。,Region,6.220062,10.884764,8
