contrast_id,role,cross_query,view,effect,numeric_bound,direction,statistical_interval,ncc_background_cancels,cancellation_residual,terms
FD-3169-Q01-F1-O-delta,within_query_word_pair,False,original/answer_sum,0.5850830078125,0.002685546875,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""}]"
FD-3169-Q01-F1-O-delta,within_query_word_pair,False,original/answer_mean,0.15081685384114585,0.002685546875,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""}]"
FD-3169-Q01-F1-O-delta,within_query_word_pair,False,original/total_with_eos,0.5850830078125,0.002685546875,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""}]"
FD-3169-Q01-F1-O-delta,within_query_word_pair,False,original/mean_with_eos,0.1186389923095703,0.002685546875,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""}]"
FD-3169-Q01-F1-O-delta,within_query_word_pair,False,ab_forward/answer_sum,0.9176864624023438,0.002685546875,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""}]"
FD-3169-Q01-F1-O-delta,within_query_word_pair,False,ab_forward/answer_mean,0.4588432312011719,0.002685546875,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""}]"
FD-3169-Q01-F1-O-delta,within_query_word_pair,False,ab_forward/total_with_eos,0.9176864624023438,0.002685546875,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""}]"
FD-3169-Q01-F1-O-delta,within_query_word_pair,False,ab_forward/mean_with_eos,0.30589548746744777,0.002685546875,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""}]"
FD-3169-Q01-F1-O-delta,within_query_word_pair,False,ab_reverse/answer_sum,2.2586326599121094,0.002685546875,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""}]"
FD-3169-Q01-F1-O-delta,within_query_word_pair,False,ab_reverse/answer_mean,1.1293163299560547,0.002685546875,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""}]"
FD-3169-Q01-F1-O-delta,within_query_word_pair,False,ab_reverse/total_with_eos,2.2586326599121094,0.002685546875,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""}]"
FD-3169-Q01-F1-O-delta,within_query_word_pair,False,ab_reverse/mean_with_eos,0.7528775533040366,0.002685546875,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""}]"
