group,layer,role,category,view,direction,metric,target,effect,effect_bound,residual,residual_bound,ratio,closeness_gain,eligible_direction
F1:N1-N2,0,demo_answer_end,neutral_control,original/answer_sum,R,C,0.16757583618164062,-3.0517578125e-05,0.002685546875,0.16760635375976562,0.002685546875,-0.00018211204443533885,-0.00018211204443541185,False
F1:N1-N2,0,demo_answer_end,neutral_control,original/answer_sum,R,I,0.17742156982421875,-0.00019073486328125,0.00537109375,0.1776123046875,0.00537109375,-0.0010750376263169211,-0.0010750376263168882,False
F1:N1-N2,0,demo_answer_end,neutral_control,original/answer_sum,K,C,0.16757583618164062,-3.814697265625e-06,0.002685546875,0.16757965087890625,0.002685546875,-2.2764005554417357e-05,-2.2764005554343214e-05,False
F1:N1-N2,0,demo_answer_end,neutral_control,original/answer_sum,K,I,0.17742156982421875,-0.00081634521484375,0.00537109375,0.1782379150390625,0.00537109375,-0.0046011610406364225,-0.004601161040636459,False
F1:N1-N2,0,demo_answer_end,neutral_control,original/answer_mean,R,C,0.05585937499999982,-1.0172526041962726e-05,0.002685546875,0.055869547526041785,0.002685546875,-0.0001821095571148578,-0.00018210955711484011,False
F1:N1-N2,0,demo_answer_end,neutral_control,original/answer_mean,R,I,0.05914103190104214,-6.357828775982455e-05,0.00537109375,0.059204610188801965,0.00537109375,-0.0010750283807392312,-0.0010750283807392513,False
F1:N1-N2,0,demo_answer_end,neutral_control,original/answer_mean,K,C,0.05585937499999982,-1.271565755356363e-06,0.002685546875,0.05586064656575518,0.002685546875,-2.2763694641344752e-05,-2.276369464127015e-05,False
F1:N1-N2,0,demo_answer_end,neutral_control,original/answer_mean,K,I,0.05914103190104214,-0.0002721150716142873,0.00537109375,0.05941314697265643,0.00537109375,-0.004601121469601755,-0.004601121469601788,False
F1:N1-N2,0,demo_answer_end,neutral_control,original/total_with_eos,R,C,0.16757583618164062,-3.0517578125e-05,0.002685546875,0.16760635375976562,0.002685546875,-0.00018211204443533885,-0.00018211204443541185,False
F1:N1-N2,0,demo_answer_end,neutral_control,original/total_with_eos,R,I,0.17742156982421875,-0.00019073486328125,0.00537109375,0.1776123046875,0.00537109375,-0.0010750376263169211,-0.0010750376263168882,False
F1:N1-N2,0,demo_answer_end,neutral_control,original/total_with_eos,K,C,0.16757583618164062,-3.814697265625e-06,0.002685546875,0.16757965087890625,0.002685546875,-2.2764005554417357e-05,-2.2764005554343214e-05,False
F1:N1-N2,0,demo_answer_end,neutral_control,original/total_with_eos,K,I,0.17742156982421875,-0.00081634521484375,0.00537109375,0.1782379150390625,0.00537109375,-0.0046011610406364225,-0.004601161040636459,False
F1:N1-N2,0,demo_answer_end,neutral_control,original/mean_with_eos,R,C,0.04189443588256814,-7.62939453125e-06,0.002685546875,0.04190206527709939,0.002685546875,-0.00018210997165913663,-0.00018210997165923892,False
F1:N1-N2,0,demo_answer_end,neutral_control,original/mean_with_eos,R,I,0.04435571034749364,-4.76837158203125e-05,0.00537109375,0.04440339406331395,0.00537109375,-0.0010750299216661493,-0.001075029921666193,False
F1:N1-N2,0,demo_answer_end,neutral_control,original/mean_with_eos,K,C,0.04189443588256814,-9.5367431640625e-07,0.002685546875,0.041895389556884544,0.002685546875,-2.276374645739208e-05,-2.276374645737711e-05,False
F1:N1-N2,0,demo_answer_end,neutral_control,original/mean_with_eos,K,I,0.04435571034749364,-0.0002040863037109375,0.00537109375,0.044559796651204575,0.00537109375,-0.004601128064731119,-0.004601128064731119,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_forward/answer_sum,R,C,0.38037681579589844,-0.0018310546875,0.002685546875,0.38220787048339844,0.002685546875,-0.004813791512683839,-0.004813791512683796,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_forward/answer_sum,R,I,0.17580795288085938,-0.00101470947265625,0.00537109375,0.17682266235351562,0.00537109375,-0.005771692668214464,-0.005771692668214534,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_forward/answer_sum,K,C,0.38037681579589844,-0.0015287399291992188,0.002685546875,0.38190555572509766,0.002685546875,-0.004019014476475101,-0.0040190144764751246,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_forward/answer_sum,K,I,0.17580795288085938,-0.0018177032470703125,0.00537109375,0.1776256561279297,0.00537109375,-0.010339141189489445,-0.010339141189489531,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_forward/answer_mean,R,C,0.19018840789794922,-0.00091552734375,0.002685546875,0.19110393524169922,0.002685546875,-0.004813791512683839,-0.004813791512683796,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_forward/answer_mean,R,I,0.08790397644042969,-0.000507354736328125,0.00537109375,0.08841133117675781,0.00537109375,-0.005771692668214464,-0.005771692668214534,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_forward/answer_mean,K,C,0.19018840789794922,-0.0007643699645996094,0.002685546875,0.19095277786254883,0.002685546875,-0.004019014476475101,-0.0040190144764751246,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_forward/answer_mean,K,I,0.08790397644042969,-0.0009088516235351562,0.00537109375,0.08881282806396484,0.00537109375,-0.010339141189489445,-0.010339141189489531,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_forward/total_with_eos,R,C,0.38037681579589844,-0.0018310546875,0.002685546875,0.38220787048339844,0.002685546875,-0.004813791512683839,-0.004813791512683796,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_forward/total_with_eos,R,I,0.17580795288085938,-0.00101470947265625,0.00537109375,0.17682266235351562,0.00537109375,-0.005771692668214464,-0.005771692668214534,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_forward/total_with_eos,K,C,0.38037681579589844,-0.0015287399291992188,0.002685546875,0.38190555572509766,0.002685546875,-0.004019014476475101,-0.0040190144764751246,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_forward/total_with_eos,K,I,0.17580795288085938,-0.0018177032470703125,0.00537109375,0.1776256561279297,0.00537109375,-0.010339141189489445,-0.010339141189489531,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_forward/mean_with_eos,R,C,0.1267922719319654,-0.0006103515625004441,0.002685546875,0.12740262349446585,0.002685546875,-0.0048137915126873695,-0.004813791512687349,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_forward/mean_with_eos,R,I,0.05860265096028616,-0.0003382364908857127,0.00537109375,0.058940887451171875,0.00537109375,-0.005771692668219545,-0.005771692668219641,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_forward/mean_with_eos,K,C,0.1267922719319654,-0.0005095799763994435,0.002685546875,0.12730185190836485,0.002685546875,-0.00401901447647279,-0.004019014476472682,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_forward/mean_with_eos,K,I,0.05860265096028616,-0.000605901082357363,0.00537109375,0.059208552042643525,0.00537109375,-0.0103391411894996,-0.010339141189499523,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_reverse/answer_sum,R,C,0.4114112854003906,0.000331878662109375,0.002685546875,0.41107940673828125,0.002685546875,0.0008066834184832498,0.0008066834184832228,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_reverse/answer_sum,R,I,-0.09032058715820312,0.000476837158203125,0.00537109375,-0.09079742431640625,0.00537109375,-0.005279385057228534,-0.0052793850572285805,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_reverse/answer_sum,K,C,0.4114112854003906,-5.340576171875e-05,0.002685546875,0.4114646911621094,0.002685546875,-0.0001298111248133965,-0.00012981112481336154,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_reverse/answer_sum,K,I,-0.09032058715820312,0.00048828125,0.00537109375,-0.09080886840820312,0.00537109375,-0.005406090298602019,-0.005406090298601951,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_reverse/answer_mean,R,C,0.2057056427001953,0.0001659393310546875,0.002685546875,0.20553970336914062,0.002685546875,0.0008066834184832498,0.0008066834184832228,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_reverse/answer_mean,R,I,-0.04516029357910156,0.0002384185791015625,0.00537109375,-0.045398712158203125,0.00537109375,-0.005279385057228534,-0.0052793850572285805,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_reverse/answer_mean,K,C,0.2057056427001953,-2.6702880859375e-05,0.002685546875,0.2057323455810547,0.002685546875,-0.0001298111248133965,-0.00012981112481336154,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_reverse/answer_mean,K,I,-0.04516029357910156,0.000244140625,0.00537109375,-0.04540443420410156,0.00537109375,-0.005406090298602019,-0.005406090298601951,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_reverse/total_with_eos,R,C,0.4114112854003906,0.000331878662109375,0.002685546875,0.41107940673828125,0.002685546875,0.0008066834184832498,0.0008066834184832228,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_reverse/total_with_eos,R,I,-0.09032058715820312,0.000476837158203125,0.00537109375,-0.09079742431640625,0.00537109375,-0.005279385057228534,-0.0052793850572285805,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_reverse/total_with_eos,K,C,0.4114112854003906,-5.340576171875e-05,0.002685546875,0.4114646911621094,0.002685546875,-0.0001298111248133965,-0.00012981112481336154,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_reverse/total_with_eos,K,I,-0.09032058715820312,0.00048828125,0.00537109375,-0.09080886840820312,0.00537109375,-0.005406090298602019,-0.005406090298601951,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_reverse/mean_with_eos,R,C,0.13713709513346384,0.000110626220703125,0.002685546875,0.1370264689127607,0.002685546875,0.0008066834184832479,0.0008066834184832228,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_reverse/mean_with_eos,R,I,-0.0301068623860683,0.00015894571940044955,0.00537109375,-0.03026580810546875,0.00537109375,-0.005279385057208763,-0.0052793850572088186,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_reverse/mean_with_eos,K,C,0.13713709513346384,-1.7801920572768637e-05,0.002685546875,0.1371548970540366,0.002685546875,-0.0001298111248123168,-0.00012981112481225132,False
F1:N1-N2,0,demo_answer_end,neutral_control,ab_reverse/mean_with_eos,K,I,-0.0301068623860683,0.00016276041666696273,0.00537109375,-0.030269622802735263,0.00537109375,-0.005406090298611746,-0.005406090298611721,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_fixed_recipient,R,C,0.05585937499999982,-1.0172526041962726e-05,0.002685546875,0.055869547526041785,0.002685546875,-0.0001821095571148578,-0.00018210955711484011,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_fixed_recipient,R,I,0.05914103190104214,-6.357828775982455e-05,0.00537109375,0.059204610188801965,0.00537109375,-0.0010750283807392312,-0.0010750283807392513,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_fixed_recipient,K,C,0.05585937499999982,-1.271565755356363e-06,0.002685546875,0.05586064656575518,0.002685546875,-2.2763694641344752e-05,-2.276369464127015e-05,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_fixed_recipient,K,I,0.05914103190104214,-0.0002721150716142873,0.00537109375,0.05941314697265643,0.00537109375,-0.004601121469601755,-0.004601121469601788,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_recalibrated,R,C,0.10741380901426067,-0.00017129073837418574,0.00537109375,0.10758509975263486,0.00537109375,-0.00159468079519873,-0.0015946807951987552,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_recalibrated,R,I,0.05952079905374408,-6.2015940442528e-05,0.0107421875,0.059582814994186606,0.0107421875,-0.0010419204954982366,-0.0010419204954983385,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_recalibrated,K,C,0.10741380901426067,-0.00015024637831473342,0.00537109375,0.10756405539257541,0.00537109375,-0.0013987622233449157,-0.001398762223344896,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_recalibrated,K,I,0.05952079905374408,-0.0002963674594154142,0.0107421875,0.05981716651315949,0.0107421875,-0.004979225146957626,-0.004979225146957589,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/empty,R,C,0.08053550720214808,-4.450480143747271e-06,0.00537109375,0.08053995768229183,0.00537109375,-5.5261092881383945e-05,-5.526109288145342e-05,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/empty,R,I,0.05319646199544259,-0.0002632141113276809,0.0107421875,0.05345967610677027,0.0107421875,-0.0049479627301197366,-0.004947962730119659,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/empty,K,C,0.08053550720214808,2.6067097981474774e-05,0.00537109375,0.08050944010416661,0.00537109375,0.0003236721154067494,0.0003236721154067368,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/empty,K,I,0.05319646199544259,-0.0003140767415361623,0.0107421875,0.05351053873697875,0.0107421875,-0.0059040907939153855,-0.005904090793915406,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/space,R,C,0.07592811584472647,-0.00012715657552098136,0.00537109375,0.07605527242024746,0.00537109375,-0.0016746968380068517,-0.0016746968380068061,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/space,R,I,0.051866404215495265,-0.00012461344400982455,0.0107421875,0.05199101765950509,0.0107421875,-0.002402584985303374,-0.0024025849853033243,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/space,K,C,0.07592811584472647,-0.00013224283854196273,0.00537109375,0.07606035868326844,0.00537109375,-0.0017416847115289975,-0.0017416847115290235,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/space,K,I,0.051866404215495265,-0.00025431315104107455,0.0107421875,0.05212071736653634,0.0107421875,-0.004903234663896319,-0.004903234663896416,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/na,R,C,0.11153043111165362,-0.00021095275878924014,0.00537109375,0.11174138387044286,0.00537109375,-0.0018914367736824614,-0.00189143677368242,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/na,R,I,0.06636123657226589,2.1107991536872817e-05,0.0107421875,0.06634012858072902,0.0107421875,0.00031807712796139186,0.0003180771279613914,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/na,K,C,0.11153043111165362,-0.00021947224934903975,0.00537109375,0.11174990336100266,0.00537109375,-0.0019678239128236227,-0.001967823912823574,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/na,K,I,0.06636123657226589,-0.00030517578124977796,0.0107421875,0.06666641235351567,0.0107421875,-0.004598705464408404,-0.004598705464408326,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/mask,R,C,0.13975626627604165,-0.00024414062500022204,0.00537109375,0.14000040690104187,0.00537109375,-0.0017469028867586093,-0.0017469028867587166,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/mask,R,I,0.05429585774739598,-8.392333984330591e-05,0.0107421875,0.05437978108723929,0.0107421875,-0.0015456674472986082,-0.001545667447298671,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/mask,K,C,0.13975626627604165,-0.00014432271321629386,0.00537109375,0.13990058898925795,0.00537109375,-0.0010326743627454438,-0.001032674362745345,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/mask,K,I,0.05429585774739598,-0.000308990478515625,0.0107421875,0.054604848225911606,0.0107421875,-0.005690866510538626,-0.005690866510538628,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/lorem,R,C,0.14434013366699183,-0.00011698404947946273,0.00537109375,0.1444571177164713,0.00537109375,-0.0008104748589838325,-0.0008104748589838895,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/lorem,R,I,0.06541620890299527,-0.0001220703125,0.0107421875,0.06553827921549527,0.0107421875,-0.0018660560516586381,-0.0018660560516585711,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/lorem,K,C,0.14434013366699183,-6.802876790379386e-05,0.00537109375,0.14440816243489563,0.00537109375,-0.0004713087495176049,-0.00047130874951761825,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_single/lorem,K,I,0.06541620890299527,-0.00028864542643081137,0.0107421875,0.06570485432942608,0.0107421875,-0.004412445038795193,-0.004412445038795232,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/empty,R,C,0.11074340874429067,-0.0001914356781989035,0.00537109375,0.11093484442248958,0.00537109375,-0.001728641734705253,-0.0017286417347053273,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/empty,R,I,0.06028894962904641,-3.863780278390294e-05,0.0107421875,0.06032758743183031,0.0107421875,-0.0006408770267460054,-0.0006408770267460895,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/empty,K,C,0.11074340874429067,-0.00017107528643212078,0.00537109375,0.11091448403072279,0.00537109375,-0.0015447897836262014,-0.0015447897836262658,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/empty,K,I,0.06028894962904641,-0.00029457627898921146,0.0107421875,0.06058352590803562,0.0107421875,-0.004886074161213925,-0.004886074161214005,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/space,R,C,0.11368373536746113,-0.00018020308514810068,0.00537109375,0.11386393845260923,0.00537109375,-0.0015851263557238717,-0.0015851263557238315,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/space,R,I,0.06111479698520128,-4.955714288179536e-05,0.0107421875,0.061164354128083076,0.0107421875,-0.0008108861573048412,-0.0008108861573048465,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/space,K,C,0.11368373536746113,-0.00015387388942822433,0.00537109375,0.11383760925688935,0.00537109375,-0.0013535259809229188,-0.001353525980922976,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/space,K,I,0.06111479698520128,-0.00030460477869143077,0.0107421875,0.06141940176389271,0.0107421875,-0.004984141218127415,-0.0049841412181275135,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/na,R,C,0.10703294391311768,-0.00014625293367043213,0.00537109375,0.10717919684678812,0.00537109375,-0.0013664291415655227,-0.001366429141565595,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/na,R,I,0.05375803088159259,-0.0001353828333723328,0.0107421875,0.05389341371496492,0.0107421875,-0.002518374113637588,-0.0025183741136376447,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/na,K,C,0.10703294391311768,-9.954584083682327e-05,0.00537109375,0.10713248975395451,0.00537109375,-0.000930048611179265,-0.0009300486111791795,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/na,K,I,0.05375803088159259,-0.0002906164471689898,0.0107421875,0.05404864732876158,0.0107421875,-0.005406009900345894,-0.005406009900345898,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/mask,R,C,0.09909797259403641,-0.00015292080442219635,0.00537109375,0.0992508933984586,0.00537109375,-0.0015431274769732164,-0.0015431274769732717,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/mask,R,I,0.06098534850397641,-5.670180847117123e-05,0.0107421875,0.06104205031244758,0.0107421875,-0.0009297611616907316,-0.0009297611616907453,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/mask,K,C,0.09909797259403641,-0.00015181513347117814,0.00537109375,0.09924978772750759,0.00537109375,-0.0015319701250912795,-0.0015319701250913198,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/mask,K,I,0.06098534850397641,-0.00029303511483558253,0.0107421875,0.061278383618811993,0.0107421875,-0.004805008449143745,-0.004805008449143777,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/lorem,R,C,0.10645139088645972,-0.00017511833826344692,0.00537109375,0.10662650922472316,0.00537109375,-0.001645054487359652,-0.0016450544873596318,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/lorem,R,I,0.059374045636954254,-5.96285718184042e-05,0.0107421875,0.05943367420877266,0.0107421875,-0.0010042868256444281,-0.0010042868256443516,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/lorem,K,C,0.10645139088645972,-0.0001552365601336092,0.00537109375,0.10660662744659333,0.00537109375,-0.0014582858790373476,-0.001458285879037291,False
F1:N1-N2,0,demo_answer_end,neutral_control,ncc_loo/lorem,K,I,0.059374045636954254,-0.00029692635540090606,0.0107421875,0.05967097199235516,0.0107421875,-0.005000945315676786,-0.005000945315676741,False
F1:N1-N2,0,lexicon_end,neutral_control,original/answer_sum,R,C,0.16757583618164062,-0.004474639892578125,0.002685546875,0.17205047607421875,0.002685546875,-0.02670217851533156,-0.02670217851533163,False
F1:N1-N2,0,lexicon_end,neutral_control,original/answer_sum,R,I,0.17742156982421875,0.00084686279296875,0.00537109375,0.17657470703125,0.00537109375,0.0047731670608471295,0.004773167060847183,False
F1:N1-N2,0,lexicon_end,neutral_control,original/answer_sum,K,C,0.16757583618164062,-0.008172988891601562,0.002685546875,0.1757488250732422,0.002685546875,-0.04877188190033918,-0.0487718819003391,False
F1:N1-N2,0,lexicon_end,neutral_control,original/answer_sum,K,I,0.17742156982421875,-0.000797271728515625,0.00537109375,0.17821884155273438,0.00537109375,-0.00449365727800473,-0.00449365727800477,False
F1:N1-N2,0,lexicon_end,neutral_control,original/answer_mean,R,C,0.05585937499999982,-0.001491546630859375,0.002685546875,0.0573509216308592,0.002685546875,-0.026701813811188895,-0.026701813811188968,False
F1:N1-N2,0,lexicon_end,neutral_control,original/answer_mean,R,I,0.05914103190104214,0.00028228759765625,0.00537109375,0.05885874430338589,0.00537109375,0.004773126010526639,0.004773126010526596,False
F1:N1-N2,0,lexicon_end,neutral_control,original/answer_mean,K,C,0.05585937499999982,-0.0027243296305341502,0.002685546875,0.05858370463053397,0.002685546875,-0.04877121576340872,-0.048771215763408815,False
F1:N1-N2,0,lexicon_end,neutral_control,original/answer_mean,K,I,0.05914103190104214,-0.00026575724283794955,0.00537109375,0.05940678914388009,0.00537109375,-0.004493618631521825,-0.004493618631521867,False
F1:N1-N2,0,lexicon_end,neutral_control,original/total_with_eos,R,C,0.16757583618164062,-0.004474639892578125,0.002685546875,0.17205047607421875,0.002685546875,-0.02670217851533156,-0.02670217851533163,False
F1:N1-N2,0,lexicon_end,neutral_control,original/total_with_eos,R,I,0.17742156982421875,0.00084686279296875,0.00537109375,0.17657470703125,0.00537109375,0.0047731670608471295,0.004773167060847183,False
F1:N1-N2,0,lexicon_end,neutral_control,original/total_with_eos,K,C,0.16757583618164062,-0.008172988891601562,0.002685546875,0.1757488250732422,0.002685546875,-0.04877188190033918,-0.0487718819003391,False
F1:N1-N2,0,lexicon_end,neutral_control,original/total_with_eos,K,I,0.17742156982421875,-0.000797271728515625,0.00537109375,0.17821884155273438,0.00537109375,-0.00449365727800473,-0.00449365727800477,False
F1:N1-N2,0,lexicon_end,neutral_control,original/mean_with_eos,R,C,0.04189443588256814,-0.0011186599731445312,0.002685546875,0.04301309585571267,0.002685546875,-0.02670187459452091,-0.02670187459452089,False
F1:N1-N2,0,lexicon_end,neutral_control,original/mean_with_eos,R,I,0.04435571034749364,0.0002117156982421875,0.00537109375,0.04414399464925145,0.00537109375,0.004773132852197703,0.0047731328521977145,False
F1:N1-N2,0,lexicon_end,neutral_control,original/mean_with_eos,K,C,0.04189443588256814,-0.0020432472229003906,0.002685546875,0.04393768310546853,0.002685546875,-0.04877132678496253,-0.04877132678496254,False
F1:N1-N2,0,lexicon_end,neutral_control,original/mean_with_eos,K,I,0.04435571034749364,-0.00019931793212890625,0.00537109375,0.044555028279622544,0.00537109375,-0.004493625072564505,-0.0044936250725644555,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_forward/answer_sum,R,C,0.38037681579589844,-0.0075702667236328125,0.002685546875,0.38794708251953125,0.002685546875,-0.01990201928525225,-0.019902019285252148,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_forward/answer_sum,R,I,0.17580795288085938,-0.000507354736328125,0.00537109375,0.1763153076171875,0.00537109375,-0.002885846334107232,-0.002885846334107267,False
