id,content,label,x,y,cluster
1646,我190+，但是这种墓垢还是铁鲨鼻,Sexism,4.9880915,8.973574,0
4460,居然没有一个拳师冲。,Sexism,2.8400714,8.352913,1
1313,举个例子吧，一家公司要招个保安，结果有9个女人和1个男的应聘。但这家公司能拿出至少十个理由来拒绝掉女的，最终只招了那男人,Sexism,3.9263859,12.074711,4
7434,你知道你们的主子是怎么评价你们的嘛 “chinese women's pussy smells like dead fish”😆声名远播了属于是，给你们取个新名字吧dead fish girl怎么样🤭,Sexism,4.9047737,9.76622,5
1442,失足妇女是要钱，可以理解。,Sexism,4.378193,12.2021265,6
2269,女quan真的是要挑起争端吗？大言不惭的攻击郭嘉的执fa制度，明明厌男，却又想结婚找男人要20万的彩礼，讨厌男人还让它的哥哥帮它寻找yan遇。不理解，实在是不理解。搞女quan是为了压榨男性的剩余价值吗？,Sexism,3.3827498,11.110677,2
638,女拳挑拨夫妻关系，婆媳关系，甚至挑拨女儿与父母的关系，以拆散家庭为目的，纯属一群变态,Sexism,3.071578,10.466719,2
1037,第一句话，中国女性是唯一被批评的女性群体。这真是我见过最长的一根杆子。,Sexism,2.3985834,10.771126,6
5267,提啥？我已经不考虑母的,Sexism,4.9599543,9.233678,8
6789,结婚纯累赘,Sexism,4.3609133,13.1345625,8
3382,到时候好看的妹妹一个不剩，剩下的全是重型坦克,Sexism,4.5536394,8.907364,5
65,告诉她们，我家牛栏的公牛最近发春，吊又长又大，是真的大，不是怕片宣传挑出来的大，送给她们夜夜春宵，免费，没艾滋病,Sexism,4.196824,9.67308,5
4834,这个索玛女王不是被曝是男的么，专门收国外的钱，然后挑拨国内性别对立。,Sexism,2.306345,10.628339,2
4109,这有一条公狗，鸡奸这个鸭子啊,Sexism,6.226998,7.251345,0
3513,毕竟国外对这事比较放得开，老外都说中国女留学生比本地女人更开放,Sexism,6.3409452,13.273834,4
3373,虽然说美女也有概率感染，但我还是选美女,Sexism,4.7977095,10.333276,5
6862,普通女生无罪，有罪的是一开始男扮女装挑起性别对立的键盘侠,Sexism,3.1871028,10.861354,2
3935,姆蛆好恶心?,Sexism,5.163234,7.929296,0
2551,看来女光棍对社会危害性确实非常大,Sexism,4.243092,12.75931,6
3116,各位我错了，不该编故事，小管家威胁我，必须删帖子，取匿并道歉，故事虽然是假的，但是这种现象肯定是常态。我应该戳破女拳的痛处了，得罪人了。小管家中有女拳，匿名编故事骂男人抹黑男人没事。但是匿名编故事说女人的实话就不可以。就必须出来澄清。我错了，暂时退乎，请不要人肉我的单位。我是开玩笑的，惹不起原答案删了，另外一个答案也删了,Sexism,4.2183037,11.835323,3
4589,太爽了，打死这帮乱咬人的女拳,Sexism,2.6798832,9.891882,6
407,B站奇趣蛋双标现场,Sexism,6.3079667,8.718411,0
2939,支持正义劲夫,Sexism,2.9919555,9.7261,1
1733,是不是吧里这些nt贴都是阿娜发的？,Sexism,4.5915937,8.493068,0
1940,我也厌女现在越来越讨厌了,Sexism,4.604763,10.455793,6
4761,她们也就知道几个娘炮了，你说对吧彦祖,Sexism,5.5510426,10.473913,6
3996,建议这个幕狗自己买车差点忘了，幕狗连车轮子都买不起,Sexism,4.7057433,7.6879168,7
2296,不区分，不和作的，爱占便宜的女性玩。很简单啊，看说话方式就很好区分了,Sexism,5.2184815,10.793503,9
654,普信女真恐怖。兄弟们去网曝她。,Sexism,6.0331483,9.0328665,6
6820,巴不得巴不得你们男的都去找机器人，不要碰女的我看到你们就恶心！,Sexism,4.6898065,10.256598,9
3229,你男的女的？回答全离不开“国男”两个字，这就纯粹故意引战啊,Sexism,6.1649837,12.267566,2
7,对号入座了，茶壶嘴破防了，戳到痛处了心脏不好的都来我这接种预防针,Sexism,5.193825,9.139169,0
2589,这么说吧，如果男人连自己女人智商正常都无法保证，那么一切都是自食其果,Sexism,5.4788356,11.733043,8
5302,女拳男能不能414阿？,Sexism,3.2697077,10.09627,2
7149,都是些没人要的钼刃在网上翻天覆地,Sexism,4.414247,6.9851685,7
6753,亩枸还能叫得动，恰恰说明我们还不够暴力太过同情奥。我们承诺，往后将会更加暴力毫无同情，势要打到它全身瘫痪为止,Sexism,4.2105513,7.6810803,1
