id,content,label,x,y,cluster
1460,征尼大将军,Racism,10.55155,7.1924214,4
3649,非洲人踢球猛，打篮球更猛，跑步无敌。可是有什么用呢？？？根本没有办法改变国家民族，让大部分人生活的更好。,Racism,11.544417,9.517206,9
318,你可真厉害你的虫爹把曾经白人建设无比繁荣辉煌南非毁了同时又跑到这来大谈引进国际鬼子虫类及其它们后代虫混的理由对于你这点居心叵测的小心思我早已看透,Racism,8.136608,7.7736616,2
4683,要把一滴血原则带到中国来,Racism,12.130042,10.26503,7
2005,我说实话，我膈应，我觉得我的思想还是偏保守，再者我认为讨厌黑人不算是思想保守，只是看见了很多事情之后的一种总结,Racism,10.486888,12.018557,9
5016,举报外教从我做起，电商的发展也会把一些垃圾去除，加速才是我们想要的。,Racism,11.287634,10.849894,8
6411,确实，我同意要自由恋爱，爱情不分人种和肤色，什么?问我女儿要找个黑人怎么办?就当没生过喽,Racism,9.452331,11.871373,3
6091,默滚出中国就行了。,Racism,10.0960455,9.147428,6
460,没有世界帮助，非洲还生活在原始社会。,Racism,11.37242,9.927102,5
2750,当你已经沦落到与乐色为伍，还把乐色举高过自己的头顶的时候，你已经连乐色都不如了。那天我去买塑料袋。有黄色的白色的透明的还有黑色的，我问老板，哪一种颜色的最便宜？老板说黑色的最便宜。我问为什么黑色的最便宜？老板答，因为黑色的是垃圾材料。,Racism,9.187535,10.287966,8
1266,本来我们才是白种人，被西方丑化才被说成是黄祸,Racism,12.383553,10.920473,1
3084,作为男人我认同男女一致，我也认同去追求个人幸福，只要你别回来也别带黑娃回来就行。我可不想中国变法兰西斯坦，不希望改变人种结构。也呼吁其他男性朋友不要把黑男黑女区别对待，不然你讨论的就不是黑人问题而是输出情绪或是搞性别对立,Racism,9.419481,11.47827,3
508,黑人没有教化的。非洲黑人把讨吃当成好传统，教会小孩讨吃。,Racism,11.418638,9.888284,5
2554,犹太人凯乐奇计划就是要中国引入其他种族，制造新的种族，灭绝中华民族、中华文化。,Racism,12.654175,10.392314,7
5268,很好，以其人之道还治其人之身，可惜某些人却要倒贴黑,Racism,11.870524,8.424748,8
5691,娶N婚也不能要和黑人处过的啊,Racism,9.705841,12.219129,3
1378,浦东惠南地铁站经常看到黑人出没，应该是那几个外国语学校的留学生或者洋垃圾黑外教，发现它的窝就举报它,Racism,11.4517765,10.908615,9
3187,大家把我帖子多宣传，我们开发出可以使黑人的古龙水发臭的东西在黑人聚集地发散开，或者给中国女人们使用或者佩戴，保证黑人们一个都混不下去。,Racism,10.59653,9.024956,9
7049,可见全球所有国际鬼子虫类及其它们后代虫混它们统一基因的激情犯罪是它们身体内必不可少基因之一,Racism,7.960669,7.652713,2
5565,崇洋媚外本身就是一种种族主义，这种行为不也是看皮肤说事么？他们有啥资格指责别人？,Racism,8.962289,10.762649,9
487,左白舔功令人作呕,Racism,10.984409,6.200216,4
6678,我不懂那么多花里胡哨的大道理，我就是单纯的歧视黑人。😓,Racism,12.716887,12.140232,1
3036,"外娶你就不制造黑娃了? 外娶外嫁不是重点啊, 黑娃是重点, 你要娶个黑妹白妹, 能别回来吗? 至少别把你的孩子带回中国.",Racism,9.924541,11.403751,3
3957,不管在任何平台看到有中国人跟黑人结婚的，就告诉他他们的孩子一辈子会遭到歧视，父母都是爱孩子的，他们听了这个话会受到很大的打击,Racism,10.693519,10.613381,9
5965,值得批判！我不明白为什么人种没有生殖隔离呢？爱美之心人皆有之！一白遮百丑！美白，美白，美听说过美黑的。没见过黑人去选美的。,Racism,8.950692,10.689418,3
2820,不管你咋说，我不喜欢非洲黑人，男人 ，也没怎么看到中国男人搞黑人 倒是在某些网站上看到不少某些中国女人被黑人玩,Racism,9.227814,11.455905,3
49,阎王老子来了 我就是种族内个歧视了🐶帽子我自己带好,Racism,12.690157,11.837331,4
6404,猩猩有文化？,Racism,6.794523,8.890217,2
2280,人人平等，人和冻物怎么能平等呢,Racism,7.1023417,9.194687,2
7552,好奇纹了什么字，默吗,Racism,11.692314,6.075503,6
5102,万一他就是黑黑了,Racism,10.940369,8.060773,8
4574,大张伟的《阳光彩虹小白马》我最喜欢的歌,Racism,10.293731,8.291632,4
74,老外很老，一般发育早，在它家乡可能有老婆孩子了。20多岁相当于人类30、40岁夹你，你别回复评论。永远也改不了黑猩猩劣质人的性质。全世界都不欢迎黑，即是到了美国政治正确的国家，也不要你们，马上遣返回老窝。,Racism,10.751753,11.130541,9
1379,看片都不看黑人,Racism,11.071159,12.461998,5
1494,黑人血统真的太顽固了，哪怕只有四分之一甚至六分之一还全是黑人的影子，说真的看见黄黑小孩比看见纯种黑人还令人难受😅,Racism,9.808564,10.25732,9
3867,黑**应该被美国全面入侵抹杀,Racism,13.107945,9.41997,5
7481,一般会这么想，竟然真有憨批找黑人,Racism,12.02255,8.933506,5
5480,黑人网红的出现本就是三观不正的体现。,Racism,11.933653,8.738987,5
4640,原来这个吧有反虫吧主不过最后就是被跪虫族就整掉然后过家和百毒从此就监管此吧把这个吧弄成无主之地,Racism,8.383554,7.5287313,2
3778,哪个小区居然可以饲养猩猩,Racism,6.7319446,8.837092,2
959,没接触黑人群体，不怪你，真的。,Racism,11.358308,12.54649,1
6376,不奇怪有些动物喜欢缠着人类小狒狒也不例外,Racism,7.5477514,8.76617,2
775,说句不好听的，人狗杂交过的人，换你你要吗,Racism,8.50341,9.436125,7
248,别，黑的血肉我想想都恶心,Racism,10.817745,5.944588,0
5084,《小黑泥鳅》,Racism,9.063048,6.63439,0
374,你们的武士道精神呢？一刀劈S这个嘿蛆,Racism,8.786641,7.278694,4
3052,别打拳打到自己人了，男拳语录就是个黑大人发明的🤣,Racism,11.472114,7.4576015,8
1195,自信点，把如果去掉。黑人本来就看不起黄种人，不信的话去翻前面的帖子。黑人扯眼角嘲笑亚洲人的眼睛；之前美国黑人打广东老太；黑人强亚裔商店；还有1992的美国黑人冲进韩裔社区零元购，双方火拼。我不敢说所有黑人都这样，但至少看不起黄种人的占大多数,Racism,11.65947,10.794052,9
4213,同，我甚至是看到黑人都感觉不太好，我的种族主义深入骨髓了吧😅,Racism,12.484163,12.249941,1
3291,非洲野猩猩吃饭！,Racism,6.835138,8.742423,2
6770,猩猩之间的交配有什么稀奇的,Racism,6.8897843,8.69445,2
1178,原来是上边某些人，养黑护黑欢迎黑人，怎么办？,Racism,12.449615,9.486958,5
6274,看到黑人吧三观这么正我就放心了,Racism,11.63702,8.292485,5
3708,我靠，楼主你不要在镇楼图扔黑粪啊！！！！,Racism,9.7673645,7.609866,8
2950,这黑人对好人韩德君犯规，还在中国勾搭女孩，好像还生子？,Racism,9.792387,11.183746,5
3552,是啊，不去非洲采棉花可惜呢,Racism,10.993017,9.523871,5
2951,等你百年后，会被你的子孙黑白族人供奉在黑白庙堂上。你的后代会问他的长辈：为什么我们的祖宗是黄皮肤的和我们的不一样？长辈会语重心长的回答道：孩子你要永远记住这个傻缺，要不是他接盘专业，怎么会有我们啊！,Racism,9.443803,10.288763,9
5150,非我族类🤣！,Racism,11.933108,11.823685,1
7591,迎接黑人，把国内环境拱手让给黑人进入，你这叫保卫祖国？你叫卖国好不好？,Racism,12.353723,9.888363,5
6754,对，灭默工厂在招人。所有人应该去那种专业的工序化流水线式屠默灭默除默的工厂打工。,Racism,10.898571,6.8298593,0
2457,阿拉伯都不要黑人,Racism,10.980064,12.555269,1
6057,反正这是底线，为了中华民族的未来，从我做起拒绝哥布林和各种超级病毒。,Racism,9.34089,8.032635,2
3554,小黑屋警告啊，你思想不正确，说谁都行，说默和魄就不行，知乎的祖宗主要来自这两个人种，你说他先人，就封你，就删你，就让你进小黑屋。,Racism,11.4942255,6.563376,6
5741,劣币驱逐良币，所以像这一类自我劣化的异类会造成五胡乱华的后果，中华文化从古到今从来没有遇到过这种靠子宫和丁丁入侵的物种，所以如果不抵抗，那么就只有灭亡。,Racism,9.267472,9.58839,7
3051,钓鱼？都是黑人犯罪的。抢到1次,Racism,12.633946,8.8246355,5
721,对不起，我就跟黑人杠上了,Racism,12.9804,12.158253,1
2583,那时候，黄皮肤的就是人上人了。😆,Racism,9.879532,10.093492,1
1555,古代的“鬼”没有原型，自从有了昆仑奴之后，就定义形态了。,Racism,9.160058,8.659824,2
4534,嘿畜狌就是畜狌，本能特征器官已经出卖了它们。,Racism,8.6228485,8.314024,2
1991,女人和别人睡既不违法，也不违反社会主义核心价值观，万一她就喜欢那黑人呢，这有什么好批判的。当然你要是接受不了那也是你的自由，但不要自诩正义批判别人。你的说法也可以扩展为难道我大汉族没人了吗，一定要和鞑子睡。难道我大xx省没人了吗一定要和外地人睡。难道我xx家没人了吗，一定要和外人睡。说到底群体都是人定的，苗族，蒙古，壮族曾经都是非我族类。,Racism,9.376003,11.74839,3
4790,古代的昆仑奴，现在的昆仑👴🏻,Racism,9.215558,8.534996,2
1947,众所周知，现在肖万警官已经封神，称号包括且不限于，黑膝侠，美国队长，铁腿超人,Racism,11.00367,8.347049,8
7125,🦍🇷🇺:拳脚相加🇯🇵:驱逐出境🇺🇸:清空弹夹🇰🇷:不得入境🇮🇱:生理阉割🇰🇵:火炮处决🇨🇳:如获至宝欢迎转发至各大平台,Racism,9.0522375,7.8493013,8
1116,不管在别人那里怎么样？但是在我这，找过黑人对象绝对不会考虑，,Racism,10.589187,12.652848,3
6707,如果中国出现类似于黑人马丁路德金这样的聪明人物，对我们中国汉人和中华民族是最大的灾难后果！！！,Racism,10.881128,10.585235,9
1461,有一个穿衣服的猩猩，向甄子丹吐槽说他只是皮肤黑，就被人歧视。完全是在掩盖其兽性，转移目标。,Racism,7.195091,8.670589,2
2094,什么义字当头，这是违法的，自由恋爱没毛病，别违法就行，三非黑人该驱逐驱逐，通过合法途径，乃至留学过来和国女结婚都行，别做三非,Racism,9.473543,11.798278,3
4667,歧视咱也不是种族歧视，中国这片土地上自古以来就没有黑人这个种族，咱就是正正当当的看不惯,Racism,12.165707,11.202534,9
4342,这回我就是歧视了，我也不觉得我的歧视有任何的问题，我承认，我确实是种族主义,Racism,12.651054,11.853925,1
