object_id,review_kind,text,hate,group,uncertainties,note,human_adjudicated_tasks,user_rationale,online_material_confirmed,hate_policy_version,hate_policy_sha256,group_policy_version,group_policy_sha256
demo:6469,ai_note,批评干嘛，求仁得仁又何求！求黑得黑，与黑长存嘛,hate,"[""Racism""]",,用户明确回复：“1 级：只确认轻度挖苦”。仅确认轻度挖苦，移除承接严重不幸的候选，不补造未提供的事件。 group 沿用 AI 草稿，本次分数回复不记作类别裁决。 当前 hate 按已接受规则由用户分数派生，不新增直接 hate 裁决。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:649,ai_note,回族不算被黑的吧？毕竟除了关外，回族在哪儿都挺强势的，唐山条约我还记得呢,non-hate,"[""Racism""]",,讨论回族是否受到歧视及其处境，当前“强势”没有展开明确贬损。参照 #5900 不仅凭强弱、优势的描述补出攻击，拟 0／Racism。关外只是例外范围，唐山条约只是所引事件，不另计 Region，也不认证事件真伪。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6493,ai_note,哈哈哈，没想到现在妹子都挺聪明，也知道嘿人那些手段了,hate,"[""Racism"", ""Sexism""]",,赞美女性识破“嘿人那些手段”，把黑人概括成惯用可疑手段者，拟 1／Racism、Sexism。未补出手段的具体内容，也未把仅泛指的对象记成独立个人辱骂。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6525,ai_note,说个最简单的，回家打开电视，调到cctv3，每天都有宣传黑人的节目,non-hate,"[""Racism""]",,只描述电视节目宣传黑人，未出现对黑人或观众的贬损命题，参照 #4744、#5780 取 0／Racism。频道名本身不是被评价的人群。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6553,ai_note,毕竟东北人也就一亿人 肯定反驳力度差,non-hate,"[""Region""]",,以人数说明反驳力度，未把地域群体归为人格或能力低等，拟 0／Region。语气本身不足以补出具体辱骂。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6554,ai_note,我不清楚那个文化，把你研究犹太人的证据说出来！ 我的观点就是法兰西列强进行黑奴贩卖，大量黑人被贩卖到法国，葡萄牙等地进行劳动，随着林肯解放黑奴，这些黑人就在其国家繁衍！ 你的呢？？？说出来听听,non-hate,"[""Racism"", ""Region""]",,争论犹太人、黑奴及不同国家的历史联系，没有另行认可的身份贬损，拟 0／Racism、Region。国家作为实施历史行为的主体参与讨论；奴隶经历为描述，非作者认可伤害，不核实其历史断言。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6624,ai_note,结果那个泼男就是他们另外反同吧的吧主？哎哟，我都兴奋了！打的就是你们窝里的老杂毛！把话带到，我回重庆的时候约他不要怂,hate,"[""Sexism"", ""others""]",,针对具体男性反同吧主辱骂，并明确挑衅线下打架，拟 4／Sexism、others；最高分来自身体暴力威胁。反对反同者不抵消独立攻击；未实际评价同性恋本身，不因反同吧一词另加 LGBTQ。重庆仅为会面地点。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6629,ai_note,我怀疑你还活在梦里全世界著名的公交车eglkd还以为自己受欢迎有人高价接盘现在是你们想嫁都没愿意娶的,hate,"[""Sexism"", ""others""]",,直接对受话者作女性私生活和婚配价值羞辱，eg 与 lkd 采用用户已确认的用法，拟 2／Sexism、others。公交车为性污名比喻，没有据物品词单独升为 3。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6631,human_with_ai,现实中不敢跟黑人硬碰硬，网络上还收拾不了本国人？😆,non-hate,"[""Racism"", ""Region""]",,用户明确回复：“0 / Racism、Region：只是批评行为”。仅批评网络欺凌行为，不成立独立个人辱骂；删除 others。 当前 hate 按已接受规则由用户分数派生，不新增直接 hate 裁决。,group,0 / Racism、Region：只是批评行为,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6644,ai_note,为啥？就是因为现在中国女人地位高到离谱，男人任劳任怨还被女性瞧不起。破坏人类的根本原则,hate,"[""Region"", ""Sexism""]",,把中国女性的地位和对男性的态度概括为不合理，形成明确的性别及国别污名，拟 2／Region、Sexism。虽宣称破坏原则，未明说女性天生低等或要求剥夺某项基本权利，不仅凭夸张语升 3。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
