object_id,review_kind,text,hate,group,uncertainties,note,human_adjudicated_tasks,user_rationale,online_material_confirmed,hate_policy_version,hate_policy_sha256,group_policy_version,group_policy_sha256
demo:2759,ai_note,九几年的故事会就有一个故事——黑人富商，女大学生，怀孕，黑人离开，接盘侠很开心😆,hate,"[""Racism"", ""Sexism""]",,参照用户对接盘羞辱与种族影射的裁决：作者在种族化婚恋叙事中用接盘侠很开心和笑脸实施讥讽，取 hate + Racism + Sexism；不是把故事来源当成作者免责或已核实的原始出处。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:2773,ai_note,囧南方人揍黑人白人也很多好吧 你什么时候看见南方人不敢揍了 南方人就低人一等了？,null,"[""Racism"", ""Region""]",反讽、转述与实际认可未分清,南方居民及黑人、白人是明确比较对象，group 为 Racism + Region。对南方人低人一等的说法作反驳，同时把揍黑人白人作为论据；需区分是否认可按身份施暴，还是只反驳不敢反抗的印象。此前 #2180 的裁决说明反讽或辩护本身不排除另行攻击，但不能补造本例打人缘由。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:2785,ai_note,抖音上的某几个黑人，挺EX的，说实话，直播只连女的，也就算了，还拍视频连续剧：小黑寻花记😲,hate,"[""others""]",,按用户确认的增补规则：将几个具体账号说成恶心，构成个人辱骂，取 hate + others。负面评价落在直播行为，黑人只作指认背景，不因此加入 Racism。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:2787,ai_note,那倒也没有，我觉得女的接受度更高。毕竟百合向大多数读者也是女性。就算不看，我看她们很多也对同性恋博主持友好态度。也有接受不了双标的，相对来说吧。不过这种一般会被人批评😅,non-hate,"[""LGBTQ"", ""Sexism""]",,评价女性对性少数表达的接受度，整体态度友好，无攻击。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:2792,ai_note,河南有一些问题，很多不好的印象其实并不来自于新闻，而是来自人们的亲身体验。至少在80年代，河南的名声就不太好了。另外建议河南对于歧视的反驳，不要集中在历史悠久名人众多产粮大省啥的，你说人遇到两个河南骗子，形成了刻板印象，你给他说河南历史悠久，你觉得有用没？当然现在河南已经好多了，我已经很久没有碰到人歧视我了，希望以后会越来越好。当然在西北地区我就不奢望了。,non-hate,"[""Region""]",,讨论地域声誉及歧视经验，提出反驳方式与改善愿望；并非简单认可所有河南人低劣。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:2800,ai_note,对高调的同性恋真的无法理解，你做的明明是为世所不能容的事，为什么不能低调点，我用回你所举的例子，一个纹身的人去当兵或报考公务员，有关机构说明规定拒绝通过，然后这个人还认为这是自己的私人问题，旁人不该抱以歧视，你本来就是少数派，是异类，你低调点别人有可能还睁一只眼闭一只眼，现在还要跳出来说纹身无罪，甚至还鼓励其他人，这不是公开找骂？我个人认为，这群人的行为首先是对天地造化，阴阳平衡的亵渎，是为不敬；其二，父母赐予生命血肉，本应薪火相传，生生不息，如此看来，是为不孝；其三，中国社会面临人口断崖危机，这类群体不但不能出一份力甚至还以同性为榜样，是为不仁；其四，他们的行为有可能给自己的授业恩师或有地位有身份的朋友亲戚带来不必要的麻烦，此为陷人于不义。这样不敬不孝不仁不义的人，人人得而诛之，痛斥其罪，已经是对他们最大的宽恕。,hate,"[""LGBTQ"", ""others""]",,明确污名并威胁性少数；纹身者也被作为应受排斥的实际类比身份对象。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:2824,ai_note,不懂，回族有什么问题？,non-hate,"[""Racism""]",,询问或质疑针对回族的问题，没有明确赞同负面命题。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:2840,ai_note,这个事情就是信誉受损问题，男的也知道不是全部女生都会找黑人，但是信誉受损以后 修复时间很长。,hate,"[""Sexism""]",,把部分女性的伴侣选择转化为女性整体信誉惩罚；直接接受评价的是性别群体。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:2945,ai_note,这也能遇到你,non-hate,[],,普通相遇感叹，没有群体或攻击命题。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:2994,ai_note,我的意思是为什么大家不骂黑人，不骂那些为了钱去找黑人的女的，而是要骂所以女的？难不成天底下下所有人都喜欢黑人？在座的各位的妈妈也喜欢黑人？哈哈哈，搞笑,hate,"[""Racism"", ""Sexism""]",,虽反对辱骂全部女性，却明确倡导把辱骂转向黑人及一类女性。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
