request_id	role	span_id	layer	mean_head_mass	mean_head_density	mean_visible_tokens
case-541-C0	pre_answer	lexicon_empty	0	0.008163256734230018	0.004081628367115009	2.0
case-541-C0	pre_answer	lexicon_empty	1	0.004295196047348411	0.0021475980236742055	2.0
case-541-C0	pre_answer	lexicon_empty	2	0.0024662173550495936	0.0012331086775247968	2.0
case-541-C0	pre_answer	lexicon_empty	3	0.003742419107116035	0.0018712095535580175	2.0
case-541-C0	pre_answer	lexicon_empty	4	0.003957499999827974	0.001978749999913987	2.0
case-541-C0	pre_answer	lexicon_empty	5	0.0026238651182701744	0.0013119325591350872	2.0
case-541-C0	pre_answer	lexicon_empty	6	0.005399572260657237	0.0026997861303286186	2.0
case-541-C0	pre_answer	lexicon_empty	7	0.0009106122004436806	0.0004553061002218403	2.0
case-541-C0	pre_answer	lexicon_empty	8	0.0019963774331834827	0.0009981887165917414	2.0
case-541-C0	pre_answer	lexicon_empty	9	0.0005948083198146215	0.00029740415990731073	2.0
case-541-C0	pre_answer	lexicon_empty	10	0.0007863691390070926	0.0003931845695035463	2.0
case-541-C0	pre_answer	lexicon_empty	11	0.0003771020539282688	0.0001885510269641344	2.0
case-541-C0	pre_answer	lexicon_empty	12	0.0009540305812407723	0.00047701529062038617	2.0
case-541-C0	pre_answer	lexicon_empty	13	0.0012422337381950976	0.0006211168690975488	2.0
case-541-C0	pre_answer	lexicon_empty	14	0.0012150513421360642	0.0006075256710680321	2.0
case-541-C0	pre_answer	lexicon_empty	15	0.001724280135977807	0.0008621400679889035	2.0
case-541-C0	pre_answer	lexicon_empty	16	0.002064792505393598	0.001032396252696799	2.0
case-541-C0	pre_answer	lexicon_empty	17	0.0023357896568825254	0.0011678948284412627	2.0
case-541-C0	pre_answer	lexicon_empty	18	0.0008881830005851299	0.00044409150029256494	2.0
case-541-C0	pre_answer	lexicon_empty	19	0.0012642423039910256	0.0006321211519955128	2.0
case-541-C0	pre_answer	lexicon_empty	20	0.0010072881040086301	0.0005036440520043151	2.0
case-541-C0	pre_answer	lexicon_empty	21	0.0004348318389606476	0.0002174159194803238	2.0
case-541-C0	pre_answer	lexicon_empty	22	0.0010261985584412159	0.0005130992792206079	2.0
case-541-C0	pre_answer	lexicon_empty	23	0.000305559649006637	0.0001527798245033185	2.0
case-541-C0	pre_answer	lexicon_empty	24	0.0011848941833534354	0.0005924470916767177	2.0
case-541-C0	pre_answer	lexicon_empty	25	0.0010299432901370587	0.0005149716450685293	2.0
case-541-C0	pre_answer	lexicon_empty	26	0.0010377487285726517	0.0005188743642863258	2.0
case-541-C0	pre_answer	lexicon_empty	27	0.0028675388440504435	0.0014337694220252217	2.0
case-541-C0	pre_answer	lexicon_empty	28	0.0016313554816917986	0.0008156777408458993	2.0
case-541-C0	pre_answer	lexicon_empty	29	0.0013412293053178814	0.0006706146526589407	2.0
case-541-C0	pre_answer	lexicon_empty	30	0.0005528552881024495	0.0002764276440512248	2.0
case-541-C0	pre_answer	lexicon_empty	31	0.0008255339306586507	0.00041276696532932533	2.0
case-541-C0	pre_answer	lexicon_empty	32	0.0012171699050789186	0.0006085849525394593	2.0
case-541-C0	pre_answer	lexicon_empty	33	0.0013439472858465251	0.0006719736429232626	2.0
case-541-C0	pre_answer	lexicon_empty	34	0.0010215190289972753	0.0005107595144986377	2.0
case-541-C0	pre_answer	lexicon_empty	35	0.0020577343529453174	0.0010288671764726587	2.0
case-541-C0	pre_answer	demos_empty	0	0.010958079089707695	0.005479039544853848	2.0
case-541-C0	pre_answer	demos_empty	1	0.004402262390226168	0.002201131195113084	2.0
