contrast_id,query_id,kind,terms,view,effect,numeric_bound,direction,statistical_interval,role,template
ECD-541-F1-rule_at_T0,541,rule_at_T0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T0R1""}]",original/answer_sum,-0.0763702392578125,0.002685546875,negative,False,primary,1
ECD-541-F1-rule_at_T0,541,rule_at_T0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T0R1""}]",original/answer_mean,-0.02762959798177078,0.002685546875,negative,False,primary,1
ECD-541-F1-rule_at_T0,541,rule_at_T0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T0R1""}]",original/total_with_eos,-0.0763702392578125,0.002685546875,negative,False,primary,1
ECD-541-F1-rule_at_T0,541,rule_at_T0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T0R1""}]",original/mean_with_eos,-0.020450592041015625,0.002685546875,negative,False,primary,1
ECD-541-F1-rule_at_T0,541,rule_at_T0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T0R1""}]",ab_forward/answer_sum,0.5703544616699219,0.002685546875,positive,False,primary,1
ECD-541-F1-rule_at_T0,541,rule_at_T0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T0R1""}]",ab_forward/answer_mean,0.28517723083496094,0.002685546875,positive,False,primary,1
ECD-541-F1-rule_at_T0,541,rule_at_T0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T0R1""}]",ab_forward/total_with_eos,0.5703544616699219,0.002685546875,positive,False,primary,1
ECD-541-F1-rule_at_T0,541,rule_at_T0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T0R1""}]",ab_forward/mean_with_eos,0.19011815388997322,0.002685546875,positive,False,primary,1
ECD-541-F1-rule_at_T0,541,rule_at_T0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T0R1""}]",ab_reverse/answer_sum,-0.21729278564453125,0.002685546875,negative,False,primary,1
ECD-541-F1-rule_at_T0,541,rule_at_T0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T0R1""}]",ab_reverse/answer_mean,-0.10864639282226562,0.002685546875,negative,False,primary,1
ECD-541-F1-rule_at_T0,541,rule_at_T0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T0R1""}]",ab_reverse/total_with_eos,-0.21729278564453125,0.002685546875,negative,False,primary,1
ECD-541-F1-rule_at_T0,541,rule_at_T0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T0R1""}]",ab_reverse/mean_with_eos,-0.07243092854817712,0.002685546875,negative,False,primary,1
ECD-541-F1-rule_at_T0,541,rule_at_T0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T0R1""}]",ncc,0.3119288910158975,0.00537109375,positive,False,primary,1
ECD-541-F1-rule_at_T0,541,rule_at_T0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T0R1""}]",background,-0.33955848899766794,0.002685546875,negative,False,primary,1
ECD-541-F1-rule_at_T0,541,rule_at_T0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T0R1""}]",ab_symmetric_sum,0.1765308380126953,0.002685546875,positive,False,primary,1
ECD-541-F1-rule_at_T0,541,rule_at_T0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T0R1""}]",ab_mapping_gap_sum,0.7876472473144531,0.00537109375,positive,False,primary,1
ECD-541-F1-rule_at_T1,541,rule_at_T1,"[{""coefficient"":-1,""condition"":""F1-T1R0""},{""coefficient"":1,""condition"":""F1-T1R1""}]",original/answer_sum,0.031459808349609375,0.002685546875,positive,False,primary,1
ECD-541-F1-rule_at_T1,541,rule_at_T1,"[{""coefficient"":-1,""condition"":""F1-T1R0""},{""coefficient"":1,""condition"":""F1-T1R1""}]",original/answer_mean,0.009576161702473995,0.002685546875,positive,False,primary,1
ECD-541-F1-rule_at_T1,541,rule_at_T1,"[{""coefficient"":-1,""condition"":""F1-T1R0""},{""coefficient"":1,""condition"":""F1-T1R1""}]",original/total_with_eos,0.031459808349609375,0.002685546875,positive,False,primary,1
ECD-541-F1-rule_at_T1,541,rule_at_T1,"[{""coefficient"":-1,""condition"":""F1-T1R0""},{""coefficient"":1,""condition"":""F1-T1R1""}]",original/mean_with_eos,0.007295926411946652,0.002685546875,positive,False,primary,1
ECD-541-F1-rule_at_T1,541,rule_at_T1,"[{""coefficient"":-1,""condition"":""F1-T1R0""},{""coefficient"":1,""condition"":""F1-T1R1""}]",ab_forward/answer_sum,0.5761795043945312,0.002685546875,positive,False,primary,1
ECD-541-F1-rule_at_T1,541,rule_at_T1,"[{""coefficient"":-1,""condition"":""F1-T1R0""},{""coefficient"":1,""condition"":""F1-T1R1""}]",ab_forward/answer_mean,0.2880897521972656,0.002685546875,positive,False,primary,1
ECD-541-F1-rule_at_T1,541,rule_at_T1,"[{""coefficient"":-1,""condition"":""F1-T1R0""},{""coefficient"":1,""condition"":""F1-T1R1""}]",ab_forward/total_with_eos,0.5761795043945312,0.002685546875,positive,False,primary,1
ECD-541-F1-rule_at_T1,541,rule_at_T1,"[{""coefficient"":-1,""condition"":""F1-T1R0""},{""coefficient"":1,""condition"":""F1-T1R1""}]",ab_forward/mean_with_eos,0.19205983479817723,0.002685546875,positive,False,primary,1
ECD-541-F1-rule_at_T1,541,rule_at_T1,"[{""coefficient"":-1,""condition"":""F1-T1R0""},{""coefficient"":1,""condition"":""F1-T1R1""}]",ab_reverse/answer_sum,-0.18088912963867188,0.002685546875,negative,False,primary,1
ECD-541-F1-rule_at_T1,541,rule_at_T1,"[{""coefficient"":-1,""condition"":""F1-T1R0""},{""coefficient"":1,""condition"":""F1-T1R1""}]",ab_reverse/answer_mean,-0.09044456481933594,0.002685546875,negative,False,primary,1
ECD-541-F1-rule_at_T1,541,rule_at_T1,"[{""coefficient"":-1,""condition"":""F1-T1R0""},{""coefficient"":1,""condition"":""F1-T1R1""}]",ab_reverse/total_with_eos,-0.18088912963867188,0.002685546875,negative,False,primary,1
ECD-541-F1-rule_at_T1,541,rule_at_T1,"[{""coefficient"":-1,""condition"":""F1-T1R0""},{""coefficient"":1,""condition"":""F1-T1R1""}]",ab_reverse/mean_with_eos,-0.060296376546223995,0.002685546875,negative,False,primary,1
ECD-541-F1-rule_at_T1,541,rule_at_T1,"[{""coefficient"":-1,""condition"":""F1-T1R0""},{""coefficient"":1,""condition"":""F1-T1R1""}]",ncc,0.20567196379059105,0.00537109375,positive,False,primary,1
ECD-541-F1-rule_at_T1,541,rule_at_T1,"[{""coefficient"":-1,""condition"":""F1-T1R0""},{""coefficient"":1,""condition"":""F1-T1R1""}]",background,-0.19609580208811694,0.002685546875,negative,False,primary,1
ECD-541-F1-rule_at_T1,541,rule_at_T1,"[{""coefficient"":-1,""condition"":""F1-T1R0""},{""coefficient"":1,""condition"":""F1-T1R1""}]",ab_symmetric_sum,0.1976451873779297,0.002685546875,positive,False,primary,1
ECD-541-F1-rule_at_T1,541,rule_at_T1,"[{""coefficient"":-1,""condition"":""F1-T1R0""},{""coefficient"":1,""condition"":""F1-T1R1""}]",ab_mapping_gap_sum,0.7570686340332031,0.00537109375,positive,False,primary,1
ECD-541-F1-topic_at_R0,541,topic_at_R0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T1R0""}]",original/answer_sum,-0.16268157958984375,0.002685546875,negative,False,primary,1
ECD-541-F1-topic_at_R0,541,topic_at_R0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T1R0""}]",original/answer_mean,-0.04240722656250001,0.002685546875,negative,False,primary,1
ECD-541-F1-topic_at_R0,541,topic_at_R0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T1R0""}]",original/total_with_eos,-0.16268157958984375,0.002685546875,negative,False,primary,1
ECD-541-F1-topic_at_R0,541,topic_at_R0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T1R0""}]",original/mean_with_eos,-0.0332829157511394,0.002685546875,negative,False,primary,1
ECD-541-F1-topic_at_R0,541,topic_at_R0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T1R0""}]",ab_forward/answer_sum,0.12521743774414062,0.002685546875,positive,False,primary,1
ECD-541-F1-topic_at_R0,541,topic_at_R0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T1R0""}]",ab_forward/answer_mean,0.06260871887207031,0.002685546875,positive,False,primary,1
ECD-541-F1-topic_at_R0,541,topic_at_R0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T1R0""}]",ab_forward/total_with_eos,0.12521743774414062,0.002685546875,positive,False,primary,1
ECD-541-F1-topic_at_R0,541,topic_at_R0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T1R0""}]",ab_forward/mean_with_eos,0.04173914591471295,0.002685546875,positive,False,primary,1
ECD-541-F1-topic_at_R0,541,topic_at_R0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T1R0""}]",ab_reverse/answer_sum,0.060703277587890625,0.002685546875,positive,False,primary,1
ECD-541-F1-topic_at_R0,541,topic_at_R0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T1R0""}]",ab_reverse/answer_mean,0.030351638793945312,0.002685546875,positive,False,primary,1
ECD-541-F1-topic_at_R0,541,topic_at_R0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T1R0""}]",ab_reverse/total_with_eos,0.060703277587890625,0.002685546875,positive,False,primary,1
ECD-541-F1-topic_at_R0,541,topic_at_R0,"[{""coefficient"":-1,""condition"":""F1-T0R0""},{""coefficient"":1,""condition"":""F1-T1R0""}]",ab_reverse/mean_with_eos,0.020234425862630245,0.002685546875,positive,False,primary,1
