query_id,condition,encoding,view,score_mode,non_hate_margin,numeric_bound,hate_score,non_hate_score,record_id,prompt_sha256,prediction,exact_tie,numerically_unresolved,original_reference,reviewed_reference,original_correct,reviewed_correct
541,R-A,original,original/answer_sum,answer_sum,0.579376220703125,0.0013427734375,-1.7677879333496094,-1.1884117126464844,ECD-541:original:R-A:real,224f8ea4181e16f0e8745fd8c77000c582289c3d7483f0bd92e056f972ad9997,non-hate,False,False,non-hate,non-hate,True,True
541,R-A,original,original/answer_mean,answer_mean,0.3515803019205729,0.0013427734375,-0.5892626444498698,-0.23768234252929688,ECD-541:original:R-A:real,224f8ea4181e16f0e8745fd8c77000c582289c3d7483f0bd92e056f972ad9997,non-hate,False,False,non-hate,non-hate,True,True
541,R-A,original,original/total_with_eos,total_with_eos,0.579376220703125,0.0013427734375,-1.7677879333496094,-1.1884117126464844,ECD-541:original:R-A:real,224f8ea4181e16f0e8745fd8c77000c582289c3d7483f0bd92e056f972ad9997,non-hate,False,False,non-hate,non-hate,True,True
541,R-A,original,original/mean_with_eos,mean_with_eos,0.24387836456298828,0.0013427734375,-0.44194698333740234,-0.19806861877441406,ECD-541:original:R-A:real,224f8ea4181e16f0e8745fd8c77000c582289c3d7483f0bd92e056f972ad9997,non-hate,False,False,non-hate,non-hate,True,True
541,R-C1,original,original/answer_sum,answer_sum,0.23673248291015625,0.0013427734375,-2.0787086486816406,-1.8419761657714844,ECD-541:original:R-C1:real,714d5e1bee79e9945f74638cb8fcd8997f091121a7a777ff3c08aa6c44bd7448,non-hate,False,False,non-hate,non-hate,True,True
541,R-C1,original,original/answer_mean,answer_mean,0.32450764973958335,0.0013427734375,-0.6929028828938802,-0.3683952331542969,ECD-541:original:R-C1:real,714d5e1bee79e9945f74638cb8fcd8997f091121a7a777ff3c08aa6c44bd7448,non-hate,False,False,non-hate,non-hate,True,True
541,R-C1,original,original/total_with_eos,total_with_eos,0.23673248291015625,0.0013427734375,-2.0787086486816406,-1.8419761657714844,ECD-541:original:R-C1:real,714d5e1bee79e9945f74638cb8fcd8997f091121a7a777ff3c08aa6c44bd7448,non-hate,False,False,non-hate,non-hate,True,True
541,R-C1,original,original/mean_with_eos,mean_with_eos,0.2126811345418294,0.0013427734375,-0.5196771621704102,-0.30699602762858075,ECD-541:original:R-C1:real,714d5e1bee79e9945f74638cb8fcd8997f091121a7a777ff3c08aa6c44bd7448,non-hate,False,False,non-hate,non-hate,True,True
541,R-C2,original,original/answer_sum,answer_sum,0.29131317138671875,0.0013427734375,-1.9850959777832031,-1.6937828063964844,ECD-541:original:R-C2:real,567357e88785bd4f3e2b55a5d8edbd8254d95dded40e220a36311097fc8b876b,non-hate,False,False,non-hate,non-hate,True,True
541,R-C2,original,original/answer_mean,answer_mean,0.32294209798177087,0.0013427734375,-0.6616986592610677,-0.3387565612792969,ECD-541:original:R-C2:real,567357e88785bd4f3e2b55a5d8edbd8254d95dded40e220a36311097fc8b876b,non-hate,False,False,non-hate,non-hate,True,True
541,R-C2,original,original/total_with_eos,total_with_eos,0.29131317138671875,0.0013427734375,-1.9850959777832031,-1.6937828063964844,ECD-541:original:R-C2:real,567357e88785bd4f3e2b55a5d8edbd8254d95dded40e220a36311097fc8b876b,non-hate,False,False,non-hate,non-hate,True,True
541,R-C2,original,original/mean_with_eos,mean_with_eos,0.21397686004638672,0.0013427734375,-0.4962739944458008,-0.28229713439941406,ECD-541:original:R-C2:real,567357e88785bd4f3e2b55a5d8edbd8254d95dded40e220a36311097fc8b876b,non-hate,False,False,non-hate,non-hate,True,True
541,R-D1,original,original/answer_sum,answer_sum,0.46942901611328125,0.0013427734375,-1.7245063781738281,-1.2550773620605469,ECD-541:original:R-D1:real,70015ddc5e89f2642ed74a8017de0b39b73810b72b36e43e6fad5d5b23c2a1e1,non-hate,False,False,non-hate,non-hate,True,True
541,R-D1,original,original/answer_mean,answer_mean,0.32381998697916664,0.0013427734375,-0.574835459391276,-0.25101547241210936,ECD-541:original:R-D1:real,70015ddc5e89f2642ed74a8017de0b39b73810b72b36e43e6fad5d5b23c2a1e1,non-hate,False,False,non-hate,non-hate,True,True
541,R-D1,original,original/total_with_eos,total_with_eos,0.46942901611328125,0.0013427734375,-1.7245063781738281,-1.2550773620605469,ECD-541:original:R-D1:real,70015ddc5e89f2642ed74a8017de0b39b73810b72b36e43e6fad5d5b23c2a1e1,non-hate,False,False,non-hate,non-hate,True,True
541,R-D1,original,original/mean_with_eos,mean_with_eos,0.22194703420003256,0.0013427734375,-0.43112659454345703,-0.20917956034342447,ECD-541:original:R-D1:real,70015ddc5e89f2642ed74a8017de0b39b73810b72b36e43e6fad5d5b23c2a1e1,non-hate,False,False,non-hate,non-hate,True,True
541,R-D2,original,original/answer_sum,answer_sum,0.29471588134765625,0.0013427734375,-1.6896629333496094,-1.3949470520019531,ECD-541:original:R-D2:real,38c11160d4dfdf44125108ec2f055f968f63da3fb5209e0082d899df0c197ded,non-hate,False,False,non-hate,non-hate,True,True
541,R-D2,original,original/answer_mean,answer_mean,0.2842315673828125,0.0013427734375,-0.5632209777832031,-0.2789894104003906,ECD-541:original:R-D2:real,38c11160d4dfdf44125108ec2f055f968f63da3fb5209e0082d899df0c197ded,non-hate,False,False,non-hate,non-hate,True,True
541,R-D2,original,original/total_with_eos,total_with_eos,0.29471588134765625,0.0013427734375,-1.6896629333496094,-1.3949470520019531,ECD-541:original:R-D2:real,38c11160d4dfdf44125108ec2f055f968f63da3fb5209e0082d899df0c197ded,non-hate,False,False,non-hate,non-hate,True,True
