contrast_id,query_id,kind,probe_id,effect,numeric_bound,direction,role,template
ECD-541-F1-rule_at_T0,541,single_probe,empty,0.34246342976888,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T0,541,single_probe,space,0.26837565104166705,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T0,541,single_probe,na,0.27395553588867205,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T0,541,single_probe,mask,0.3340550740559898,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T0,541,single_probe,lorem,0.6275962829589843,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T0,541,leave_one_out,empty,0.30898746366380125,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T0,541,leave_one_out,space,0.3201009814089395,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T0,541,leave_one_out,na,0.330481559960655,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T0,541,leave_one_out,mask,0.30590734470880365,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T0,541,leave_one_out,lorem,0.29980251536983804,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T1,541,single_probe,empty,0.19968439737955723,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T1,541,single_probe,space,0.13308156331380205,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T1,541,single_probe,na,0.19358291625976576,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T1,541,single_probe,mask,0.2308049519856774,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T1,541,single_probe,lorem,0.4245206197102869,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T1,541,leave_one_out,empty,0.2071577347599498,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T1,541,leave_one_out,space,0.2188283277326204,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T1,541,leave_one_out,na,0.21223482917717584,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T1,541,leave_one_out,mask,0.19559145358286978,0.00537109375,positive,primary,1
ECD-541-F1-rule_at_T1,541,leave_one_out,lorem,0.19561636879523325,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R0,541,single_probe,empty,0.15826034545898438,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R0,541,single_probe,space,0.1447151184082034,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R0,541,single_probe,na,0.12856953938802107,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R0,541,single_probe,mask,0.13391952514648442,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R0,541,single_probe,lorem,0.2983380635579427,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R0,541,leave_one_out,empty,0.13790718952616166,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R0,541,leave_one_out,space,0.1390327862977192,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R0,541,leave_one_out,na,0.14589452592530394,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R0,541,leave_one_out,mask,0.14637496166498698,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R0,541,leave_one_out,lorem,0.1344026146430779,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R1,541,single_probe,empty,0.015481313069661606,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R1,541,single_probe,space,0.009421030680338394,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R1,541,single_probe,na,0.048196919759114776,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R1,541,single_probe,mask,0.030669403076172053,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R1,541,single_probe,lorem,0.09526240030924527,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R1,541,leave_one_out,empty,0.03607746062231021,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R1,541,leave_one_out,space,0.0377601326214001,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R1,541,leave_one_out,na,0.027647795141824805,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R1,541,leave_one_out,mask,0.036059070539053106,0.00537109375,positive,primary,1
ECD-541-F1-topic_at_R1,541,leave_one_out,lorem,0.030216468068473112,0.00537109375,positive,primary,1
ECD-541-F1-topic_rule_interaction,541,single_probe,empty,-0.14277903238932277,0.0107421875,negative,primary,1
ECD-541-F1-topic_rule_interaction,541,single_probe,space,-0.135294087727865,0.0107421875,negative,primary,1
ECD-541-F1-topic_rule_interaction,541,single_probe,na,-0.0803726196289063,0.0107421875,negative,primary,1
ECD-541-F1-topic_rule_interaction,541,single_probe,mask,-0.10325012207031237,0.0107421875,negative,primary,1
ECD-541-F1-topic_rule_interaction,541,single_probe,lorem,-0.2030756632486974,0.0107421875,negative,primary,1
ECD-541-F1-topic_rule_interaction,541,leave_one_out,empty,-0.10182972890385145,0.0107421875,negative,primary,1
ECD-541-F1-topic_rule_interaction,541,leave_one_out,space,-0.1012726536763191,0.0107421875,negative,primary,1
ECD-541-F1-topic_rule_interaction,541,leave_one_out,na,-0.11824673078347914,0.0107421875,negative,primary,1
ECD-541-F1-topic_rule_interaction,541,leave_one_out,mask,-0.11031589112593387,0.0107421875,negative,primary,1
ECD-541-F1-topic_rule_interaction,541,leave_one_out,lorem,-0.10418614657460479,0.0107421875,negative,primary,1
ECD-541-F1-original_bridge,541,single_probe,empty,-0.3610346476236974,0.00537109375,negative,bridge,1
ECD-541-F1-original_bridge,541,single_probe,space,-0.2744616190592444,0.00537109375,negative,bridge,1
ECD-541-F1-original_bridge,541,single_probe,na,-0.09550399780273389,0.00537109375,negative,bridge,1
ECD-541-F1-original_bridge,541,single_probe,mask,-0.16165415445963527,0.00537109375,negative,bridge,1
ECD-541-F1-original_bridge,541,single_probe,lorem,-0.2155733744303383,0.00537109375,negative,bridge,1
ECD-541-F1-original_bridge,541,leave_one_out,empty,-0.15770340497647828,0.00537109375,negative,bridge,1
ECD-541-F1-original_bridge,541,leave_one_out,space,-0.16693530467233275,0.00537109375,negative,bridge,1
ECD-541-F1-original_bridge,541,leave_one_out,na,-0.2192935325478369,0.00537109375,negative,bridge,1
ECD-541-F1-original_bridge,541,leave_one_out,mask,-0.2005794219807524,0.00537109375,negative,bridge,1
ECD-541-F1-original_bridge,541,leave_one_out,lorem,-0.1836701636978546,0.00537109375,negative,bridge,1
