query_id	comparison	layer0	pre	mid	post	increment_attention	increment_mlp	branch_attention	branch_mlp	scale_attention	scale_mlp	remainder_attention	remainder_mlp
J05	D01-D00	0	0.0	0.001440495252609253	-0.025037050247192383	0.001440495252609253	-0.026477545499801636	0.0001963648851446287	-0.02854521272029681	0.0012447020841572787	0.0020663595754875086	-5.717166926544337e-07	1.3076450076088264e-06
J05	D01-D00	1	-0.025037050247192383	-0.00499117374420166	-0.02085345983505249	0.020045876502990723	-0.01586228609085083	0.023899989492520257	-0.01628059542565663	-0.0038548649028594117	0.00042040147950254264	7.519133298772296e-07	-2.092144696742848e-06
J05	D01-D00	2	-0.02085345983505249	-0.42590999603271484	-0.4360201358795166	-0.40505653619766235	-0.010110139846801758	-0.4063534408166143	-0.06373169535421397	0.001294445149909361	0.05362322210484048	2.459469042571938e-06	-1.6665974282709106e-06
J05	D01-D00	3	-0.4360201358795166	-0.505007266998291	-0.48529672622680664	-0.06898713111877441	0.019710540771484375	-0.10240075802115389	-0.034901460514210836	0.03341391389035662	0.054611291474179174	-2.869879771397188e-07	7.098115160364404e-07
J05	D01-D00	4	-0.48529672622680664	-0.6333131790161133	-0.46402978897094727	-0.14801645278930664	0.16928339004516602	-0.19392115999963	0.04469669640915197	0.04590514748812391	0.12458509750613134	-4.4027780055078125e-07	1.596129882708297e-06
J05	D01-D00	5	-0.46402978897094727	-0.3559250831604004	-0.4973173141479492	0.10810470581054688	-0.14139223098754883	0.07889980576673084	-0.21081813445882525	0.02920500234264327	0.06942775669351206	-1.0229882722867512e-07	-1.8532222356426598e-06
J05	D01-D00	6	-0.4973173141479492	-0.5819864273071289	-0.7195954322814941	-0.08466911315917969	-0.13760900497436523	-0.09898272123567986	-0.22118917119515474	0.014312569000688963	0.08358037514494945	1.0390758112092946e-06	-2.0892415994455682e-07
J05	D01-D00	7	-0.7195954322814941	-0.5432143211364746	-0.5061163902282715	0.17638111114501953	0.037097930908203125	0.13900632774084076	0.043042126686701376	0.03737797313697346	-0.005946915852614253	-3.189732794693645e-06	2.7200741160017416e-06
J05	D01-D00	8	-0.5061163902282715	-0.4745349884033203	-0.08808445930480957	0.03158140182495117	0.38645052909851074	0.039691691950413555	0.34029128634620465	-0.00811049784055904	0.0461579233557082	2.0771509666152538e-07	1.319396597893041e-06
J05	D01-D00	9	-0.08808445930480957	-0.1721494197845459	-0.18113183975219727	-0.08406496047973633	-0.008982419967651367	-0.0820911541756193	-0.01700638591273057	-0.001972413197249938	0.008024082141373734	-1.393106867093874e-06	-1.1619629453063496e-07
J05	D01-D00	10	-0.18113183975219727	-0.49500608444213867	-0.5264787673950195	-0.3138742446899414	-0.03147268295288086	-0.3188339370884721	-0.04781489892435209	0.004961592601789526	0.01634131528726855	-1.9002032588576537e-06	9.006842026787476e-07
J05	D01-D00	11	-0.5264787673950195	-0.6415978670120239	-0.1995147466659546	-0.1151190996170044	0.44208312034606934	-0.115406097020371	0.412556856882452	0.00028762394914369277	0.029523777753967584	-6.265457770915882e-07	2.485709649724388e-06
J05	D01-D00	12	-0.1995147466659546	-0.2521350085735321	-0.3140262961387634	-0.052620261907577515	-0.06189128756523132	-0.04045297129144787	-0.055628910662800735	-0.012165069882436312	-0.0062639226171144185	-2.2207336933324773e-06	1.5457146838298436e-06
J05	D01-D00	13	-0.3140262961387634	-0.5023210644721985	-0.5184353590011597	-0.18829476833343506	-0.01611429452896118	-0.19676977918918925	-0.029475398125344388	0.008476550350240593	0.013359383799190687	-1.539494486398063e-06	1.719797192519315e-06
J05	D01-D00	14	-0.5184353590011597	-0.36537671089172363	-0.2494828701019287	0.15305864810943604	0.11589384078979492	0.09439824820043508	0.10932699415538782	0.05866202245300428	0.006565384288642912	-1.6225440033212912e-06	1.46234576418533e-06
J05	D01-D00	15	-0.2494828701019287	-0.047608256340026855	0.08758068084716797	0.20187461376190186	0.13518893718719482	0.2023631485046527	0.12729395418572131	-0.0004862448198876117	0.00789349444863495	-2.289922863234065e-06	1.4885528385605307e-06
J05	D01-D00	16	0.08758068084716797	0.02582681179046631	-0.0050885677337646484	-0.06175386905670166	-0.030915379524230957	-0.05603873299610673	-0.030062862676940805	-0.0057147195406417	-0.0008537906791290692	-4.1651995322765367e-07	1.273831838916853e-06
J05	D01-D00	17	-0.0050885677337646484	0.0023682117462158203	-0.832126259803772	0.007456779479980469	-0.8344944715499878	-0.0041486788035745015	-0.8327548208595429	0.011608457944883965	-0.0017389962764801647	-2.9996613289950957e-06	-6.54413964740197e-07
J05	D01-D00	18	-0.832126259803772	-0.7345933318138123	-0.2604217529296875	0.09753292798995972	0.47417157888412476	0.018734820863873125	0.4897510806985115	0.07879711769093363	-0.015580240013660984	9.894351529586565e-07	7.381992742638843e-07
J05	D01-D00	19	-0.2604217529296875	-0.2244400978088379	-0.46501386165618896	0.03598165512084961	-0.24057376384735107	-0.004154877614191532	-0.25637407248297867	0.0401338116620068	0.01580167093164711	2.7210730343396605e-06	-1.362296019491449e-06
J05	D01-D00	20	-0.46501386165618896	-0.4469047784805298	-0.3205759525299072	0.01810908317565918	0.12632882595062256	-0.028411799546572167	0.0784504049524131	0.046520864754564184	0.0478787700996271	1.796766718742404e-08	-3.4910141763488944e-07
J05	D01-D00	21	-0.3205759525299072	-1.4096815586090088	-0.502284049987793	-1.0891056060791016	0.9073975086212158	-1.1228615911039979	0.8546826782796924	0.0337560557733213	0.05271399973994745	-7.074842500731648e-08	8.306015760184415e-07
J05	D01-D00	22	-0.502284049987793	-1.0489245653152466	-1.6992764472961426	-0.5466405153274536	-0.650351881980896	-0.6126264047399689	-0.6697591382957189	0.06598672048776688	0.01940736065611899	-8.31075251617186e-07	-1.043412961171386e-07
J05	D01-D00	23	-1.6992764472961426	-2.7396100759506226	-5.5894893407821655	-1.04033362865448	-2.849879264831543	-1.3630726908658504	-3.2607635237539654	0.3227387401292121	0.4108837682244989	3.2208215827722597e-07	4.906979234886588e-07
J05	D01-D00	24	-5.5894893407821655	-5.9475457072258	-4.2631228268146515	-0.35805636644363403	1.684422880411148	-0.8952745209622182	1.249986645086822	0.5372190834207946	0.4344351689639946	-9.289022104841393e-07	1.0663603314808867e-06
J05	D01-D00	25	-4.2631228268146515	-3.988140642642975	-2.56358739733696	0.27498218417167664	1.424553245306015	0.10494498723288559	1.1146968458190523	0.1700379383896699	0.3098589844582388	-7.414508788605723e-07	-2.5849712760317445e-06
J05	D01-D00	26	-2.56358739733696	-3.9555251002311707	-4.28939962387085	-1.3919377028942108	-0.33387452363967896	-1.5611049232119125	-0.7283219974762591	0.16916416996178207	0.3944482370469371	3.050355919631542e-06	-7.632103569132909e-07
J05	D01-D00	27	-4.28939962387085	-3.9964895248413086	-3.548027992248535	0.292910099029541	0.44846153259277344	0.340262227902129	0.01263017916921877	-0.04734881407896516	0.43582513688295665	-3.3147936228383745e-06	6.216540598069642e-06
J05	D01-D00	28	-3.548027992248535	-4.547727584838867	-6.486275672912598	-0.999699592590332	-1.9385480880737305	-1.0972635674499096	-2.610475391798886	0.09756747116826997	0.671922402286123	-3.496308692396699e-06	4.9014390322010826e-06
J05	D01-D00	29	-6.486275672912598	-9.66246509552002	-6.470722198486328	-3.176189422607422	3.1917428970336914	-3.805157663923848	2.3798759350660372	0.6289757675066654	0.8118665106683063	-7.526190239470765e-06	4.5129934789223114e-07
J05	D01-D00	30	-6.470722198486328	-7.1537933349609375	-7.592498779296875	-0.6830711364746094	-0.4387054443359375	-1.024420747841603	-1.1510911534967951	0.3413429341266143	0.7123913495489578	6.677240379282523e-06	-5.6403881003586065e-06
