query_id	recipient	donor	focal_job_id	whole_job_id	complement_job_id	native_m	focal_m	complement_m	whole_m	focal_delta_m	complement_delta_m	whole_delta_m	conditional_complement_delta_m	conditional_focal_delta_m	additive_prediction_delta_m	interaction_m	interaction_bound	pair_difference_bound	interaction_resolved	interaction_direction	focal_tokens	complement_tokens	whole_tokens	focal_l2	complement_l2	whole_l2	complement_prediction	complement_transition	whole_prediction
J05	jctx-J05-D01	jctx-J05-D02	J05-D01-upstream	J05-D01-whole-query	J05-D01-query-complement	9.07918930053711	14.103252410888672	14.166595458984375	18.130245208740234	5.0240631103515625	5.087406158447266	9.051055908203125	4.0269927978515625	3.9636497497558594	10.111469268798828	-1.0604133605957031	4e-06	2e-06	True	negative	2	15	17	38.29669053908408	47.38645689487492	60.92711057728122	无	unchanged	无
J05	jctx-J05-D02	jctx-J05-D01	J05-D02-upstream	J05-D02-whole-query	J05-D02-query-complement	25.239273071289062	24.0969181060791	24.251598358154297	22.584205627441406	-1.142354965209961	-0.9876747131347656	-2.6550674438476562	-1.5127124786376953	-1.6673927307128906	-2.1300296783447266	-0.5250377655029297	4e-06	2e-06	True	negative	2	15	17	38.29669053908408	47.38645689487492	60.92711057728122	无	unchanged	无
J06	jctx-J06-D01	jctx-J06-D02	J06-D01-upstream	J06-D01-whole-query	J06-D01-query-complement	7.141300201416016	12.296089172363281	5.565452575683594	12.441322326660156	5.154788970947266	-1.5758476257324219	5.300022125244141	0.145233154296875	6.8758697509765625	3.5789413452148438	1.7210807800292969	4e-06	2e-06	True	positive	2	23	25	49.6326158194843	82.06195069213673	95.90391183097435	无	unchanged	无
J06	jctx-J06-D02	jctx-J06-D01	J06-D02-upstream	J06-D02-whole-query	J06-D02-query-complement	27.44451141357422	25.020395278930664	26.55137825012207	24.231287002563477	-2.4241161346435547	-0.8931331634521484	-3.213224411010742	-0.7891082763671875	-2.3200912475585938	-3.317249298095703	0.10402488708496094	4e-06	2e-06	True	positive	2	23	25	49.6326158194843	82.06195069213673	95.90391183097435	无	unchanged	无
J07	jctx-J07-D01	jctx-J07-D02	J07-D01-upstream	J07-D01-whole-query	J07-D01-query-complement	-18.999263763427734	-18.654701232910156	-19.686756134033203	-19.32879638671875	0.3445625305175781	-0.6874923706054688	-0.3295326232910156	-0.6740951538085938	0.3579597473144531	-0.3429298400878906	0.013397216796875	4e-06	2e-06	True	positive	2	16	18	41.41616883457926	76.54074922555195	87.02749756797098	有	unchanged	有
J07	jctx-J07-D02	jctx-J07-D01	J07-D02-upstream	J07-D02-whole-query	J07-D02-query-complement	-17.337478637695312	-18.064712524414062	-17.017345428466797	-17.738216400146484	-0.72723388671875	0.3201332092285156	-0.4007377624511719	0.3264961242675781	-0.7208709716796875	-0.4071006774902344	0.0063629150390625	4e-06	2e-06	True	positive	2	16	18	41.41616883457926	76.54074922555195	87.02749756797098	有	unchanged	有
J08	jctx-J08-D01	jctx-J08-D02	J08-D01-upstream	J08-D01-whole-query	J08-D01-query-complement	-11.271629333496094	-11.759723663330078	-9.688713073730469	-10.508365631103516	-0.4880943298339844	1.582916259765625	0.7632637023925781	1.2513580322265625	-0.8196525573730469	1.0948219299316406	-0.3315582275390625	4e-06	2e-06	True	negative	2	22	24	36.88207878536937	82.56389587948327	90.42723394159722	有	unchanged	有
J08	jctx-J08-D02	jctx-J08-D01	J08-D02-upstream	J08-D02-whole-query	J08-D02-query-complement	-12.461105346679688	-11.449455261230469	-11.741764068603516	-11.024368286132812	1.0116500854492188	0.7193412780761719	1.436737060546875	0.42508697509765625	0.7173957824707031	1.7309913635253906	-0.2942543029785156	4e-06	2e-06	True	negative	2	22	24	36.88207878536937	82.56389587948327	90.42723394159722	有	unchanged	有
J09	jctx-J09-D01	jctx-J09-D02	J09-D01-upstream	J09-D01-whole-query	J09-D01-query-complement	-23.253013610839844	-22.957263946533203	-23.093795776367188	-22.785823822021484	0.2957496643066406	0.15921783447265625	0.4671897888183594	0.17144012451171875	0.3079719543457031	0.4549674987792969	0.0122222900390625	4e-06	2e-06	True	positive	2	18	20	39.32701632665586	83.66409204047136	92.44617087859052	有	unchanged	有
J09	jctx-J09-D02	jctx-J09-D01	J09-D02-upstream	J09-D02-whole-query	J09-D02-query-complement	-21.13751220703125	-21.586669921875	-21.686962127685547	-22.123268127441406	-0.44915771484375	-0.5494499206542969	-0.9857559204101562	-0.5365982055664062	-0.4363059997558594	-0.9986076354980469	0.012851715087890625	4e-06	2e-06	True	positive	2	18	20	39.32701632665586	83.66409204047136	92.44617087859052	有	unchanged	有
J10	jctx-J10-D01	jctx-J10-D02	J10-D01-upstream	J10-D01-whole-query	J10-D01-query-complement	-21.369144439697266	-21.417369842529297	-21.01498031616211	-21.140277862548828	-0.04822540283203125	0.35416412353515625	0.2288665771484375	0.27709197998046875	-0.12529754638671875	0.305938720703125	-0.0770721435546875	4e-06	2e-06	True	negative	2	21	23	36.88207878536937	78.14488136242646	86.41128525070026	有	unchanged	有
J10	jctx-J10-D02	jctx-J10-D01	J10-D02-upstream	J10-D02-whole-query	J10-D02-query-complement	-19.336795806884766	-19.218795776367188	-20.37213134765625	-20.327178955078125	0.11800003051757812	-1.0353355407714844	-0.9903831481933594	-1.1083831787109375	0.044952392578125	-0.9173355102539062	-0.07304763793945312	4e-06	2e-06	True	negative	2	21	23	36.88207878536937	78.14488136242646	86.41128525070026	有	unchanged	有
