family,task,label,score_mode,metric,cell,cell_label,stratum,n,mean,median,p05,p95,q25,q75,iqr,min,max,status,error_bound,raw_sign,direction,positive_query_count,negative_query_count,unresolved_query_count,positive_query_fraction,negative_query_fraction,unresolved_query_fraction,ci95_low,ci95_high
contrast,hate,hate,answer_sum,answer_sum/margin/hate,L,Lnew,all,643,-1.9613077955705753,-2.042163848876953,-9.19972267150879,5.4096328735351555,-5.070212364196777,0.5948524475097656,5.665064811706543,-15.43301773071289,13.933391571044922,defined,0.002685546875,-1,negative,200,440,3,0.3110419906687403,0.6842923794712286,0.004665629860031105,-2.309157052344149,-1.6207300522835406
contrast,hate,hate,answer_sum,answer_sum/margin/hate,L,Lnew,Lq_hit,223,1.713866015720795,1.3718700408935547,-3.8426021575927733,8.523861694335933,-0.6890506744384766,3.829970359802246,4.519021034240723,-10.69183349609375,13.933391571044922,defined,0.002685546875,1,positive,157,66,0,0.7040358744394619,0.29596412556053814,0.0,1.2196478544329314,2.2188045788238937
contrast,hate,hate,answer_sum,answer_sum/margin/hate,L,Lnew,Lq_no_hit,420,-3.9126500810895646,-3.82904052734375,-9.936653900146485,0.9132411956787033,-6.036266803741455,-1.5493888854980469,4.486877918243408,-15.43301773071289,4.96453857421875,defined,0.002685546875,-1,negative,43,374,3,0.10238095238095238,0.8904761904761904,0.007142857142857143,-4.23155209336962,-3.598791700771877
contrast,hate,hate,answer_sum,answer_sum/margin/hate,L,Lnew,gold_size_0,252,-3.5090279654851035,-3.6456851959228516,-9.250700378417969,1.7641920089721672,-5.612473964691162,-1.5493888854980469,4.063085079193115,-14.92390251159668,13.71268081665039,defined,0.002685546875,-1,negative,32,218,2,0.12698412698412698,0.8650793650793651,0.007936507936507936,-3.9414155617592828,-3.0899829550394933
contrast,hate,hate,answer_sum,answer_sum/margin/hate,L,Lnew,gold_size_1,328,-1.1109910069442377,-0.8036060333251953,-9.404812908172607,7.013295364379879,-4.439676284790039,1.7820940017700195,6.221770286560059,-15.43301773071289,13.933391571044922,defined,0.002685546875,-1,negative,137,190,1,0.4176829268292683,0.5792682926829268,0.003048780487804878,-1.6397629227580093,-0.5852964798124827
contrast,hate,hate,answer_sum,answer_sum/margin/hate,L,Lnew,gold_size_2plus,63,-0.19747325352260045,-0.037326812744140625,-6.3047269821167,4.988738059997558,-1.5705528259277344,1.5494632720947266,3.120016098022461,-9.114099502563477,11.43728256225586,defined,0.002685546875,-1,negative,31,32,0,0.49206349206349204,0.5079365079365079,0.0,-1.0308242555648561,0.6331224850245883
contrast,hate,hate,answer_sum,answer_sum/margin/hate,L,Lnew,gold_size_2_appendix,56,-0.2555337292807443,-0.020552635192871094,-6.460416793823242,5.169363975524902,-2.1228489875793457,1.78375244140625,3.9066014289855957,-9.114099502563477,11.43728256225586,defined,0.002685546875,-1,negative,28,28,0,0.5,0.5,0.0,,
contrast,hate,hate,answer_sum,answer_sum/margin/hate,L,Lnew,gold_size_3_appendix,7,0.26701055254255024,-0.037326812744140625,-0.5716567993164062,1.528589057922363,-0.24822616577148438,0.7042169570922852,0.9524431228637695,-0.6504859924316406,1.6449050903320312,defined,0.002685546875,1,positive,3,4,0,0.42857142857142855,0.5714285714285714,0.0,,
contrast,hate,hate,answer_sum,answer_sum/margin/hate,D,D,all,643,7.071388502699405,6.756189346313477,1.2539113998413087,14.281188392639157,4.436413764953613,9.351314544677734,4.914900779724121,-2.8955764770507812,19.036819458007812,defined,0.002685546875,1,positive,627,16,0,0.9751166407465007,0.024883359253499222,0.0,6.7746982128030595,7.369465201231035
contrast,hate,hate,answer_sum,answer_sum/margin/hate,D,D,Lq_hit,223,6.817355185880789,6.397373199462891,1.1706331253051758,14.281188392639157,4.347681045532227,8.864253044128418,4.516571998596191,-1.841390609741211,19.036819458007812,defined,0.002685546875,1,positive,218,5,0,0.9775784753363229,0.02242152466367713,0.0,6.322733425987141,7.308087946160492
contrast,hate,hate,answer_sum,answer_sum/margin/hate,D,D,Lq_no_hit,420,7.206268097105481,7.076920509338379,1.3317068099975586,14.114403533935532,4.498658180236816,9.556650638580322,5.057992458343506,-2.8955764770507812,18.82923126220703,defined,0.002685546875,1,positive,409,11,0,0.9738095238095238,0.02619047619047619,0.0,6.8461829581714815,7.575045522167569
contrast,hate,hate,answer_sum,answer_sum/margin/hate,D,D,gold_size_0,252,7.550125833541628,7.450981140136719,1.5620452880859377,14.524398612976073,4.871935844421387,9.85940933227539,4.987473487854004,-2.174652099609375,18.15837287902832,defined,0.002685546875,1,positive,246,6,0,0.9761904761904762,0.023809523809523808,0.0,7.09109015521549,8.02791684260444
contrast,hate,hate,answer_sum,answer_sum/margin/hate,D,D,gold_size_1,328,7.156404972076416,6.8279266357421875,1.1918280601501465,14.23843374252319,4.491642475128174,9.458374977111816,4.966732501983643,-1.5509586334228516,19.036819458007812,defined,0.002685546875,1,positive,321,7,0,0.9786585365853658,0.021341463414634148,0.0,6.753524831155451,7.57054821558115
contrast,hate,hate,answer_sum,answer_sum/margin/hate,D,D,gold_size_2plus,63,4.713813751462906,4.480083465576172,0.398286247253418,9.251942253112793,2.92508602142334,6.690685272216797,3.765599250793457,-2.8955764770507812,9.805107116699219,defined,0.002685546875,1,positive,60,3,0,0.9523809523809523,0.047619047619047616,0.0,4.009164065406436,5.3962971384563145
contrast,hate,hate,answer_sum,answer_sum/margin/hate,D,D,gold_size_2_appendix,56,4.677829606192453,4.428255081176758,-0.023580551147460938,9.308950901031494,2.9011855125427246,6.943938255310059,4.042752742767334,-2.8955764770507812,9.805107116699219,defined,0.002685546875,1,positive,53,3,0,0.9464285714285714,0.05357142857142857,0.0,,
contrast,hate,hate,answer_sum,answer_sum/margin/hate,D,D,gold_size_3_appendix,7,5.001686913626535,5.062263488769531,2.4986419677734375,6.565519905090332,4.280124664306641,6.3812408447265625,2.101116180419922,2.0489578247070312,6.577856063842773,defined,0.002685546875,1,positive,7,0,0,1.0,0.0,0.0,,
contrast,hate,hate,answer_sum,answer_sum/margin/hate,LD,Lnew+D,all,643,4.546770276771178,4.11151123046875,-0.9725337982177733,11.617245483398436,1.9194087982177734,6.6322126388549805,4.712803840637207,-7.225360870361328,19.10103988647461,defined,0.002685546875,1,positive,576,67,0,0.895800933125972,0.104199066874028,0.0,4.251903773763131,4.847842821622525
