family,task,label,score_mode,metric,cell,cell_label,stratum,n,mean,median,p05,p95,q25,q75,iqr,min,max,status,error_bound,raw_sign,direction,positive_query_count,negative_query_count,unresolved_query_count,positive_query_fraction,negative_query_fraction,unresolved_query_fraction,ci95_low,ci95_high
contrast,hate,hate,answer_sum,answer_sum/margin/hate,L,Lnew,all,643,-1.9613077955705753,-2.042163848876953,-9.19972267150879,5.4096328735351555,-5.070212364196777,0.5948524475097656,5.665064811706543,-15.43301773071289,13.933391571044922,defined,0.002685546875,-1,negative,200,440,3,0.3110419906687403,0.6842923794712286,0.004665629860031105,-2.309157052344149,-1.6207300522835406
contrast,hate,hate,answer_sum,answer_sum/margin/hate,D,D,all,643,7.071388502699405,6.756189346313477,1.2539113998413087,14.281188392639157,4.436413764953613,9.351314544677734,4.914900779724121,-2.8955764770507812,19.036819458007812,defined,0.002685546875,1,positive,627,16,0,0.9751166407465007,0.024883359253499222,0.0,6.7746982128030595,7.369465201231035
contrast,hate,hate,answer_sum,answer_sum/margin/hate,LD,Lnew+D,all,643,4.546770276771178,4.11151123046875,-0.9725337982177733,11.617245483398436,1.9194087982177734,6.6322126388549805,4.712803840637207,-7.225360870361328,19.10103988647461,defined,0.002685546875,1,positive,576,67,0,0.895800933125972,0.104199066874028,0.0,4.251903773763131,4.847842821622525
contrast,hate,hate,answer_sum,answer_sum/margin/hate,LxD,Lnew x D,all,643,-0.5633104303576527,-0.833587646484375,-8.084033203125,7.218347549438476,-3.5322751998901367,2.713045120239258,6.2453203201293945,-14.499813079833984,14.431722640991211,defined,0.00537109375,-1,negative,274,365,4,0.4261275272161742,0.567651632970451,0.006220839813374806,-0.9254109855758643,-0.19327250186985429
contrast,group,Racism,answer_sum,answer_sum/margin/Racism,L,Lnew,all,643,-7.450280084042894,-7.284651280938153,-25.056540015813127,11.179995249953947,-15.24005771816689,-0.463817771039718,14.776239947127172,-57.132960123169056,54.94037532912044,defined,0.002685546875,-1,negative,151,489,3,0.23483670295489892,0.76049766718507,0.004665629860031105,-8.384961167237963,-6.52139563744783
contrast,group,Racism,answer_sum,answer_sum/margin/Racism,D,D,all,643,2.329521293028016,3.768384873955384,-19.412129366539485,21.086367695719826,-5.626630990297125,10.574591243860134,16.201222234157257,-32.94629443320205,38.12706663051958,defined,0.002685546875,1,positive,393,250,0,0.6111975116640747,0.38880248833592534,0.0,1.3817890891579232,3.274214451555589
contrast,group,Racism,answer_sum,answer_sum/margin/Racism,LD,Lnew+D,all,643,-0.6854949057693979,0.04452750791468141,-23.713070143038685,21.499225921191513,-10.705858200823135,8.903681078433674,19.609539279256808,-41.46436946370102,62.079739999591894,defined,0.002685546875,-1,negative,322,321,0,0.5007776049766719,0.49922239502332816,0.0,-1.8116416730481688,0.40923319213580156
contrast,group,Racism,answer_sum,answer_sum/margin/Racism,LxD,Lnew x D,all,643,4.435263885245481,3.934594369875435,-13.897917157070511,22.630126318557217,-2.7847841577283425,11.94009658248751,14.724880740215852,-35.138516019734524,40.502529789078025,defined,0.00537109375,1,positive,416,223,4,0.6469673405909798,0.3468118195956454,0.006220839813374806,3.5738625138835425,5.291946449125922
contrast,group,Region,answer_sum,answer_sum/margin/Region,L,Lnew,all,643,-5.784554417685987,-5.235158343397312,-21.838237603732132,10.139250682045462,-12.57130983801298,0.4967610603222603,13.06807089833524,-39.044258129451265,35.19214451714538,defined,0.002685546875,-1,negative,170,470,3,0.2643856920684292,0.7309486780715396,0.004665629860031105,-6.550746083177312,-4.992622487190162
contrast,group,Region,answer_sum,answer_sum/margin/Region,D,D,all,643,3.3746126277539883,3.6775131290292475,-16.07280868438683,21.28312043593599,-4.6401509905520175,11.459232912301543,16.09938390285356,-25.972845613686452,37.669712388283116,defined,0.002685546875,1,positive,405,238,0,0.6298600311041991,0.3701399688958009,0.0,2.5016111038014213,4.255898817013653
